id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_coinsinrush2_01_e_33,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_33,False,,,,,black,black,1.0,event_bgm_mir_stage1,,,,7,surprise,,5,surprise3,,3,worry,,1,surprise,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_34,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_34,False,,,,,black,black,1.0,,,,,7,surprise,,5,surprise3,,3,worry,,1,surprise,rouge_b,milk_b,bay_b,ade_b,,,,,,,,,,,
event_coinsinrush2_01_e_35,40089,event_coinsinrush2_01_e,Speech,observingmaleguest,Locale_MainScenario:event_coinsinrush2_01_e_35,True,observingmaleguest,1,idle,,10,10,1.0,,observingmaleguest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_36,40089,event_coinsinrush2_01_e,Speech,observingmaleguest,Locale_MainScenario:event_coinsinrush2_01_e_36,True,,1,idle,,10,10,1.0,,observingmaleguest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_37,40089,event_coinsinrush2_01_e,Self,,Locale_MainScenario:event_coinsinrush2_01_e_37,False,,1,idle,,10,10,1.0,,observingmaleguest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_38,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_38,False,,1,idle,,black,black,1.0,,,,milk_b,13,surprise2,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_39,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_39,True,,1,idle,,130,130,1.0,,milk_b,,,13,surprise2,exia_b_op,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_40,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_40,True,,1,idle,,130,130,1.0,,exia_b_op,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_41,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_41,True,,1,idle,,130,130,1.0,,exia_b_op,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_42,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_42,True,,1,idle,,130,130,1.0,,exia_b_op,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_43,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_43,True,,1,idle,,130,130,1.0,,exia_b_op,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_44,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_44,True,,1,idle,,130,130,1.0,,exia_b_op,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_45,40089,event_coinsinrush2_01_e,Speech,observingmaleguest,Locale_MainScenario:event_coinsinrush2_01_e_45,True,,1,idle,,130,12,1.0,,observingmaleguest,,,13,surprise2,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_46,40089,event_coinsinrush2_01_e,Narration,,Locale_MainScenario:event_coinsinrush2_01_e_46,False,,1,idle,,black,black,1.0,,,observingmaleguest,,13,surprise2,,OP_leftup,idle,,,,,,,milk_b,exia_b_op,,,sfx_scn_nearrunaway,,,,,,,,,,
event_coinsinrush2_01_e_47,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_47,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_48,40089,event_coinsinrush2_01_e,Speech,observingmaleguest,Locale_MainScenario:event_coinsinrush2_01_e_48,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_49,40089,event_coinsinrush2_01_e,Speech,lookingmaleguest,Locale_MainScenario:event_coinsinrush2_01_e_49,True,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_50,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_50,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_51,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_51,True,,,,,10,10,1.0,,exia_b_op,,,,,exia_b_op,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_52,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_52,True,,,,,10,10,1.0,,exia_b_op,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_53,40089,event_coinsinrush2_01_e,Self,,Locale_MainScenario:event_coinsinrush2_01_e_53,False,,,,,10,10,1.0,,exia_b_op,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_54,40089,event_coinsinrush2_01_e,Speech,milk_b_op_r,Locale_MainScenario:event_coinsinrush2_01_e_54,True,milk_b_op_r,OP_rightup,angry1,,10,10,1.0,,milk_b_op_r,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_55,40089,event_coinsinrush2_01_e,Self,,Locale_MainScenario:event_coinsinrush2_01_e_55,False,,OP_rightup,angry1,,10,10,1.0,,milk_b_op_r,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_56,40089,event_coinsinrush2_01_e,Speech,exia_b_op,Locale_MainScenario:event_coinsinrush2_01_e_56,True,,OP_rightup,angry1,,10,10,1.0,,exia_b_op,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_57,40089,event_coinsinrush2_01_e,Monologue,,Locale_MainScenario:event_coinsinrush2_01_e_57,False,,OP_rightup,angry1,,10,10,1.0,,,,,,,,OP_leftup,good,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_01_e_58,40089,event_coinsinrush2_01_e,Narration,,Locale_MainScenario:event_coinsinrush2_01_e_58,False,,OP_rightup,angry1,BriefingRoom,black,black,1.0,none,,milk_b_op_r,rouge_b,3,think,,OP_leftup,good,ade_b,5,worry,mustang,1,idle,,exia_b_op,,,,milk_b,13,no,bay_b,15,idle,exia_b,17,idle,black
event_coinsinrush2_01_e_59,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_59,True,,,,,4,4,1.0,bgm_inark,rouge_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_60,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_60,True,,,,,4,4,1.0,,rouge_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_61,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_61,True,,,,,4,4,1.0,,ade_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_62,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_62,True,,,,,4,4,1.0,,ade_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_63,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_63,True,,,,,4,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_64,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_64,True,,,,,12,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_65,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_65,True,,,,,12,L_10,1.0,,mustang,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_66,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_66,True,,,,,L_10,L_10,1.0,,mustang,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_67,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_67,True,,,,,50,50,1.0,,ade_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_68,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_68,True,,,,,L_10,L_10,1.0,,mustang,,,3,think,,,,,5,worry,,1,good,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_69,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_69,True,,,,,L_10,L_10,1.0,,mustang,,,3,think,,,,,5,worry,,1,good,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_70,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_70,True,,,,,L_10,L_10,1.0,,mustang,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,no,,15,idle,,17,idle,
event_coinsinrush2_01_e_71,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_71,True,,,,,L_10,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_72,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_72,True,,,,,12,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_73,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_73,True,,,,,12,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_74,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_74,True,,,,,12,12,1.0,,mustang,,,3,think,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_75,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_75,True,,,,,12,12,1.0,,mustang,,,3,think,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_76,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_76,True,,,,,12,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_77,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_77,True,,,,,12,12,1.0,,milk_b,,,3,think,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_78,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_78,True,,,,,12,12,1.0,,mustang,,,3,think,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_79,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_79,True,,,,,12,2,1.0,,rouge_b,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_80,40089,event_coinsinrush2_01_e,Speech,rouge_b,Locale_MainScenario:event_coinsinrush2_01_e_80,True,,,,,2,2,1.0,,rouge_b,,,3,idle,,,,,5,worry,,1,idle,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_81,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_81,True,,,,,2,2,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_82,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_82,True,,,,,2,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_83,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_83,True,,,,,L_10,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_84,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_84,True,,,,,L_10,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_85,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_85,True,,,,,L_10,12,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_86,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_86,True,,,,,12,12,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_87,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_87,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_88,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_88,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_89,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_89,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_90,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_90,True,,,,,12,12,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_91,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_91,False,,,,,50,50,1.0,,ade_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_92,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_92,True,,,,,L_10,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_93,40089,event_coinsinrush2_01_e,Speech,mustang,Locale_MainScenario:event_coinsinrush2_01_e_93,True,,,,,L_10,L_10,1.0,,mustang,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_94,40089,event_coinsinrush2_01_e,Speech,ade_b,Locale_MainScenario:event_coinsinrush2_01_e_94,False,,,,,50,50,1.0,,ade_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_95,40089,event_coinsinrush2_01_e,Speech,exia_b,Locale_MainScenario:event_coinsinrush2_01_e_95,True,,,,,S_170,S_170,1.0,,exia_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_96,40089,event_coinsinrush2_01_e,Speech,exia_b,Locale_MainScenario:event_coinsinrush2_01_e_96,True,,,,,S_170,S_170,1.0,,exia_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,angry1,,15,idle,,17,idle,
event_coinsinrush2_01_e_97,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_97,True,,,,,S_170,14,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_98,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_98,True,,,,,14,14,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_99,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_99,True,,,,,14,14,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_100,40089,event_coinsinrush2_01_e,Speech,milk_b,Locale_MainScenario:event_coinsinrush2_01_e_100,True,,,,,14,14,1.0,,milk_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
event_coinsinrush2_01_e_101,40089,event_coinsinrush2_01_e,Speech,bay_b,Locale_MainScenario:event_coinsinrush2_01_e_101,True,,,,,14,14,1.0,,bay_b,,,3,idle,,,,,5,worry,,1,good,,,,,,,13,idle,,15,idle,,17,idle,
