id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_newflavor_intermission_01_54,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_54,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_55,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_55,True,,2,delight,,12,idle,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_56,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_56,False,,2,delight,,12,idle,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_57,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_57,False,,2,delight,,12,idle,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_58,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_58,True,,2,no,,12,idle,,XS_120,1,1.3,
event_newflavor_intermission_01_59,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_59,True,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_60,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_60,True,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_61,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_61,False,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_62,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_62,False,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_63,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_63,True,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_64,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_64,True,,2,no,,12,no,,1,1,1.0,
event_newflavor_intermission_01_65,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_65,True,,2,no,,12,no,,1,1,1.0,
event_newflavor_intermission_01_66,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_66,False,,2,no,,12,no,,1,1,1.0,none
event_newflavor_intermission_01_67,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_67,True,,2,no,,12,shy,,1,1,1.0,
event_newflavor_intermission_01_68,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_68,True,,2,idle,,12,shy,,1,1,1.0,
event_newflavor_intermission_01_69,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_69,False,,2,idle,,12,shy,,1,1,1.0,
event_newflavor_intermission_01_70,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_70,False,,2,idle,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_71,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_71,False,,2,idle,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_72,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_72,True,,2,idle,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_73,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_73,True,,2,idle,,12,angry,,1,1,1.0,
event_newflavor_intermission_01_74,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_74,False,,2,idle,,12,angry,,1,1,1.0,
event_newflavor_intermission_01_75,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_75,False,,2,idle,,12,no,,1,1,1.0,
event_newflavor_intermission_01_76,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_76,False,,2,idle,,12,no,,1,1,1.0,
event_newflavor_intermission_01_77,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_77,True,,2,idle,,12,no,,1,1,1.0,
event_newflavor_intermission_01_78,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_78,True,,2,idle,,12,angry,,1,1,1.0,
event_newflavor_intermission_01_79,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_79,True,,2,idle,,12,angry,,1,1,1.0,bgm_frostpillar
event_newflavor_intermission_01_80,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_80,True,,2,delight,,12,angry,,1,1,1.0,
event_newflavor_intermission_01_81,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_81,True,,2,delight,,12,shy,,1,1,1.0,
event_newflavor_intermission_01_82,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_82,True,,2,no,,12,shy,,1,S_20,1.3,
event_newflavor_intermission_01_83,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_83,True,,2,no,,12,shy,,S_20,S_20,1.0,
event_newflavor_intermission_01_84,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_84,True,,2,no,,12,shy,,S_20,S_20,1.0,
event_newflavor_intermission_01_85,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_85,True,,2,no,,12,shy,,S_20,S_20,1.0,
event_newflavor_intermission_01_86,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_86,True,,2,no,,12,shy,,S_20,S_20,1.0,
event_newflavor_intermission_01_87,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_87,True,,2,no,,12,idle,,S_20,1,1.3,
event_newflavor_intermission_01_88,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_88,True,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_89,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_89,False,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_90,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_90,True,,2,no,,12,idle,,1,1,1.0,
event_newflavor_intermission_01_91,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_91,True,,2,no,,12,delight,,1,1,1.0,
event_newflavor_intermission_01_92,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_92,False,,2,no,,12,delight,,1,1,1.0,
event_newflavor_intermission_01_93,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_93,True,,2,delight,,12,delight,,1,1,1.0,
event_newflavor_intermission_01_94,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_94,True,,2,delight,,12,delight,,1,1,1.0,
event_newflavor_intermission_01_95,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_95,False,,2,delight,,12,delight,,1,1,1.0,
event_newflavor_intermission_01_96,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_96,True,,2,no,,12,delight,,1,S_20,1.3,
event_newflavor_intermission_01_97,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_97,True,,2,no,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_98,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_98,False,,2,no,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_99,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_99,True,,2,no,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_100,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_100,False,,2,no,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_101,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_101,True,,2,surprise,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_102,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_102,False,,2,surprise,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_103,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_103,True,,2,sad,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_104,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_104,False,,2,sad,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_105,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_105,True,,2,no,,12,delight,,S_20,S_20,1.0,
event_newflavor_intermission_01_106,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_106,True,,2,no,,12,surprise,,S_20,1,1.3,
event_newflavor_intermission_01_107,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_107,True,,2,no,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_108,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_108,False,,2,no,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_109,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_109,False,,2,no,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_110,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_110,False,,2,no,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_111,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_111,False,,2,no,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_112,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_112,True,,2,sad,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_113,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_113,False,,2,sad,,12,surprise,,1,1,1.0,
event_newflavor_intermission_01_114,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_114,True,,2,sad,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_115,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_115,False,,2,sad,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_116,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_116,True,,2,delight,,12,sad,,1,S_20,1.3,
event_newflavor_intermission_01_117,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_117,False,,2,delight,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_118,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_118,True,,2,shy,,12,sad,,S_20,S_200,1.3,
event_newflavor_intermission_01_119,40073,event_newflavor_intermission,Speech,bready,crust,Locale_SubScenario:event_newflavor_intermission_01_119,False,,2,shy,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_120,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_120,True,,2,delight,,12,sad,,S_200,S_20,1.3,
event_newflavor_intermission_01_121,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_121,True,,2,delight,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_122,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_122,True,,2,delight,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_123,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_123,True,,2,delight,,12,sad,,S_20,S_20,1.0,
