id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_foolburstday_05_24,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_24,True,,1,idle,,L_1300,1500,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_25,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_25,True,,1,idle,,1500,1700,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_26,130007,event_foolburstday_05,Self,clay,,Locale_SubScenario:event_foolburstday_05_26,False,,1,idle,,1700,1700,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_27,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_27,True,,1,idle,,L_1300,L_130,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_28,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_28,True,,1,idle,,L_130,150,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_29,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_29,True,,1,idle,,150,170,1.0,,,13,idle,,15,idle,,17,sad
event_foolburstday_05_30,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_30,True,,1,idle,,170,150,1.0,,,13,idle,,15,idle,,17,sad
event_foolburstday_05_31,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_31,True,,1,idle,,150,150,1.0,,,13,idle,,15,idle,,17,sad
event_foolburstday_05_32,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_32,True,,1,idle,,150,L_130,1.0,,,13,idle,,15,idle,,17,sad
event_foolburstday_05_33,130007,event_foolburstday_05,Monologue,rumani,,Locale_SubScenario:event_foolburstday_05_33,False,,1,idle,,L_130,S_10,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_34,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_34,True,,1,idle,,S_10,L_130,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_35,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_35,True,,1,idle,,L_130,150,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_36,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_36,True,,1,idle,,150,170,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_37,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_37,True,,1,idle,,S_10,S_100,1.0,,,13,idle,,15,idle,,17,surprise
event_foolburstday_05_38,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_38,True,,1,idle,,L_1300,L_1300,1.0,,,13,no,,15,worry,,17,surprise
event_foolburstday_05_39,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_39,True,,1,idle,,1500,1500,1.0,,,13,no,,15,worry,,17,surprise
event_foolburstday_05_40,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_40,True,,1,idle,,S_100,S_10,1.0,,,13,no,,15,worry,,17,surprise
event_foolburstday_05_41,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_41,False,,1,idle,,L_130,L_130,1.0,,,13,sad,,15,worry,,17,surprise
event_foolburstday_05_42,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_42,False,,1,idle,,150,150,1.0,,,13,sad,,15,worry,,17,surprise
event_foolburstday_05_43,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_43,True,,1,idle,,S_10,S_100,1.0,,,13,sad,,15,worry,,17,surprise
event_foolburstday_05_44,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_44,False,,1,idle,,L_130,L_1300,0.5,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_45,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_45,False,,1,idle,,150,1500,0.5,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_46,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_46,True,,1,idle,,L_1300,L_1300,1.0,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_47,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_47,True,,1,idle,,L_1300,1500,1.0,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_48,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_48,False,,1,idle,,1500,1700,1.0,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_49,130007,event_foolburstday_05,Self,clay,,Locale_SubScenario:event_foolburstday_05_49,False,,1,idle,,1700,170,1.0,,,13,angry,,15,worry_02,,17,surprise
event_foolburstday_05_50,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_50,True,,1,idle,,1315,1315,1.0,,,13,think,,15,worry_02,,17,idle
event_foolburstday_05_51,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_51,True,,1,idle,,1315,1315,1.0,,,13,think,,15,idle,,17,idle
event_foolburstday_05_52,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_52,True,,1,idle,,1315,1315,1.0,,,13,think,,15,idle,,17,idle
event_foolburstday_05_53,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_53,False,,1,idle,,1315,1315,1.0,,,13,think,,15,idle,,17,idle
event_foolburstday_05_54,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_54,True,,1,idle,,1315,113,1.5,,,13,think,,15,idle,,17,idle
event_foolburstday_05_55,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_55,True,,1,idle,,113,113,1.0,,,13,think,,15,idle,,17,idle
event_foolburstday_05_56,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_56,True,,1,idle,,113,113,1.0,,,13,no,,15,idle,,17,idle
event_foolburstday_05_57,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_57,True,,1,idle,,113,113,1.0,,,13,no,,15,idle,,17,idle
event_foolburstday_05_58,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_58,True,,1,idle,,113,113,1.0,,,13,surprise,,15,idle,,17,idle
event_foolburstday_05_59,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_59,True,,1,idle,,113,113,1.0,,,13,surprise,,15,idle,,17,idle
event_foolburstday_05_60,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_60,True,,1,idle,,113,113,1.0,,,13,surprise,,15,idle,,17,idle
event_foolburstday_05_61,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_61,True,,1,idle,,S_10,S_100,1.0,,,13,surprise,,15,idle,,17,idle
event_foolburstday_05_62,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_62,False,,1,idle,,L_1300,L_1300,1.0,,,13,no,,15,idle,,17,idle
event_foolburstday_05_63,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_63,True,,1,idle,,S_100,S_100,1.0,,,13,no,,15,idle,,17,idle
event_foolburstday_05_64,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_64,False,,1,idle,,1500,1500,1.0,,,13,no,,15,worry,,17,idle
event_foolburstday_05_65,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_65,True,,1,idle,,S_100,S_100,1.0,,,13,no,,15,worry,,17,idle
event_foolburstday_05_66,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_66,False,,1,idle,,1700,1700,1.0,,,13,no,,15,worry,,17,worry
event_foolburstday_05_67,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_67,True,,1,idle,,S_100,S_10,1.0,,,13,no,,15,worry,,17,worry
event_foolburstday_05_68,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_68,True,,1,idle,,S_10,113,1.0,,,13,think,,15,worry,,17,worry
event_foolburstday_05_69,130007,event_foolburstday_05,Self,rumani,,Locale_SubScenario:event_foolburstday_05_69,False,,1,idle,,113,113,1.0,,,13,think,,15,worry,,17,worry
event_foolburstday_05_70,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_70,False,,1,idle,,113,113,1.0,,,13,shy,,15,idle,,17,worry
event_foolburstday_05_71,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_71,True,,1,idle,,113,113,1.0,,,13,shy,,15,idle,,17,idle
event_foolburstday_05_72,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_72,True,,1,idle,,113,113,1.0,,,13,shy,,15,idle,,17,idle
event_foolburstday_05_73,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_73,True,,1,idle,,113,113,1.0,,,13,shy,,15,idle,,17,idle
event_foolburstday_05_74,130007,event_foolburstday_05,Narration,bay,,Locale_SubScenario:event_foolburstday_05_74,False,,1,idle,,113,1315,1.5,,,13,shy,,15,"expression_0,idle",,17,idle
event_foolburstday_05_75,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_75,True,,1,idle,,1315,1315,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_76,130007,event_foolburstday_05,Speech,bay,mechashifty,Locale_SubScenario:event_foolburstday_05_76,False,,1,idle,,1315,1315,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_77,130007,event_foolburstday_05,Narration,rumani,,Locale_SubScenario:event_foolburstday_05_77,False,,1,idle,,1315,1315,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_78,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_78,True,,1,idle,,1315,1315,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_79,130007,event_foolburstday_05,Speech,rumani,mechashifty,Locale_SubScenario:event_foolburstday_05_79,False,,1,idle,,1315,1315,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_80,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_80,True,,1,idle,,1315,17,1.5,,,13,idle,,15,idle,,17,shy
event_foolburstday_05_81,130007,event_foolburstday_05,Narration,clay,,Locale_SubScenario:event_foolburstday_05_81,False,,1,idle,,17,17,1.0,,,13,idle,,15,idle,,17,"expression_0,idle"
event_foolburstday_05_82,130007,event_foolburstday_05,Narration,clay,,Locale_SubScenario:event_foolburstday_05_82,False,,1,idle,,17,17,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_83,130007,event_foolburstday_05,Narration,clay,,Locale_SubScenario:event_foolburstday_05_83,False,,1,idle,,17,17,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_84,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_84,True,,1,idle,,17,17,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_85,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_85,False,,1,idle,,17,1,1.5,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_86,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_86,True,,1,idle,,1,,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_87,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_87,True,,1,idle,,1,1,1.0,,,13,idle,,15,idle,,17,idle
event_foolburstday_05_88,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_88,True,,1,idle,,1,113,1.0,,,13,delight,,15,idle,,17,idle
event_foolburstday_05_89,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_89,False,,1,idle,,113,113,1.0,,,13,delight,,15,idle,,17,idle
event_foolburstday_05_90,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_90,True,,1,idle,,113,1315,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_91,130007,event_foolburstday_05,Speech,bay,bay,Locale_SubScenario:event_foolburstday_05_91,True,,1,idle,,1315,1315,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_92,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_92,True,,1,idle,,1315,1315,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_93,130007,event_foolburstday_05,Speech,clay,clay,Locale_SubScenario:event_foolburstday_05_93,True,,1,idle,,1315,17,1.5,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_94,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_94,False,,1,idle,,1,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_95,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_95,True,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_96,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_96,True,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_97,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_97,True,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_98,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_98,True,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_99,130007,event_foolburstday_05,Self,mechashifty,,Locale_SubScenario:event_foolburstday_05_99,False,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_100,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_100,True,,1,idle,,S_10,S_100,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_101,130007,event_foolburstday_05,Self,mechashifty,,Locale_SubScenario:event_foolburstday_05_101,False,,1,idle,,S_100,S_100,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_102,130007,event_foolburstday_05,Self,mechashifty,,Locale_SubScenario:event_foolburstday_05_102,False,,1,idle,,S_100,S_100,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_103,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_103,True,,1,idle,,S_100,L_1300,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_104,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_104,True,,1,idle,,L_1300,L_1300,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_105,130007,event_foolburstday_05,Speech,rumani,rumani,Locale_SubScenario:event_foolburstday_05_105,True,,1,idle,,L_1300,L_1300,1.0,,,13,delight,,15,delight,,17,idle
event_foolburstday_05_106,130007,event_foolburstday_05,Speech,mechashifty,mechashifty,Locale_SubScenario:event_foolburstday_05_106,False,,1,idle,,S_100,S_100,1.0,,,13,delight,,15,delight,,17,idle
