id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
event_seayouagain2_04_s_11,40025,event_seayouagain2_04_s,Narration,,,Locale_MainScenario:event_seayouagain2_04_s_11,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,black,black,1.0,,,
event_seayouagain2_04_s_12,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_12,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_700,0.5,,,
event_seayouagain2_04_s_13,40025,event_seayouagain2_04_s,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_04_s_13,True,,9,angry,,7,angry,,5,angry,,3,surprise,,1,angry,,13,no,,15,surprise,,17,angry,,S_300,S_300,1.0,,,
event_seayouagain2_04_s_14,40025,event_seayouagain2_04_s,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_04_s_14,True,,9,angry,,7,angry,,5,angry,,3,surprise,,1,angry,,13,no,,15,surprise,,17,angry,,S_300,S_300,1.0,,,
event_seayouagain2_04_s_15,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_15,True,,9,angry,,7,angry,,5,angry,,3,surprise,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_16,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_16,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,90,900,1.0,,,
event_seayouagain2_04_s_17,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_17,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,900,XS_700,1.0,,,
event_seayouagain2_04_s_18,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_18,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_700,XS_700,1.0,,,
event_seayouagain2_04_s_19,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_19,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,black,black,1.0,,,
event_seayouagain2_04_s_20,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_20,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_21,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_21,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_22,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_22,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_23,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_23,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_24,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_24,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_25,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_25,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_26,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_26,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_27,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_27,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_28,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_28,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_29,40025,event_seayouagain2_04_s,Narration,,,Locale_MainScenario:event_seayouagain2_04_s_29,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,5,1.0,,sfx_scn_3shot,Low_2
event_seayouagain2_04_s_30,40025,event_seayouagain2_04_s,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_04_s_30,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,5,5,1.0,,,
event_seayouagain2_04_s_31,40025,event_seayouagain2_04_s,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_04_s_31,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,5,XS_50,0.5,,,
event_seayouagain2_04_s_32,40025,event_seayouagain2_04_s,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_04_s_32,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_50,XS_50,1.0,,,
event_seayouagain2_04_s_33,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_33,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_50,XS_70,1.0,,,
event_seayouagain2_04_s_34,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_34,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_35,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_35,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,100,0.5,,,
event_seayouagain2_04_s_36,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_36,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,100,100,1.0,,,
event_seayouagain2_04_s_37,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_37,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,100,100,1.0,,,
event_seayouagain2_04_s_38,40025,event_seayouagain2_04_s,Self,,,Locale_MainScenario:event_seayouagain2_04_s_38,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,100,100,1.0,,,
event_seayouagain2_04_s_39,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_39,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,100,10,1.0,,,
event_seayouagain2_04_s_40,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_40,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,10,1.0,,,
event_seayouagain2_04_s_41,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_41,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,10,1.0,,,
event_seayouagain2_04_s_42,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_42,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,10,1.0,,,
event_seayouagain2_04_s_43,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_43,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,10,1.0,,,
event_seayouagain2_04_s_44,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_44,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,10,1.0,,,
event_seayouagain2_04_s_45,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_45,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,10,100,0.5,,,
event_seayouagain2_04_s_46,40025,event_seayouagain2_04_s,Speech,rapi_s,rapi,Locale_MainScenario:event_seayouagain2_04_s_46,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,100,100,1.0,,,
event_seayouagain2_04_s_47,40025,event_seayouagain2_04_s,Speech,neon_s,neon,Locale_MainScenario:event_seayouagain2_04_s_47,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_500,XS_500,1.0,,,
event_seayouagain2_04_s_48,40025,event_seayouagain2_04_s,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_04_s_48,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,S_300,S_300,1.0,,,
event_seayouagain2_04_s_49,40025,event_seayouagain2_04_s,Speech,yan_s,yan,Locale_MainScenario:event_seayouagain2_04_s_49,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,S_300,S_300,1.0,,,
event_seayouagain2_04_s_50,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_50,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,black,black,1.0,,,
event_seayouagain2_04_s_51,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_51,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_52,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_52,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_53,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_53,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_54,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_54,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_70,1.0,,,
event_seayouagain2_04_s_55,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_55,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_70,XS_700,1.0,,,
event_seayouagain2_04_s_56,40025,event_seayouagain2_04_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_04_s_56,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_700,97,1.0,,,
event_seayouagain2_04_s_57,40025,event_seayouagain2_04_s,Monologue,,,Locale_MainScenario:event_seayouagain2_04_s_57,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_58,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_58,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,97,97,1.0,,,
event_seayouagain2_04_s_59,40025,event_seayouagain2_04_s,Speech,liter_s,liter,Locale_MainScenario:event_seayouagain2_04_s_59,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_130,XS_130,1.0,,,
event_seayouagain2_04_s_60,40025,event_seayouagain2_04_s,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_04_s_60,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,XS_130,1517,1.0,,,
event_seayouagain2_04_s_61,40025,event_seayouagain2_04_s,Speech,mary_s,mary,Locale_MainScenario:event_seayouagain2_04_s_61,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,1517,1517,1.0,,,
event_seayouagain2_04_s_62,40025,event_seayouagain2_04_s,Speech,pepper_s,pepper,Locale_MainScenario:event_seayouagain2_04_s_62,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,1517,1517,1.0,,,
event_seayouagain2_04_s_63,40025,event_seayouagain2_04_s,Speech,anis_s,anis,Locale_MainScenario:event_seayouagain2_04_s_63,True,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,7,XS_700,0.5,,,
event_seayouagain2_04_s_64,40025,event_seayouagain2_04_s,Narration,,,Locale_MainScenario:event_seayouagain2_04_s_64,False,,9,angry,,7,angry,,5,angry,,3,no,,1,angry,,13,no,,15,surprise,,17,angry,,black,black,1.0,,sfx_scn_groundbreak,
