id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,set_filter_02,fade,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id
snowfall_episode_emma_07_16,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_22,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_17,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_23,True,,1,1,1.0,,,,emma,,1,special,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_18,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_24,False,WaterFall_n,1,17,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night,,,,1,idle,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_19,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_25,False,,17,17,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_20,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_26,True,,17,1,1.0,,,,emma,,1,idle,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_21,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_27,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_22,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_28,True,,1,1,1.0,,,,emma,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_23,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_29,True,,1,1,1.0,,,,emma,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_24,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_30,True,,1,1,1.0,,,,emma,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_25,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_31,False,,1,1,1.0,,,,,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_26,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_32,True,,1,1,1.0,,,,emma,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_27,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_33,False,,1,1,1.0,,,,,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_28,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_34,True,,1,1,1.0,,,,emma,,1,worry,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_29,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_35,True,,1,1,1.0,,,,emma,,1,shy,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_30,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_36,True,,1,1,1.0,,,,emma,,1,shy,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_31,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_37,False,EventScene_snowfalloasis_05_1,black,black,1.0,,,,,,1,shy,emma,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_32,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_38,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_33,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_39,True,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,emma,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_34,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_40,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_35,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_41,True,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,emma,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_36,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_42,True,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,emma,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_37,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_43,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_38,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_44,True,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,emma,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_39,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_45,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_40,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_46,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_41,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_47,False,WaterFall_n,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_42,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_48,False,,black,black,1.0,,,sfx_scn_kiss,,emma,1,shy,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_43,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_49,False,,10,100,0.7,,,,,,1,shy,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_44,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_50,False,,100,100,1.0,,,,,,1,shy,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_45,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_51,True,,100,10,1.0,,,,emma,,1,special,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_46,80903,snowfall_episode_emma_07,Speech,emma,Locale_SubScenario:snowfall_episode_emma_07_52,True,,10,10,1.0,,,,emma,,1,special,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_47,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_53,False,,10,10,1.0,,,,,,1,special,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_48,80903,snowfall_episode_emma_07,Self,Self,Locale_SubScenario:snowfall_episode_emma_07_54,False,,10,10,1.0,,,,,,1,special,,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_49,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_55,False,,black,black,1.0,,,,,,1,special,emma,,,,,,,,,,,,,,,,
snowfall_episode_emma_07_50,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_56,True,DiningRoom_s,black,black,1.0,amb_so_restaurant_2,none,,lumi_03,,,,,lumi_03,7,idle,secondoldestsister,5,idle,oldestsister,3,idle,Grey,Vignetting,white,,,,
snowfall_episode_emma_07_51,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_57,False,,15,150,0.3,,,sfx_scn_bottlebreak,,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_52,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_58,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_53,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_59,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_54,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_60,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_55,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_61,False,,black,black,1.0,,,sfx_scn_slap,,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_56,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_62,False,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_57,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_63,True,,S_70,4,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_58,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_64,True,,4,4,1.0,,bgm_story_crawlinganxiety,,oldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_59,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_65,True,,4,4,1.0,,,,oldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_60,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_66,True,,4,4,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_61,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_67,True,,7,7,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_62,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_68,True,,3,30,0.5,,,,oldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_63,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_69,False,,7,S_70,0.5,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_64,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_70,False,,black,black,1.0,,,,,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_65,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_71,False,,black,black,1.0,,,,,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_66,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_72,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_67,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_73,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_68,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_74,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_69,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_75,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_70,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_76,True,,6,6,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_71,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_77,False,,black,black,1.0,,,,,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_72,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_78,True,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_73,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_79,True,,4,4,1.0,,,,oldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_74,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_80,True,,4,4,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_75,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_81,True,,7,7,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_76,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_82,True,,3,30,0.5,,,,oldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_77,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_83,True,,50,50,1.0,,,,secondoldestsister,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_78,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_84,True,,S_70,S_70,1.0,,,,lumi_03,,,,,,7,idle,,5,idle,,3,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_79,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_85,False,,black,black,1.0,,,,,,,,,,9,idle,,5,idle,,3,idle,Grey,Vignetting,,,secondoldestsister,oldestsister,
snowfall_episode_emma_07_80,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_86,True,HotSpringInnIn_n,9,9,1.0,amb_so_inn_in_3,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,black,,,,
snowfall_episode_emma_07_81,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_87,True,,9,9,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_82,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_88,True,,9,S_90,0.5,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_83,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_89,False,,S_90,S_90,1.0,,,sfx_scn_blanket,,,,,,,9,idle,,,,,,,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_84,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_90,True,,S_90,S_90,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_85,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_91,True,,S_90,S_90,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_86,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_92,True,,S_90,9,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_87,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_93,True,,9,9,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_88,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_94,False,HotSpringInnOut_n,9,1,1.0,amb_so_inn_out_3,,sfx_scn_rustydooropen,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_89,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_95,True,,1,1,1.0,,,,lumi_03,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_90,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_96,False,,1,9,1.0,,,,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_91,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_97,False,,9,9,1.0,,,,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_92,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_98,False,WaterFall_n,9,1,1.0,amb_so_waterfall_3,,sfx_scn_waterfall,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_93,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_99,False,,1,1,1.0,,,,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_94,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_100,True,,1,1,1.0,,,,secondoldestsister,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_95,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_101,False,,black,black,1.0,,,sfx_scn_weakhit,,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_96,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_102,True,,15,150,0.3,,,,secondoldestsister,,,,,,9,idle,,,,,,,Grey,Vignetting,,,,,
snowfall_episode_emma_07_97,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_103,False,,150,150,1.0,,,sfx_scn_waterdive,,,,,,,9,idle,secondoldestsister,3,idle,oldestsister,1,idle,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_98,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_104,True,,3,30,0.3,,,,secondoldestsister,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,Low_2,,,
snowfall_episode_emma_07_99,80903,snowfall_episode_emma_07,Speech,secondoldestsister,Locale_SubScenario:snowfall_episode_emma_07_105,True,,30,30,1.0,,,,secondoldestsister,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_100,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_106,False,,10,10,1.0,,,,oldestsister,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_101,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_107,True,,S_90,S_90,1.0,,,,lumi_03,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_102,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_108,False,,2,2,1.0,,,,,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_103,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_109,False,,2,2,1.0,,,,,,,,,,9,idle,,3,idle,,1,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_104,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_110,False,DiningRoom_n,black,black,1.0,amb_so_restaurant_3,bgm_story_trauma,,,,,,,,7,idle,,3,idle,,1,idle,Grey,Vignetting,,,secondoldestsister,,
snowfall_episode_emma_07_105,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_111,False,,black,black,1.0,,,,,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_106,80903,snowfall_episode_emma_07,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_07_112,False,,black,black,1.0,,,,,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,black,,,,
snowfall_episode_emma_07_107,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_113,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_108,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_114,True,,6,6,1.0,,,,oldestsister,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_109,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_115,True,,6,6,1.0,,,,oldestsister,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_110,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_116,True,,6,6,1.0,,,,oldestsister,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_111,80903,snowfall_episode_emma_07,Speech,oldestsister,Locale_SubScenario:snowfall_episode_emma_07_117,True,,6,6,1.0,,,,oldestsister,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_112,80903,snowfall_episode_emma_07,Speech,lumi_03,Locale_SubScenario:snowfall_episode_emma_07_118,True,,6,6,1.0,,,,lumi_03,,,,,,7,idle,,,,,5,idle,Grey,Vignetting,,,,,
snowfall_episode_emma_07_113,80903,snowfall_episode_emma_07,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_07_119,False,WaterFall_n,black,black,1.0,amb_so_waterfall_3,,,,,,,,,7,idle,secondoldestsister,5,idle,,5,idle,Grey,Vignetting,,,,oldestsister,
