id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,fade,set_camera_shake
event_boomsday_02_s_28,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_28,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,
event_boomsday_02_s_29,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_29,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,
event_boomsday_02_s_30,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_30,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,
event_boomsday_02_s_31,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_31,True,,S_30,S_300,0.5,,,,3,delight,,1,idle,elegg,elegg,,Low_2
event_boomsday_02_s_32,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_32,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_33,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_33,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_34,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_34,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_35,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_35,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_36,40040,event_boomsday_02_s,Monologue,Locale_SubScenario:event_boomsday_02_s_36,False,,S_10,S_10,1.0,,none,,3,idle,,1,idle,,,,
event_boomsday_02_s_37,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_37,False,,S_10,S_10,1.0,,,,3,idle,,1,idle,,,,
event_boomsday_02_s_38,40040,event_boomsday_02_s,Monologue,Locale_SubScenario:event_boomsday_02_s_38,False,,15,15,1.0,,,,3,idle,,1,idle,,,,
event_boomsday_02_s_39,40040,event_boomsday_02_s,Narration,Locale_SubScenario:event_boomsday_02_s_39,False,,15,150,0.5,,bgm_story_languor,,3,idle,,1,idle,,,,
event_boomsday_02_s_40,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_40,False,,150,150,1.0,,,,3,idle,,1,idle,,,,
event_boomsday_02_s_41,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_41,True,,S_10,S_10,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_42,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_42,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_43,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_43,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_44,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_44,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_45,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_45,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_46,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_46,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_47,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_47,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_48,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_48,True,,S_10,S_10,1.0,,,,3,idle,,1,delight,exia,exia,,
event_boomsday_02_s_49,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_49,True,,S_10,S_100,0.3,,,,3,idle,,1,delight,exia,exia,,Low_2
event_boomsday_02_s_50,40040,event_boomsday_02_s,Monologue,Locale_SubScenario:event_boomsday_02_s_50,False,,S_100,S_100,1.0,,,,3,idle,,1,delight,,,,
event_boomsday_02_s_51,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_51,False,,S_100,S_100,1.0,,,,3,idle,,1,delight,,,,
event_boomsday_02_s_52,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_52,True,,S_100,S_10,1.0,,,,3,idle,,1,good,exia,exia,,
event_boomsday_02_s_53,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_53,True,,S_10,S_10,1.0,,,,3,idle,,1,good,exia,exia,,
event_boomsday_02_s_54,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_54,True,,S_10,S_10,1.0,,,,3,idle,,1,good,exia,exia,,
event_boomsday_02_s_55,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_55,False,,S_10,S_10,1.0,,,,3,idle,,1,good,,,,
event_boomsday_02_s_56,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_56,False,,S_10,2,1.0,,,,3,idle,,1,good,,,,
event_boomsday_02_s_57,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_57,True,,2,2,1.0,,,,3,idle,,1,idle,elegg,elegg,,
event_boomsday_02_s_58,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_58,True,,2,2,1.0,,,,3,idle,,1,idle,elegg,elegg,,
event_boomsday_02_s_59,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_59,True,,2,2,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_60,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_60,True,,2,2,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_61,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_61,True,,2,S_30,1.0,,,,3,idle,,1,idle,elegg,elegg,,
event_boomsday_02_s_62,40040,event_boomsday_02_s,Self,Locale_SubScenario:event_boomsday_02_s_62,False,,S_30,S_30,1.0,,,,3,idle,,1,idle,,,,
event_boomsday_02_s_63,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_63,True,,S_30,S_30,1.0,,,,3,idle,,1,idle,elegg,elegg,,
event_boomsday_02_s_64,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_64,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,
event_boomsday_02_s_65,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_65,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,
event_boomsday_02_s_66,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_66,True,,S_30,S_30,1.0,,,,3,delight,,1,idle,elegg,elegg,,Low_2
event_boomsday_02_s_67,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_67,True,,S_30,2,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_68,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_68,True,,2,2,1.0,,,,3,idle,,1,idle,exia,exia,,
event_boomsday_02_s_69,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_69,True,,2,2,1.0,,,,3,worry,,1,idle,elegg,elegg,,
event_boomsday_02_s_70,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_70,True,,2,2,1.0,,,,3,worry,,1,idle,elegg,elegg,,Low_2
event_boomsday_02_s_71,40040,event_boomsday_02_s,Speech,Locale_SubScenario:event_boomsday_02_s_71,True,,2,2,1.0,,,,3,worry,,1,idle,exia,exia,,
event_boomsday_02_s_72,40040,event_boomsday_02_s,Monologue,Locale_SubScenario:event_boomsday_02_s_72,False,,black,black,1.0,,,,3,worry,,1,idle,,,,
