id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
re_event_ce02_2_02_s_14,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_14,False,,9,idle,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,0.3,
re_event_ce02_2_02_s_15,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_15,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,
re_event_ce02_2_02_s_16,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_16,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,
re_event_ce02_2_02_s_17,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_17,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,
re_event_ce02_2_02_s_18,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_18,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,7,1.0,
re_event_ce02_2_02_s_19,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_19,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
re_event_ce02_2_02_s_20,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_20,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.3,
re_event_ce02_2_02_s_21,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_21,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_02_s_22,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_22,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_02_s_23,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_23,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,1300,1.0,
re_event_ce02_2_02_s_24,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_24,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
re_event_ce02_2_02_s_25,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_25,True,,9,idle,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
re_event_ce02_2_02_s_26,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_26,True,,9,idle,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1300,13,1.0,
re_event_ce02_2_02_s_27,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_27,False,,9,worry,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_28,40083,re_event_ce02_2_02_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_02_s_28,False,,9,worry,,7,sad,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_29,40083,re_event_ce02_2_02_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_s_29,False,,9,worry,,7,sad,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,6,0.7,
re_event_ce02_2_02_s_30,40083,re_event_ce02_2_02_s,Self,,Self,Locale_SubScenario:event_ce02_2_02_s_30,False,,9,worry,,7,sad,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,6,6,1.0,
re_event_ce02_2_02_s_31,40083,re_event_ce02_2_02_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_02_s_31,True,,9,worry,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,
re_event_ce02_2_02_s_32,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_32,True,,9,worry,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,
re_event_ce02_2_02_s_33,40083,re_event_ce02_2_02_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_02_s_33,True,,9,worry,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,30,0.5,
re_event_ce02_2_02_s_34,40083,re_event_ce02_2_02_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_02_s_34,True,,9,worry,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,
re_event_ce02_2_02_s_35,40083,re_event_ce02_2_02_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_02_s_35,True,,9,idle,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,
re_event_ce02_2_02_s_36,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_36,True,,9,idle,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,
re_event_ce02_2_02_s_37,40083,re_event_ce02_2_02_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_s_37,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,0.7,
re_event_ce02_2_02_s_38,40083,re_event_ce02_2_02_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_s_38,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
re_event_ce02_2_02_s_39,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_39,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
re_event_ce02_2_02_s_40,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_40,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_41,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_41,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_42,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_42,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_43,40083,re_event_ce02_2_02_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_02_s_43,True,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,8,8,1.0,
re_event_ce02_2_02_s_44,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_44,True,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.7,
re_event_ce02_2_02_s_45,40083,re_event_ce02_2_02_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_s_45,True,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
re_event_ce02_2_02_s_46,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_46,True,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,1.0,
re_event_ce02_2_02_s_47,40083,re_event_ce02_2_02_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_s_47,True,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,
re_event_ce02_2_02_s_48,40083,re_event_ce02_2_02_s,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_02_s_48,True,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
re_event_ce02_2_02_s_49,40083,re_event_ce02_2_02_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_02_s_49,True,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
