id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,play_ambient,ambient_volume,set_filter_01,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_lastkingdom2_05_e_11,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_11,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_lastkingdom2_05_e_12,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_12,True,,XS_10,XS_100,0.5,,,,,,,,,1,idle,,,3,idle,,,5,idle,,,,,,,,,
event_lastkingdom2_05_e_13,40046,event_lastkingdom2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_05_e_13,True,,XS_100,31,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_14,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_14,True,,31,31,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_15,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_15,True,,31,31,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_16,40046,event_lastkingdom2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_05_e_16,True,,31,31,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_17,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_17,False,,9,9,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,kilo_op_c,OP_kilo,think,,,,,
event_lastkingdom2_05_e_18,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_18,True,,9,90,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,OP_kilo,think,,,,,
event_lastkingdom2_05_e_19,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_19,True,,90,90,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,OP_kilo,think,,,,,
event_lastkingdom2_05_e_20,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_20,True,,90,9,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,OP_kilo,angry,,,,,
event_lastkingdom2_05_e_21,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_21,True,,9,9,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,OP_kilo,angry,,,,,
event_lastkingdom2_05_e_22,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_22,False,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,OP_kilo,angry,kilo_op_c,,,,
event_lastkingdom2_05_e_23,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_23,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_24,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_24,True,,XS_10,XS_100,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_25,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_25,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_26,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_26,True,,XS_100,XS_100,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_27,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_27,True,,XS_100,XS_10,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_28,40046,event_lastkingdom2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_05_e_28,True,,30,30,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_29,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_29,True,,90,90,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_30,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_30,True,,90,90,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_31,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_31,True,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_32,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_32,True,,90,90,1.0,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_33,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_33,True,,90,900,0.7,,,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_34,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_34,False,,black,black,1.0,,sfx_scn_regeneration,,,,,,,1,idle,,,3,idle,,,9,idle,,,,,,,,,
event_lastkingdom2_05_e_35,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_35,False,EventScene_lastkingdom_10,black,black,1.0,,,,,,,,,15,idle,talkative,,3,idle,snowwhite,,1,idle,talos,,,,,,,,
event_lastkingdom2_05_e_36,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_36,False,,talkativeanger_02,talkativeanger_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_37,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_37,False,,talkativeanger_01,talkativeanger_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_38,40046,event_lastkingdom2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_05_e_38,True,,talkativeanger_01,talkativeanger_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_39,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_39,True,,talkativeanger_01,talkativeanger_02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_40,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_40,True,,talkativeanger_02,talkativeanger_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_41,40046,event_lastkingdom2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_05_e_41,True,,talkativeanger_02,talkativeanger_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_42,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_42,True,,talkativeanger_02,talkativeanger_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_43,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_43,False,White,black,black,1.0,event_bgm_lastkingdom_pinch,sfx_scn_firebreath,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_44,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_44,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_45,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_45,False,black,S_100,S_100,1.0,,,ambient_scn_emergencysignal,100.0,Vignetting,white,,,,,,kilo,1,idle,,,,,,,,,,,,,
event_lastkingdom2_05_e_46,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_46,True,,S_100,S_100,1.0,,,,,Vignetting,,,,,,,,1,idle,,,,,,,,,,,,,
event_lastkingdom2_05_e_47,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_47,True,,S_100,S_10,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_48,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_48,True,,S_10,S_10,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_49,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_49,True,,S_10,S_10,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_50,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_50,False,,S_10,S_100,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_51,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_51,False,,S_100,S_100,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_52,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_52,False,,S_100,S_100,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_53,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_53,True,,S_100,S_10,1.0,,,,,Vignetting,,,,,,,,1,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_54,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_54,False,CrownCastleFrontYard_s,S_10,S_170,2.0,,,,50.0,,,,,,,,,1,surprise,kilo,,,,,,,,,,,,
event_lastkingdom2_05_e_55,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_55,False,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_56,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_56,False,,S_170,S_170,1.0,,,,,,,,talos,1,idle,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_57,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_57,False,,S_170,XS_150,1.0,,,,,,,,,1,idle,,,,,,talkative,15,idle,,,,,,,,,
event_lastkingdom2_05_e_58,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_58,True,,XS_150,XS_150,1.0,,,,,,,,,1,idle,,,,,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_59,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_59,True,,XS_150,10,1.0,,,,,,,,,1,idle,,,,,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_60,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_60,True,,10,10,1.0,,,,,,,,,1,idle,,,,,,,15,idle,talkative,,,,,,,,
event_lastkingdom2_05_e_61,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_61,True,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_62,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_62,True,,10,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_63,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_63,False,,1,1,1.0,,,none,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_64,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_64,True,,1,1,1.0,,,,,,,,,1,idle,,kilo_op_c,OP_kilo,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_65,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_65,True,,1,10,1.0,,,,,,,,,1,idle,,,OP_kilo,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_66,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_66,True,,10,10,1.0,,,,,,,,,1,idle,,,OP_kilo,sad,,,,,,,,,,,,,
event_lastkingdom2_05_e_67,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_67,True,,10,10,1.0,,,,,,,,,1,idle,,,OP_kilo,sad,,,,,,,,,,,,,
event_lastkingdom2_05_e_68,40046,event_lastkingdom2_05_e,Narration,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_68,False,,10,10,1.0,,,,,,,,,1,idle,,,OP_kilo,sad,,,,,,,,,,,,,
event_lastkingdom2_05_e_69,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_69,True,,10,10,1.0,,,,,,,,,1,idle,,,OP_kilo,sad,,,,,,,,,,,,,
event_lastkingdom2_05_e_70,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_70,True,,10,1,1.0,,,,,,,,,1,idle,,,OP_kilo,no,,,,,,,,,,,,,
event_lastkingdom2_05_e_71,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_71,True,,1,1,1.0,,,,,,,,,1,idle,,,OP_kilo,no,,,,,,,,,,,,,
event_lastkingdom2_05_e_72,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_72,True,,1,1,1.0,,,,,,,,,1,idle,,,OP_kilo,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_73,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_73,True,,1,1,1.0,,,,,,,,,1,idle,,,OP_kilo,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_74,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_74,False,,1,10,1.0,,,,,,,,,1,idle,,,OP_kilo,surprise,,,,,,,,,,,,,
event_lastkingdom2_05_e_75,40046,event_lastkingdom2_05_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_05_e_75,True,land_d,113,113,1.0,,,,,Grey,black,,,1,idle,talos,,OP_kilo,surprise,kilo_op_c,,,,,chime,13,void,,kilo,1,idle,
event_lastkingdom2_05_e_76,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_76,True,,113,113,1.0,,,,,Grey,,,,,,,,,,,,,,,,13,void,,,1,idle,
event_lastkingdom2_05_e_77,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_77,True,,113,113,1.0,,,,,Grey,,,,,,,,,,,,,,,,13,void,,,1,idle,
event_lastkingdom2_05_e_78,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_78,False,CrownCastleFrontYard_s,black,black,1.0,,sfx_scn_talkativestep,,,Grey,black,,talos,1,idle,,,,,,talkative,15,idle,,,13,void,chime,,1,idle,kilo
event_lastkingdom2_05_e_79,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_79,False,,black,black,1.0,,,,,,,,,1,idle,,,,,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_80,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_80,True,,XS_150,XS_150,1.0,,,,,,,,,1,idle,,,,,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_81,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_81,True,,10,10,1.0,,,,,,,,,1,idle,,kilo_op_c,OP_kilo,think,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_82,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_82,True,,10,10,1.0,,,,,,,,,1,idle,,,OP_kilo,think,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_83,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_83,True,,10,1,0.7,,,,,,,,,1,idle,,,OP_kilo,think,,,15,idle,,,,,,,,,
event_lastkingdom2_05_e_84,40046,event_lastkingdom2_05_e,Narration,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_84,False,EventScene_lastkingdom_01_3,black,black,1.0,,sfx_scn_machinebroken,,,,,,,1,idle,talos,,OP_kilo,think,kilo_op_c,,15,idle,talkative,,,,,,,,
event_lastkingdom2_05_e_85,40046,event_lastkingdom2_05_e,Narration,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_85,False,,kilocockpitpain_01,kilocockpitpain_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_86,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_86,False,,kilocockpitpain_02,kilocockpitpain_03,1.0,event_bgm_lastkingdom_tothelast,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_87,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_87,False,,kilocockpitpain_03,kilocockpitpain_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_88,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_88,True,,kilocockpitpain_03,kilocockpitpain_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_89,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_89,True,,kilocockpitpain_03,kilocockpitpain_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_90,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_90,True,,kilocockpitpain_03,kilocockpitpain_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_91,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_91,True,,kilocockpitpain_02,kilocockpitpain_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_92,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_92,True,,kilocockpitpain_02,kilocockpitpain_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_93,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_93,False,,kilocockpitpain_02,kilocockpitpain_02,1.0,,sfx_scn_mechasignal,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_94,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_94,False,,kilocockpitpain_02,kilocockpitpain_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_95,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_95,True,,kilocockpitpain_02,kilocockpitpain_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_96,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_96,True,,kilocockpitpain_04,kilocockpitpain_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_97,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_97,True,,kilocockpitpain_04,kilocockpitpain_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_98,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_98,True,,kilocockpitpain_04,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_99,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_99,True,EventScene_lastkingdom_11_1,1,1,1.0,,sfx_scn_mechawakeup,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_100,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_100,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_101,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_101,True,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_102,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_102,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_103,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_103,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_104,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_104,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_105,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_105,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_106,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_106,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
