id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade
d_contents_dungeon_run_08_19,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_19,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_20,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_20,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_21,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_21,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_22,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_22,True,,1,1,1.0,,,12,idle,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_23,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_23,True,,1,1,1.0,,,12,idle,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_24,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_24,True,,1,1,1.0,,,12,shy,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_25,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_25,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_26,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_26,True,,1,1,1.0,,,12,idle,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_27,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_27,True,,1,1,1.0,,,12,idle,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_28,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_28,True,,1,1,1.0,,,12,idle,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_29,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_29,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_30,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_30,False,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_31,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_31,False,,1,1,1.0,,,12,angry,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_32,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_32,True,,1,1,1.0,,,12,angry,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_33,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_33,True,,1,1,1.0,,,12,angry,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_34,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_34,True,,1,1,1.0,,,12,delight,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_35,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_35,True,,1,1,1.0,,,12,delight,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_36,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_36,True,,1,1,1.0,,,12,delight,,,,volume_c,volume_c,,,2,idle,
d_contents_dungeon_run_08_37,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_37,True,,1,1,1.0,,,12,delight,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_38,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_38,True,,1,1,1.0,,,12,idle,,,,vesti_c,vesti_c,,,2,idle,
d_contents_dungeon_run_08_39,81701,d_contents_dungeon_run_08,Speech,Locale_SubScenario:d_contents_dungeon_run_08_39,False,,1,S_20,1.0,,,12,idle,,,,volume_c,volume_c,,,2,delight,
d_contents_dungeon_run_08_40,81701,d_contents_dungeon_run_08,Narration,Locale_SubScenario:d_contents_dungeon_run_08_40,False,,black,black,1.0,,,12,idle,,,,,,,,2,delight,
d_contents_dungeon_run_08_41,81701,d_contents_dungeon_run_08,Narration,Locale_SubScenario:d_contents_dungeon_run_08_41,False,,black,black,1.0,,,12,idle,,,,,,,,2,delight,
d_contents_dungeon_run_08_42,81701,d_contents_dungeon_run_08,Narration,Locale_SubScenario:d_contents_dungeon_run_08_42,False,,black,black,1.0,,,12,idle,,,,,,,,2,delight,
d_contents_dungeon_run_08_43,81701,d_contents_dungeon_run_08,Narration,Locale_SubScenario:d_contents_dungeon_run_08_43,False,,black,black,1.0,,,12,idle,,,,,,,,2,delight,
