id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,fade,characters/0/hide_char_id,characters/3/hide_char_id
event_lifeagain_05_s_11,40060,event_lifeagain_05_s,Speech,epinel,Locale_SubScenario:event_lifeagain_05_s_11,True,,3,angry,,8,8,1.0,,,epinel,,9,pain,,7,idle,,,,,,,
event_lifeagain_05_s_12,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_12,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,7,idle,rumani,5,idle,,,,
event_lifeagain_05_s_13,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_13,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_14,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_14,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_15,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_15,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_16,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_16,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,7,idle,,5,delight,,,,
event_lifeagain_05_s_17,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_17,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_18,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_18,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_19,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_19,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_20,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_20,True,,3,angry,,90,90,1.0,,,folkwang,,9,idle,,7,idle,,5,idle,epinel,,,
event_lifeagain_05_s_21,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_21,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,shy,,,,
event_lifeagain_05_s_22,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_22,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,shy,,,,
event_lifeagain_05_s_23,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_23,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_24,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_24,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_25,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_25,False,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_26,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_26,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_27,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_27,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,shy,,,,
event_lifeagain_05_s_28,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_28,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,shy,,,,
event_lifeagain_05_s_29,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_29,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_30,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_30,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_31,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_31,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_32,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_32,False,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_33,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_33,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_34,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_34,True,,3,angry,,5,5,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_35,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_35,True,,3,angry,,3,XS_30,0.5,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_36,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_36,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_37,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_37,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_38,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_38,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_39,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_39,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,idle,,black,,
event_lifeagain_05_s_40,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_40,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_41,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_41,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_42,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_42,True,,3,sad,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_43,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_43,True,,3,sad,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_44,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_44,True,,3,sad,,4,4,1.0,,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_45,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_45,True,,3,sad,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_46,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_46,True,,3,sad,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_47,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_47,True,,3,sad,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_48,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_48,True,,3,sad,,4,4,1.0,,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_49,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_49,True,,3,sad,,4,4,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_50,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_50,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_51,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_51,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_52,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_52,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_53,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_53,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,epinel,7,idle,,5,idle,,,,
event_lifeagain_05_s_54,40060,event_lifeagain_05_s,Speech,epinel,Locale_SubScenario:event_lifeagain_05_s_54,True,,3,angry,,XS_70,XS_70,1.0,,,epinel,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_55,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_55,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_56,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_56,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_57,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_57,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_58,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_58,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_59,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_59,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,7,idle,,5,idle,,,,
event_lifeagain_05_s_60,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_60,False,,3,angry,,black,black,1.0,none,,rumani,,9,idle,,7,idle,,5,think,epinel,,nadia,
event_lifeagain_05_s_61,40060,event_lifeagain_05_s,Narration,Narration,Locale_SubScenario:event_lifeagain_05_s_61,False,,,,Park,black,black,0.3,,sfx_scn_sportsstartbeep,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_62,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_62,False,,,,,170,17,0.5,bgm_story_conflict,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_63,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_63,True,,,,,5,L_50,0.5,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_64,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_64,True,,,,,9,90,0.5,,,folkwang,,9,pain,,,,,5,think,,,,
event_lifeagain_05_s_65,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_65,True,,,,,L_50,L_50,1.0,,,rumani,,9,pain,,,,,5,idle,,,,
event_lifeagain_05_s_66,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_66,False,,,,,black,black,1.0,,,rumani,,9,pain,,,,,5,idle,,,,
event_lifeagain_05_s_67,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_67,True,,,,,90,90,1.0,,,folkwang,,9,surprise,,,,,5,idle,,,,
event_lifeagain_05_s_68,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_68,False,nadia,3,angry,,black,black,1.0,,,folkwang,,9,surprise,,,,,5,idle,,,,rumani
event_lifeagain_05_s_69,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_69,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_70,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_70,False,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_71,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_71,True,,3,angry,,90,90,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_72,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_72,False,,3,angry,,90,90,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_73,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_73,False,,3,angry,,XS_30,XS_30,1.0,,,folkwang,,9,idle,,,,,,,,,,
event_lifeagain_05_s_74,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_74,True,,3,angry,,XS_30,4,1.0,,,rumani,,9,idle,,,,rumani,5,think,,,,
event_lifeagain_05_s_75,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_75,True,,3,idle,,4,4,1.0,,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_76,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_76,True,,3,idle,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_77,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_77,True,,3,idle,,4,4,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_78,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_78,True,,3,angry,,4,4,1.0,,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_79,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_79,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_80,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_80,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,5,think,,,,rumani
event_lifeagain_05_s_81,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_81,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_82,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_82,False,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_83,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_83,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_84,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_84,False,,3,angry,,black,black,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_85,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_85,True,,3,smile,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_86,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_86,False,,3,smile,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_87,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_87,False,,3,smile,,XS_30,XS_30,1.0,,,nadia,,9,idle,,,,,,,,,,
event_lifeagain_05_s_88,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_88,True,,3,smile,,90,90,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_89,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_89,True,,3,smile,,90,90,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_90,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_90,False,,3,smile,,90,90,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_91,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_91,False,,3,smile,,black,black,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_92,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_92,False,,3,smile,,17,170,0.5,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_93,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_93,False,,3,smile,,black,black,1.0,,,folkwang,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_94,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_94,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_95,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_95,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_96,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_96,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,,,,,,
event_lifeagain_05_s_97,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_97,False,,3,angry,,black,black,1.0,,,nadia,,9,surprise,,,,rumani,13,think,,,,
event_lifeagain_05_s_98,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_98,False,,3,angry,,17,170,0.5,,,nadia,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_99,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_99,True,,3,angry,,90,90,1.0,,,folkwang,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_100,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_100,True,,3,angry,,90,90,1.0,,,folkwang,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_101,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_101,True,,3,angry,,L_130,L_130,1.0,,,rumani,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_102,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_102,True,,3,angry,,XS_30,XS_30,1.0,,,nadia,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_103,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_103,True,,3,angry,,L_130,L_130,1.0,,,rumani,,9,surprise,,,,,13,think,,,,
event_lifeagain_05_s_104,40060,event_lifeagain_05_s,Narration,Narration,Locale_SubScenario:event_lifeagain_05_s_104,False,,3,angry,SimulationRoom,black,black,1.0,none,sfx_scn_sportsgoalbeep,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_105,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_105,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_106,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_106,True,,3,angry,,XS_30,XS_30,1.0,bgm_frostpillar,,nadia,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_107,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_107,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_108,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_108,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_109,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_109,False,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_110,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_110,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_111,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_111,True,,3,angry,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_112,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_112,True,,3,angry,,L_50,4,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_113,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_113,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_114,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_114,True,,3,angry,,4,4,1.0,,,rumani,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_115,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_115,False,,12,angry,,4,12,1.0,,,nadia,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_116,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_116,False,,12,angry,,12,12,1.0,,,nadia,,9,idle,,,,,5,worry,,,,
event_lifeagain_05_s_117,40060,event_lifeagain_05_s,Speech,nadia,Locale_SubScenario:event_lifeagain_05_s_117,True,,12,angry,,12,12,1.0,,,nadia,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_118,40060,event_lifeagain_05_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_s_118,False,,12,angry,,12,12,1.0,,sfx_scn_wheelchiardry,nadia,,9,idle,,,,,5,idle,,,nadia,
event_lifeagain_05_s_119,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_119,True,,,,,9,9,1.0,,,folkwang,,9,surprise,,,,,5,idle,,,,
event_lifeagain_05_s_120,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_120,False,,,,,9,9,1.0,,,folkwang,,9,surprise,,,,,5,idle,,,,
event_lifeagain_05_s_121,40060,event_lifeagain_05_s,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_s_121,True,,,,,9,9,1.0,,,folkwang,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_122,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_122,True,,,,,5,5,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_123,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_123,True,,,,,5,5,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_124,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_124,True,,,,,5,5,1.0,,,rumani,,9,idle,,,,,5,think,,,,
event_lifeagain_05_s_125,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_125,True,,,,,5,5,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_126,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_126,True,,,,,5,L_50,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
event_lifeagain_05_s_127,40060,event_lifeagain_05_s,Speech,rumani,Locale_SubScenario:event_lifeagain_05_s_127,True,,,,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,delight,,,,
event_lifeagain_05_s_128,40060,event_lifeagain_05_s,Self,Self,Locale_SubScenario:event_lifeagain_05_s_128,False,,,,,L_50,L_50,1.0,,,rumani,,9,idle,,,,,5,idle,,,,
