id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_claymore_01_s_11,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_11,True,,6,50,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_12,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_12,True,,50,50,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_13,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_13,True,,50,50,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_14,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_14,True,,50,50,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_15,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_15,True,,50,4,1.0,,,bay,bay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_16,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_16,True,,4,4,1.0,,,bay,bay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_17,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_17,True,,4,4,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_18,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_18,True,,4,4,1.0,,,bay,bay,,,5,shy,,3,worry,,,7,idle,
event_claymore_01_s_19,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_19,True,,4,4,1.0,,,bay,bay,,,5,shy,,3,worry,,,7,idle,
event_claymore_01_s_20,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_20,True,,4,4,1.0,,,clay,clay,,,5,no,,3,worry,,,7,idle,
event_claymore_01_s_21,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_21,False,,4,4,1.0,,,bay,bay,,,5,no,,3,worry,,,7,idle,
event_claymore_01_s_22,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_22,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,worry,,,7,idle,
event_claymore_01_s_23,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_23,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,worry,,,7,surprise,
event_claymore_01_s_24,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_24,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_25,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_25,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_26,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_26,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_27,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_27,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_28,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_28,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_29,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_29,False,,4,4,1.0,,,bay,bay,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_30,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_30,True,,4,4,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_31,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_31,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_32,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_32,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_33,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_33,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_34,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_34,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_35,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_35,True,,XS_70,6,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,surprise,
event_claymore_01_s_36,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_36,True,,6,6,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_37,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_37,True,,6,6,1.0,,,pepper,pepper,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_38,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_38,True,,6,4,1.0,,,bay,bay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_39,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_39,True,,4,4,1.0,,,bay,bay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_40,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_40,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_41,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_41,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_42,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_42,True,,4,4,1.0,,,bay,bay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_43,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_43,True,,4,4,1.0,,,bay,bay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_44,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_44,True,,4,4,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_45,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_45,True,,4,4,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_46,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_46,True,,4,4,1.0,,,bay,bay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_47,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_47,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_48,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_48,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_49,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_49,True,,XS_70,XS_70,1.0,,,pepper,pepper,,,5,sad,,3,idle,,,7,surprise,
event_claymore_01_s_50,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_50,False,,30,30,1.0,,,bay,bay,,,5,sad,,3,worry,,,7,surprise,
event_claymore_01_s_51,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_51,True,,30,30,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_52,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_52,True,,30,30,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_53,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_53,True,,30,30,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_54,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_54,True,,30,30,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_55,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_55,True,,30,4,1.0,,,clay,clay,,,5,shy,,3,sad,,,7,idle,
event_claymore_01_s_56,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_56,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_57,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_57,True,,4,4,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_58,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_58,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_59,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_59,True,,4,4,1.0,,,clay,clay,,,5,idle,,3,sad,,,7,idle,
event_claymore_01_s_60,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_60,True,,4,4,1.0,,,clay,clay,,,5,idle,,3,sad,,,7,idle,
event_claymore_01_s_61,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_61,False,,4,4,1.0,,,bay,bay,,,5,idle,,3,worry,,,7,idle,
event_claymore_01_s_62,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_62,True,,4,4,1.0,,,clay,clay,,,5,surprise,,3,worry,,,7,idle,
event_claymore_01_s_63,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_63,True,,4,4,1.0,,,bay,bay,,,5,surprise,,3,sad,,,7,idle,
event_claymore_01_s_64,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_64,False,,4,30,1.0,,,bay,bay,,,5,surprise,,3,sad,,,7,idle,
event_claymore_01_s_65,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_65,True,,30,30,1.0,,,bay,bay,,,5,surprise,,3,sad,,,7,idle,
event_claymore_01_s_66,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_66,True,,30,30,1.0,,,bay,bay,,,5,surprise,,3,sad,,,7,idle,
event_claymore_01_s_67,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_67,True,,50,50,1.0,,,clay,clay,,,5,shy,,3,sad,,,7,idle,
event_claymore_01_s_68,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_68,True,,50,50,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_69,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_69,True,,50,50,1.0,,,clay,clay,,,5,shy,,3,idle,,,7,idle,
event_claymore_01_s_70,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_70,True,,50,50,1.0,,,clay,clay,,,5,idle,,3,idle,,,7,idle,
event_claymore_01_s_71,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_71,True,,50,50,1.0,,,clay,clay,,,5,idle,,3,idle,,,7,idle,
event_claymore_01_s_72,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_72,True,,50,50,1.0,,,clay,clay,,,5,idle,,3,sad,,,7,idle,
event_claymore_01_s_73,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_73,True,,50,50,1.0,,,clay,clay,,,5,idle,,3,sad,,,7,idle,
event_claymore_01_s_74,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_74,False,,50,4,1.0,,,bay,bay,,,5,idle,,3,sad,,,7,idle,
event_claymore_01_s_75,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_75,True,,4,4,1.0,,,clay,clay,,,5,no,,3,sad,,,7,idle,
event_claymore_01_s_76,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_76,False,,4,4,1.0,,,bay,bay,,,5,no,,3,sad,,,7,idle,
event_claymore_01_s_77,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_77,True,,4,4,1.0,,,clay,clay,,,5,no,,3,sad,,,7,idle,
event_claymore_01_s_78,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_78,False,,4,4,1.0,,,bay,bay,,,5,no,,3,sad,,,7,idle,
event_claymore_01_s_79,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_79,True,,4,4,1.0,,,clay,clay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_80,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_80,True,,4,4,1.0,,,bay,bay,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_81,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_81,False,,black,black,1.0,,,bay,,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_82,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_82,False,,black,black,1.0,,,bay,,,,5,sad,,3,sad,,,7,idle,
event_claymore_01_s_83,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_83,True,,30,30,1.0,,,bay,bay,,,5,sad,,3,idle,,,7,idle,
event_claymore_01_s_84,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_84,False,SchoolCorridor,black,black,1.0,none,,clay,,black,,5,no,,3,idle,bay,,7,idle,pepper
event_claymore_01_s_85,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_85,True,,50,50,1.0,bgm_story_backtonormal,,clay,clay,,,5,no,,,,,,,,
event_claymore_01_s_86,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_86,True,,50,50,1.0,,,clay,clay,,,5,no,,,,,,,,
event_claymore_01_s_87,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_87,True,,50,50,1.0,,,clay,clay,,,5,no,,,,,,,,
event_claymore_01_s_88,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_88,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_89,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_89,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_90,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_90,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_91,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_91,True,,50,5,0.7,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_92,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_92,False,,5,5,1.0,,sfx_scn_dooropen,clay,,,,5,idle,,,,,,,,
event_claymore_01_s_93,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_93,True,,5,6,1.0,,,malestaff,malestaff,,,5,idle,malestaff,7,idle,,,,,
event_claymore_01_s_94,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_94,True,,6,6,1.0,,,clay,clay,,,5,idle,,7,idle,,,,,
event_claymore_01_s_95,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_95,True,,6,6,1.0,,,clay,clay,,,5,idle,,7,idle,,,,,
event_claymore_01_s_96,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_96,True,,6,6,1.0,,,clay,clay,,,5,idle,,7,idle,,,,,
event_claymore_01_s_97,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_97,True,,6,6,1.0,,,malestaff,malestaff,,,5,idle,,7,idle,,,,,
event_claymore_01_s_98,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_98,True,,6,6,1.0,,,malestaff,malestaff,,,5,idle,,7,idle,,,,,
event_claymore_01_s_99,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_99,True,,6,6,1.0,,,malestaff,malestaff,,,5,idle,,7,idle,,,,,
event_claymore_01_s_100,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_100,True,,6,6,1.0,,,clay,clay,,,5,shy,,7,idle,,,,,
event_claymore_01_s_101,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_101,True,,6,6,1.0,,,malestaff,malestaff,,,5,shy,,7,idle,,,,,
event_claymore_01_s_102,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_102,True,,6,6,1.0,,,clay,clay,,,5,sad,,7,idle,,,,,
event_claymore_01_s_103,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_103,True,,6,6,1.0,,,malestaff,malestaff,,,5,sad,,7,idle,,,,,
event_claymore_01_s_104,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_104,True,,6,50,1.0,,,clay,clay,,,5,sad,,7,idle,malestaff,,,,
event_claymore_01_s_105,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_105,True,,50,50,1.0,,,clay,clay,,,5,sad,,,,,,,,
event_claymore_01_s_106,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_106,True,,50,50,1.0,,,clay,clay,,,5,sad,,,,,,,,
event_claymore_01_s_107,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_107,False,,50,50,1.0,,,clay,clay,,,5,no,,,,,,,,
event_claymore_01_s_108,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_108,True,,50,5,0.7,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_109,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_109,True,,5,5,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_110,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_110,False,,black,black,1.0,,,clay,,black,,5,idle,,,,,,,,
event_claymore_01_s_111,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_111,True,,50,50,1.0,,,clay,clay,,,5,no,,,,,,,,
event_claymore_01_s_112,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_112,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_113,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_113,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_114,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_114,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_115,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_115,True,,50,50,1.0,,,clay,clay,,,5,delight,,,,,,,,
event_claymore_01_s_116,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_116,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_117,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_117,True,,50,5,0.7,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_118,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_118,False,Park,black,black,1.0,none,,clay,,,,5,idle,,,,,,,,
event_claymore_01_s_119,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_119,True,,5,5,1.0,event_bgm_onemoretime,sfx_scn_pompom3,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_120,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_120,True,,5,5,1.0,,sfx_scn_pompom2,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_121,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_121,True,,5,5,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_122,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_122,True,,5,5,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_123,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_123,True,,5,50,0.7,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_124,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_124,True,,13,13,1.0,,,spectators,spectators,,,5,idle,,,,,,,,
event_claymore_01_s_125,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_125,True,,13,13,1.0,,,spectators,spectators,,,5,idle,,,,,,,,
event_claymore_01_s_126,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_126,True,,13,13,1.0,,,spectators,spectators,,,5,idle,,,,,,,,
event_claymore_01_s_127,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_127,True,,50,50,1.0,,,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_128,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_128,True,,50,50,1.0,,sfx_scn_pompom2,clay,clay,,,5,idle,,,,,,,,
event_claymore_01_s_129,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_129,False,,50,5,1.0,,,clay,,,,5,idle,,,,,,,,
event_claymore_01_s_130,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_130,False,,5,5,1.0,,,clay,,,,5,idle,,,,,,,,
event_claymore_01_s_131,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_131,True,,5,5,1.0,,,clay,clay,,,5,shy,,,,,,,,
event_claymore_01_s_132,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_132,True,,5,50,0.7,,,clay,clay,,,5,shy,,,,,,,,
event_claymore_01_s_133,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_133,False,,50,50,1.0,,,spectators,spectators,,,5,shy,,,,,,,,
event_claymore_01_s_134,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_134,True,,50,50,1.0,,,clay,clay,,,5,special,,,,,,,,
event_claymore_01_s_135,40050,event_claymore_01_s,Speech,Locale_SubScenario:event_claymore_01_s_135,False,,50,50,1.0,,,spectators,spectators,,,5,special,,,,,,,,
event_claymore_01_s_136,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_136,False,,black,black,1.0,none,,clay,,,,5,idle,,,,,,,,
event_claymore_01_s_137,40050,event_claymore_01_s,Narration,Locale_SubScenario:event_claymore_01_s_137,False,,black,black,1.0,,,clay,,,,5,idle,,,,,,,,
