id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,jump_target,characters/5/hide_char_id,characters/6/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/7/hide_char_id,set_camera_shake,set_filter_01,fade,characters/4/hide_char_id
event_neverland1_02_e_40,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_40,True,,L_70,L_70,1.0,,,,blanc,blanc,,13,idle,,1,idle,,15,idle,,17,idle,,19,idle,,3,idle,,5,idle,,7,idle,,9,idle,,mica,belorta,,,,,,,
event_neverland1_02_e_41,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_41,True,,L_70,L_70,1.0,,,,blanc,blanc,,13,idle,,1,idle,,15,idle,,17,idle,,19,idle,,,,,,,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_42,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_42,True,,L_70,L_70,1.0,,,,blanc,blanc,,13,idle,,1,idle,,15,idle,,17,idle,,19,idle,,,,,,,,7,think,,9,idle,,,,,,,,,,
event_neverland1_02_e_43,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_43,True,,L_70,L_70,1.0,,,,blanc,blanc,,13,idle,,1,idle,,15,idle,,17,idle,,19,idle,,,,,,,,7,think,,9,idle,,,,,,,,,,
event_neverland1_02_e_44,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_44,True,,L_70,L_70,1.0,none,,,blanc,blanc,,13,idle,,1,idle,,15,idle,,17,idle,,19,idle,,,,,,,,7,idle,,9,idle,,,,delta,eunhwa,,,,,
event_neverland1_02_e_45,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_45,True,CoinRushIndoor,4,L_40,1.0,bgm_story_mustang,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,mustang,4,idle,,7,idle,,9,idle,,,,,,blanc,Low_2,Grey,black,
event_neverland1_02_e_46,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_46,True,,L_40,L_40,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_47,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_47,True,,L_40,L_40,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_48,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_48,True,,L_40,L_40,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_49,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_49,True,,L_40,L_40,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_50,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_50,True,,L_40,4,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,Low_2,Grey,,
event_neverland1_02_e_51,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_51,True,,4,4,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_52,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_52,True,,4,4,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_53,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_53,True,,4,4,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_54,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_54,True,,4,L_400,1.0,,,,mustang,mustang,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,,,,,9,idle,,,,,,,,Grey,,
event_neverland1_02_e_55,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_55,True,CommanderRoom,8,8,1.0,none,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,19,idle,,,,,4,idle,blanc,7,idle,,9,idle,,,mustang,,,,,,black,
event_neverland1_02_e_56,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_56,False,,8,8,1.0,event_bgm_neverland_schedulecheck_day,,,blanc,,,13,idle,,,,,15,idle,,,,,19,idle,,,,,,,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_57,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_57,True,,8,8,1.0,,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,19,idle,,,,,,,,7,delight,,9,idle,,,,,,,,,,
event_neverland1_02_e_58,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_58,True,,8,8,1.0,,,,noir,noir,,13,idle,,,,,15,idle,,,,,19,idle,mica,3,idle,belorta,5,idle,,7,delight,,9,idle,,,,,,,,,,
event_neverland1_02_e_59,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_59,False,,8,8,1.0,,,,,,,13,idle,,,,,15,idle,,,,,19,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_60,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_60,True,,15,15,1.0,,,,emma,emma,,13,idle,,,,,15,delight,,,,,19,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_61,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_61,True,,15,15,1.0,,,,emma,emma,,13,idle,,,,,15,delight,,,,,19,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_62,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_62,False,,15,15,1.0,,,,,,,13,idle,,,,,15,delight,,,,,19,idle,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_63,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_63,True,,4,4,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,19,idle,,3,idle,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_64,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_64,True,,4,4,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,19,idle,,3,worry,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_65,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_65,True,,XS_130,XS_130,1.0,,,,signal,signal,,13,idle,,,,,15,idle,,,,,19,idle,,3,worry,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_66,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_66,True,,XS_190,XS_190,1.0,,,,vesti,vesti,,13,idle,,,,,15,idle,,,,,19,delight,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_68,40034,event_neverland1_02_e,Narration,Locale_MainScenario:event_neverland1_02_e_68,False,IceLand_01,black,black,1.0,none,,sfx_scn_walkonsnow,,,,13,idle,,,,,15,idle,,,,,19,delight,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,black,vesti
event_neverland1_02_e_69,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_69,True,,8,8,1.0,bgm_story_inwonderland,,,noir,noir,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,delight,,9,delight,,,,,,,,,,
event_neverland1_02_e_70,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_70,True,,8,8,1.0,,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,delight,,9,delight,,,,,,,,,,
event_neverland1_02_e_71,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_71,True,,8,8,1.0,,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,delight,,9,delight,,,,,,,,,,
event_neverland1_02_e_72,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_72,True,,8,8,1.0,,,,noir,noir,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,delight,,9,delight,,,,,,,,,,
event_neverland1_02_e_73,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_73,True,,XS_50,XS_50,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,delight,,,,,,,,,,
event_neverland1_02_e_74,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_74,True,,XS_50,XS_50,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_75,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_75,False,,XS_50,XS_50,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_76,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_76,False,,XS_50,XS_50,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_77,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_77,True,,XS_50,5,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_78,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_78,False,,5,5,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_79,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_79,True,,5,5,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_80,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_80,True,,5,4,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_81,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_81,True,,4,4,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_82,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_82,True,,4,4,1.0,,,,belorta,belorta,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_83,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_83,False,,black,black,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_84,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_84,True,,XS_30,XS_30,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,delight,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_85,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_85,False,,XS_30,XS_30,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_86,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_86,True,,XS_30,XS_30,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_87,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_87,True,,XS_30,XS_30,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_88,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_88,False,,XS_30,XS_30,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_89,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_89,False,,XS_30,XS_30,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_90,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_90,True,,XS_30,XS_30,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_91,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_91,False,,XS_30,XS_300,0.5,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,Low_2,,,
event_neverland1_02_e_92,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_92,True,,XS_300,XS_300,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,Low_2,,,
event_neverland1_02_e_93,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_93,True,,XS_300,XS_30,1.0,,,,mica,mica,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_94,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_94,False,,XS_30,XS_30,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_95,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_95,False,Trail_d,black,black,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,worry,,5,idle,,7,idle,,9,idle,,,,,,,,,black,
event_neverland1_02_e_96,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_96,False,,19,19,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_97,40034,event_neverland1_02_e,Monologue,Locale_MainScenario:event_neverland1_02_e_97,False,,19,190,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_98,40034,event_neverland1_02_e,Self,Locale_MainScenario:event_neverland1_02_e_98,False,,190,19,1.0,,,,,,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,idle,,9,idle,,,,,,,,,,
event_neverland1_02_e_99,40034,event_neverland1_02_e,Speech,Locale_MainScenario:event_neverland1_02_e_99,True,,8,8,1.0,,,,blanc,blanc,,13,idle,,,,,15,idle,,,,,,,,3,idle,,5,idle,,7,think,,9,idle,,,,,,,,,,
