id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_cherryblossom_01_e_38,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_38,True,,18,18,1.0,,mihara,mihara,,,1,idle,,7,idle,,17,idle,,,19,surprise,
event_cherryblossom_01_e_39,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_39,True,,18,18,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,17,idle,,,19,idle,
event_cherryblossom_01_e_40,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_40,False,,18,14,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_41,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_41,True,,14,S_150,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_42,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_42,False,,L_70,L_700,0.7,,memberofseimeikai,memberofseimeikai,,,1,idle,,7,"expression_0,idle",,13,idle,,,15,idle,
event_cherryblossom_01_e_43,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_43,False,,L_700,L_700,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_44,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_44,False,,L_700,L_700,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_45,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_45,False,,L_700,L_700,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_46,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_46,True,,14,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_47,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_47,True,,14,14,1.0,,yuni_c,yuni,event_cherryblossom_01_e_48,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_48,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_48,False,,14,14,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_49,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_49,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_50,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_50,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_51,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_51,False,,14,14,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_52,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_52,True,,14,7,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_53,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_53,True,,7,7,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_54,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_54,True,,13,13,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_55,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_55,True,,13,13,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_56,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_56,True,,13,13,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_57,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_57,False,,13,13,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_58,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_58,True,,13,13,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_59,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_59,False,,13,12,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_60,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_60,True,,12,12,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_61,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_61,False,,12,1300,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_62,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_62,True,,1300,1300,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_63,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_63,False,,L_700,L_700,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_64,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_64,False,,L_700,L_700,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_65,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_65,False,,1300,1300,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_66,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_66,True,,1300,130,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_67,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_67,True,,130,130,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_68,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_68,True,,130,130,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_69,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_69,False,,10,10,1.0,,sakura,sakura,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_70,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_70,True,,10,12,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_71,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_71,True,,12,12,1.0,,sakura,sakura,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_72,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_72,True,,12,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_73,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_73,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_74,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_74,False,,14,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_75,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_75,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_76,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_76,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_77,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_77,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,surprise,
event_cherryblossom_01_e_78,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_78,True,,14,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_79,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_79,True,,14,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_80,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_80,False,,14,14,1.0,,,,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_81,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_81,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_82,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_82,True,,14,12,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_83,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_83,True,,12,12,1.0,,sakura,sakura,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_84,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_84,True,,12,12,1.0,,sakura,sakura,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_85,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_85,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_86,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_86,True,,14,14,1.0,,mihara,mihara,,,1,idle,,7,idle,,13,idle,,,15,think,
event_cherryblossom_01_e_87,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_87,True,,14,14,1.0,,yuni_c,yuni,,,1,idle,,7,idle,,13,idle,,,15,idle,
event_cherryblossom_01_e_88,40011,event_cherryblossom_01_e,Monologue,Locale_SubScenario:event_cherryblossom_01_e_88,False,,14,14,1.0,,,,,,1,idle,,7,idle,,13,idle,mihara,,15,idle,yuni_c
event_cherryblossom_01_e_89,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_89,False,,14,14,1.0,,,,,,1,idle,,7,idle,,,,,,,,
event_cherryblossom_01_e_90,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_90,False,,1,10,1.0,,sakura,sakura,,,1,surprise,,7,idle,,,,,,,,
event_cherryblossom_01_e_91,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_91,True,,10,10,1.0,,sakura,sakura,,,1,surprise,,7,idle,,,,,,,,
event_cherryblossom_01_e_92,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_92,False,,10,10,1.0,,,,,,1,surprise,,7,idle,,,,,,,,
event_cherryblossom_01_e_93,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_93,True,,10,10,1.0,,sakura,sakura,,,1,surprise,,7,idle,,,,,,,,
event_cherryblossom_01_e_94,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_94,True,,10,2,1.0,,moran,moran,,,1,surprise,,7,idle,moran,3,angry,,,,,
event_cherryblossom_01_e_95,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_95,True,,2,2,1.0,,moran,moran,,,1,surprise,,7,idle,,3,angry,,,,,
event_cherryblossom_01_e_96,40011,event_cherryblossom_01_e,Self,Locale_SubScenario:event_cherryblossom_01_e_96,False,,2,2,1.0,none,,,,,1,surprise,,7,idle,,3,angry,,,,,
event_cherryblossom_01_e_97,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_97,True,,2,2,1.0,,sakura,sakura,,,1,angry,,7,idle,,3,angry,,,,,
event_cherryblossom_01_e_98,40011,event_cherryblossom_01_e,Speech,Locale_SubScenario:event_cherryblossom_01_e_98,True,,2,L_30,1.0,,moran,moran,,,1,angry,,7,idle,,3,angry,,,,,
