id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_maidinvalentine_06_s_35,40007,event_maidinvalentine_06_s,Self,Self,Locale_SubScenario:event_maidinvalentine_06_s_35,False,,30,30,1.0,,,,,,,,,3,shy,,1,idle,,13,idle
event_maidinvalentine_06_s_36,40007,event_maidinvalentine_06_s,Speech,cocoa,Locale_SubScenario:event_maidinvalentine_06_s_36,True,,XS_130,XS_130,1.0,,cocoa,,,,,,,3,idle,,1,idle,,13,serious
event_maidinvalentine_06_s_37,40007,event_maidinvalentine_06_s,Speech,cocoa,Locale_SubScenario:event_maidinvalentine_06_s_37,True,,XS_130,XS_130,1.0,,cocoa,,,,,,,3,idle,,1,idle,,13,serious
event_maidinvalentine_06_s_38,40007,event_maidinvalentine_06_s,Self,Self,Locale_SubScenario:event_maidinvalentine_06_s_38,False,,XS_130,XS_130,1.0,,,,,,,,,3,idle,,1,idle,,13,serious
event_maidinvalentine_06_s_39,40007,event_maidinvalentine_06_s,Speech,soda,Locale_SubScenario:event_maidinvalentine_06_s_39,True,,XS_130,S_10,2.0,,soda,,,,,,,3,idle,,1,think,,13,idle
event_maidinvalentine_06_s_40,40007,event_maidinvalentine_06_s,Speech,soda,Locale_SubScenario:event_maidinvalentine_06_s_40,True,,S_10,S_10,1.0,,soda,,,,,,,3,idle,,1,think,,13,idle
event_maidinvalentine_06_s_41,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_41,True,,S_10,2,1.0,,ade,,,,,,,3,worried,,1,idle,,13,idle
event_maidinvalentine_06_s_42,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_42,True,,2,2,1.0,,ade,,,,,,,3,worried,,1,idle,,13,idle
event_maidinvalentine_06_s_43,40007,event_maidinvalentine_06_s,Speech,cocoa,Locale_SubScenario:event_maidinvalentine_06_s_43,True,,13,13,1.0,,cocoa,,,,,,,3,worried,,1,idle,,13,sad
event_maidinvalentine_06_s_44,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_44,True,,13,13,1.0,,ade,,,,,,,3,shy,,1,idle,,13,sad
event_maidinvalentine_06_s_45,40007,event_maidinvalentine_06_s,Self,Self,Locale_SubScenario:event_maidinvalentine_06_s_45,False,,13,13,1.0,,,,,,,,,3,shy,,1,idle,,13,idle
event_maidinvalentine_06_s_46,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_46,True,,2,2,1.0,,ade,,,,,,,3,shy,,1,idle,,13,idle
event_maidinvalentine_06_s_47,40007,event_maidinvalentine_06_s,Self,Self,Locale_SubScenario:event_maidinvalentine_06_s_47,False,,2,2,1.0,,,,,,,,,3,shy,,1,idle,,13,idle
event_maidinvalentine_06_s_48,40007,event_maidinvalentine_06_s,Speech,soda,Locale_SubScenario:event_maidinvalentine_06_s_48,True,,2,S_10,0.7,,soda,,,,,,,3,idle,,1,think,,13,idle
event_maidinvalentine_06_s_49,40007,event_maidinvalentine_06_s,Speech,cocoa,Locale_SubScenario:event_maidinvalentine_06_s_49,True,,S_10,XS_130,0.5,,cocoa,,,,,,,3,idle,,1,think,,13,delight
event_maidinvalentine_06_s_50,40007,event_maidinvalentine_06_s,Speech,soda,Locale_SubScenario:event_maidinvalentine_06_s_50,True,,S_10,S_10,1.0,,soda,,,,,,,3,idle,,1,sad,,13,delight
event_maidinvalentine_06_s_51,40007,event_maidinvalentine_06_s,Self,Self,Locale_SubScenario:event_maidinvalentine_06_s_51,False,,S_10,S_10,1.0,,,,,,,,,3,idle,,1,sad,,13,idle
event_maidinvalentine_06_s_52,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_52,True,,30,30,1.0,,ade,,,,,,,3,delight,,1,idle,,13,idle
event_maidinvalentine_06_s_53,40007,event_maidinvalentine_06_s,Speech,ade,Locale_SubScenario:event_maidinvalentine_06_s_53,True,,30,30,1.0,,ade,,,,,,,3,idle,,1,idle,,13,idle
