id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
snowfall_global_04_24,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_24,True,,S_130,12,1.0,,,,,,belorta,belorta,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_25,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_25,False,,12,12,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_26,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_26,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_27,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_27,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_28,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_28,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_29,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_29,False,,12,12,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_30,80903,snowfall_global_04,Choice,Locale_SubScenario:snowfall_global_04_30,False,,12,12,1.0,,,snowfall_global_04_34,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_31,80903,snowfall_global_04,Choice,Locale_SubScenario:snowfall_global_04_31,False,,12,12,1.0,,,snowfall_global_04_52,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_32,80903,snowfall_global_04,Choice,Locale_SubScenario:snowfall_global_04_32,False,,12,12,1.0,,,snowfall_global_04_68,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_33,80903,snowfall_global_04,Choice,Locale_SubScenario:snowfall_global_04_33,False,,12,12,1.0,,,snowfall_global_04_85,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_34,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_34,False,,12,4,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_35,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_35,False,,4,4,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_36,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_36,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_37,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_37,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_38,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_38,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_39,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_39,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_40,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_40,False,,4,4,1.0,,,,,,,,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_41,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_41,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,3,delight,,5,surprise,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_42,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_42,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,3,shy,,5,surprise,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_43,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_43,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,3,shy,,5,delight,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_44,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_44,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,3,idle,,5,delight,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_45,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_45,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,delight,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_46,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_46,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkignite,,,,,,
snowfall_global_04_47,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_47,False,,S_130,13,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_48,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_48,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkfly,,,,,,
snowfall_global_04_49,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_49,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkexplode,,,,,,
snowfall_global_04_50,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_50,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_51,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_51,True,,4,4,1.0,,,snowfall_global_04_102,,,noir_c,noir_c,,1,idle,,3,delight,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_52,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_52,False,,12,170,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_53,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_53,False,,170,170,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_54,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_54,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_55,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_55,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_56,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_56,False,,170,170,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_57,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_57,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,surprise,,,,,,,
snowfall_global_04_58,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_58,False,,170,170,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,surprise,,,,,,,
snowfall_global_04_59,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_59,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,smile,,,,,,,
snowfall_global_04_60,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_60,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,smile,,,,,,,
snowfall_global_04_61,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_61,True,,170,170,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_62,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_62,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_63,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_63,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkignite,,,,,,
snowfall_global_04_64,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_64,False,,S_130,13,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_65,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_65,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkfly,,,,,,
snowfall_global_04_66,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_66,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkexplode,,,,,,
snowfall_global_04_67,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_67,True,,170,170,1.0,,,snowfall_global_04_102,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_68,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_68,False,,12,150,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_69,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_69,False,,150,150,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_70,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_70,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_71,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_71,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_72,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_72,False,,150,150,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_73,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_73,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_74,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_74,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_75,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_75,False,,150,150,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_76,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_76,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_77,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_77,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,delight,,17,idle,,,,,,,
snowfall_global_04_78,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_78,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkignite,,,,,,
snowfall_global_04_79,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_79,False,,S_130,13,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_80,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_80,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkfly,,,,,,
snowfall_global_04_81,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_81,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,sfx_scn_fireworkexplode,,,,,,
snowfall_global_04_82,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_82,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_83,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_83,True,,150,150,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_84,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_84,False,,150,150,1.0,,,snowfall_global_04_102,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_85,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_85,False,,12,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_86,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_86,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_87,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_87,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_88,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_88,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_89,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_89,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_90,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_90,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_91,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_91,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,surprise,,15,idle,,17,idle,,,,,,,
snowfall_global_04_92,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_92,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,surprise,,15,idle,,17,idle,,,,,,,
snowfall_global_04_93,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_93,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,surprise,,15,idle,,17,idle,,,,,,,
snowfall_global_04_94,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_94,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,shy,,15,idle,,17,idle,,,,,,,
snowfall_global_04_95,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_95,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,shy,,15,idle,,17,idle,,,,,,,
snowfall_global_04_96,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_96,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_97,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_97,False,,S_130,S_130,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,sfx_scn_fireworkignite,,,,,,
snowfall_global_04_98,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_98,False,,S_130,13,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_99,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_99,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,sfx_scn_fireworkfly,,,,,,
snowfall_global_04_100,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_100,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,sfx_scn_fireworkexplode,,,,,,
snowfall_global_04_101,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_101,True,,S_130,S_130,1.0,,,snowfall_global_04_102,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,delight,,15,idle,,17,idle,,,,,,,
snowfall_global_04_102,80903,snowfall_global_04,Monologue,Locale_SubScenario:snowfall_global_04_102,False,,black,black,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_103,80903,snowfall_global_04,Narration,Locale_SubScenario:snowfall_global_04_103,False,,black,black,1.0,,none,,,black,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_104,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_104,True,,4,4,1.0,,event_bgm_neverland_snowflakes_night,,,,blanc_c,blanc_c,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_105,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_105,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_106,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_106,True,,16,16,1.0,,,,,,emma,emma,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_107,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_107,True,,16,16,1.0,,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_108,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_108,True,,16,12,1.0,,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_109,80903,snowfall_global_04,Self,Locale_SubScenario:snowfall_global_04_109,False,,12,12,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
snowfall_global_04_110,80903,snowfall_global_04,Speech,Locale_SubScenario:snowfall_global_04_110,True,,12,12,1.0,,,,,,belorta,belorta,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,,,,,,
