id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight
event_icedragonsaga2_03_e_35,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_35,False,,black,black,1.0,,,,,,,,
event_icedragonsaga2_03_e_36,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_36,False,IceLand_01,black,black,1.0,,ingrid,2,angry,guillotine_w,12,sad,
event_icedragonsaga2_03_e_37,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_37,True,,2,L_200,0.5,none,,2,angry,,12,surprise,ingrid
event_icedragonsaga2_03_e_38,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_38,False,,L_200,L_200,1.0,,,2,angry,,12,surprise,ingrid
event_icedragonsaga2_03_e_39,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_39,True,,L_200,L_200,1.0,,,2,angry,,12,surprise,ingrid
event_icedragonsaga2_03_e_40,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_40,True,,L_200,L_200,1.0,,,2,angry,,12,surprise,ingrid
event_icedragonsaga2_03_e_41,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_41,True,,L_200,L_200,1.0,,,2,angry,,12,surprise,ingrid
event_icedragonsaga2_03_e_42,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_42,False,,L_200,1,1.0,,,2,angry,,12,surprise,guillotine_w
event_icedragonsaga2_03_e_43,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_43,True,,1,1,1.0,bgm_areah,,2,angry,,12,think,guillotine_w
event_icedragonsaga2_03_e_44,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_44,True,,1,1,1.0,,,2,angry,,12,idle,guillotine_w
event_icedragonsaga2_03_e_45,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_45,True,,1,1,1.0,,,2,angry,,12,idle,guillotine_w
event_icedragonsaga2_03_e_46,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_46,True,,1,1,1.0,,,2,angry,,12,idle,guillotine_w
event_icedragonsaga2_03_e_47,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_47,True,,1,1,1.0,,,2,angry,,12,idle,guillotine_w
event_icedragonsaga2_03_e_48,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_48,True,,1,1,1.0,,,2,idle,,12,idle,ingrid
event_icedragonsaga2_03_e_49,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_49,True,,1,1,1.0,,,2,idle,,12,idle,ingrid
event_icedragonsaga2_03_e_50,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_50,True,,1,1,1.0,,,2,idle,,12,idle,ingrid
event_icedragonsaga2_03_e_51,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_51,True,,1,1,1.0,,,2,idle,,12,no,guillotine_w
event_icedragonsaga2_03_e_52,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_52,True,,1,1,1.0,,,2,idle,,12,no,ingrid
event_icedragonsaga2_03_e_53,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_53,True,,1,1,1.0,,,2,good,,12,no,ingrid
