id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/1/hide_char_id,characters/7/hide_char_id,set_camera_shake,set_filter_02,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id,play_sound
event_oldtales2_02_s_61,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_61,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_62,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_62,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_63,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_63,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_64,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_64,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_65,40062,event_oldtales2_02_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_02_s_65,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,sfx_scn_slurp2
event_oldtales2_02_s_66,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_66,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_67,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_67,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_68,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_68,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_69,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_69,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_70,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_70,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_71,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_71,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_03,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_72,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_72,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_03,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_73,40062,event_oldtales2_02_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_02_s_73,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,sfx_scn_slurp2
event_oldtales2_02_s_74,40062,event_oldtales2_02_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_02_s_74,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,sfx_scn_slurp2
event_oldtales2_02_s_75,40062,event_oldtales2_02_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_02_s_75,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,sfx_scn_slurp2
event_oldtales2_02_s_76,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_76,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_77,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_77,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_78,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_78,True,,,,,,,,,,,,,,,,,,,,,,,,,EventScene_oldtales_13_2,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_79,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_79,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_80,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_80,False,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_81,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_81,True,,,,,,,,,,,,,,,,,,,,,,,,,,monstersoup_02,monstersoup_02,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_82,40062,event_oldtales2_02_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_02_s_82,True,,,,,,,,,,,,,,,,,,,,,,,,,EventScene_oldtales_13_3,monstersoup_02,1,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_83,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_83,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_84,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_84,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_85,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_85,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_86,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_86,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_87,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_87,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
event_oldtales2_02_s_88,40062,event_oldtales2_02_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_02_s_88,True,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
