id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_absolute2_03_s_19,40086,event_absolute2_03_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_03_s_19,False,,black,black,1.0,,sfx_scn_c092_fire,black,eunhwa_t,1,angry,,,13,worry
event_absolute2_03_s_20,40086,event_absolute2_03_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_03_s_20,False,,black,black,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_21,40086,event_absolute2_03_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_03_s_21,False,,black,black,1.0,,sfx_scn_heavydown,,,1,angry,,,13,worry
event_absolute2_03_s_22,40086,event_absolute2_03_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_03_s_22,False,,black,black,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_23,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_23,True,,100,100,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_24,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_24,True,,100,100,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_25,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_25,True,,100,10,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_26,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_26,True,,10,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_27,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_27,True,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_28,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_28,True,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_29,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_29,False,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_30,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_30,False,,113,1,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_31,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_31,True,,1,10,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_32,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_32,True,,10,10,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_33,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_33,True,,10,10,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_34,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_34,True,,10,10,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_35,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_35,True,,10,130,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_36,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_36,True,,130,130,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_37,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_37,True,,130,130,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_38,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_38,True,,130,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_39,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_39,True,,113,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_40,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_40,True,,113,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_41,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_41,True,,113,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_42,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_42,True,,113,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_43,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_43,True,,113,113,1.0,,,,,1,angry,,,13,angry
event_absolute2_03_s_44,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_44,True,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_45,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_45,True,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_46,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_46,True,,113,113,1.0,,,,,1,angry,,,13,worry
event_absolute2_03_s_47,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_47,True,,113,113,1.0,,,,,1,idle,,,13,worry
event_absolute2_03_s_48,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_48,True,,113,113,1.0,,,,,1,idle,,,13,worry
event_absolute2_03_s_49,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_49,True,,113,113,1.0,,,,,1,idle,,,13,worry
event_absolute2_03_s_50,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_50,True,,113,113,1.0,,,,,1,idle,,,13,worry
event_absolute2_03_s_51,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_51,True,,113,113,1.0,,,,,1,idle,,,13,worry
event_absolute2_03_s_52,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_52,True,,113,113,1.0,,,,,1,idle,,,13,idle
event_absolute2_03_s_53,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_53,True,,113,113,1.0,,,,,1,no,,,13,idle
event_absolute2_03_s_54,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_54,True,,113,113,1.0,,,,,1,idle,,,13,idle
event_absolute2_03_s_55,40086,event_absolute2_03_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_03_s_55,True,,113,113,1.0,,,,,1,idle,,,13,idle
event_absolute2_03_s_56,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_56,False,,black,black,1.0,,sfx_scn_c092_fire,,,1,idle,,,13,idle
event_absolute2_03_s_57,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_57,False,,black,black,1.0,,,,,1,idle,eunhwa_t,,13,idle
event_absolute2_03_s_58,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_58,False,,black,black,1.0,,,,,,,,,13,idle
event_absolute2_03_s_59,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_59,False,,black,black,1.0,,sfx_scn_naturalfootstep,,,,,,,13,angry
event_absolute2_03_s_60,40086,event_absolute2_03_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_03_s_60,False,,black,black,1.0,,,,,,,,,13,angry
event_absolute2_03_s_61,40086,event_absolute2_03_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_03_s_61,True,,1300,130,1.0,,,,,,,,,13,angry
