id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_freezeacpu_01_e_30,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_30,True,,S_60,S_60,1.0,,,poli,,8,idle,,6,delight,,14,idle,,4,idle,,2,idle,,,
event_freezeacpu_01_e_31,40030,event_freezeacpu_01_e,Monologue,Monologue,Locale_SubScenario:event_freezeacpu_01_e_31,False,,black,black,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,,
event_freezeacpu_01_e_32,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_32,False,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,rapi,12,idle
event_freezeacpu_01_e_33,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_33,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_34,40030,event_freezeacpu_01_e,Narration,Narration,Locale_SubScenario:event_freezeacpu_01_e_34,False,,S_140,S_140,1.0,,none,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_35,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_35,True,,S_140,S_140,1.0,,bgm_story_tuffguys,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_36,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_36,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_37,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_37,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_38,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_38,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_39,40030,event_freezeacpu_01_e,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_e_39,True,,S_140,S_140,1.0,,,rapi,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_40,40030,event_freezeacpu_01_e,Speech,miranda,Locale_SubScenario:event_freezeacpu_01_e_40,True,,S_140,S_140,1.0,,,miranda,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_41,40030,event_freezeacpu_01_e,Speech,miranda,Locale_SubScenario:event_freezeacpu_01_e_41,True,,S_140,S_140,1.0,,,miranda,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_42,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_42,False,,S_140,S_140,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_43,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_43,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_44,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_44,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_45,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_45,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_46,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_46,True,,S_140,5,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_47,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_47,True,,5,5,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_48,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_48,True,,5,5,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_49,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_49,True,,5,5,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_50,40030,event_freezeacpu_01_e,Speech,miranda,Locale_SubScenario:event_freezeacpu_01_e_50,True,,5,S_80,1.0,,,miranda,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_51,40030,event_freezeacpu_01_e,Speech,miranda,Locale_SubScenario:event_freezeacpu_01_e_51,True,,S_80,S_60,1.0,,,miranda,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_52,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_52,False,,S_60,S_60,1.0,,,quiry,,8,idle,,6,angry,,14,	angry,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_53,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_53,False,,S_60,S_60,1.0,,,poli,,8,idle,,6,angry,,14,	angry,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_54,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_54,True,,S_60,5,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_55,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_55,True,,5,5,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_56,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_56,True,,5,5,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_57,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_57,True,,5,5,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_58,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_58,True,,5,5,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_59,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_59,True,,5,5,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_60,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_60,False,,5,5,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_61,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_61,True,,5,5,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_62,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_62,True,,5,5,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_63,40030,event_freezeacpu_01_e,Speech,neon,Locale_SubScenario:event_freezeacpu_01_e_63,True,,5,3,1.0,,,neon,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_64,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_64,True,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_65,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_65,True,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_66,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_66,True,,3,3,1.0,,none,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_67,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_67,True,,3,40,1.0,,bgm_story_girlstalk,anis,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_68,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_68,False,,40,40,1.0,,,,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_69,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_69,True,,40,40,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_70,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_70,True,,40,40,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_71,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_71,True,,40,40,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_72,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_72,True,,40,40,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_73,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_73,True,,40,40,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_74,40030,event_freezeacpu_01_e,Speech,neon,Locale_SubScenario:event_freezeacpu_01_e_74,True,,40,S_20,1.0,,,neon,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_75,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_75,True,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_76,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_76,True,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,delight,,2,idle,,12,idle
event_freezeacpu_01_e_77,40030,event_freezeacpu_01_e,Speech,neon,Locale_SubScenario:event_freezeacpu_01_e_77,True,,3,3,1.0,,,neon,,8,idle,,6,idle,,14,idle,,4,delight,,2,no,,12,idle
event_freezeacpu_01_e_78,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_78,False,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,no,,2,no,,12,idle
event_freezeacpu_01_e_79,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_79,False,,3,3,1.0,,,,,8,idle,,6,idle,,14,idle,,4,no,,2,idle,,12,idle
event_freezeacpu_01_e_80,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_80,True,,3,3,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_81,40030,event_freezeacpu_01_e,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_e_81,True,,3,1,1.0,,,rapi,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_82,40030,event_freezeacpu_01_e,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_e_82,True,,1,1,1.0,,,rapi,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_83,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_83,True,,1,40,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_84,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_84,True,,40,40,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_85,40030,event_freezeacpu_01_e,Speech,neon,Locale_SubScenario:event_freezeacpu_01_e_85,True,,40,S_20,1.0,,,neon,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_86,40030,event_freezeacpu_01_e,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_e_86,True,,S_20,120,1.0,,,rapi,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,think
event_freezeacpu_01_e_87,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_87,True,,120,40,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,no,,2,no,,12,think
event_freezeacpu_01_e_88,40030,event_freezeacpu_01_e,Speech,neon,Locale_SubScenario:event_freezeacpu_01_e_88,True,,40,S_20,1.0,,,neon,,8,idle,,6,idle,,14,idle,,4,no,,2,no,,12,think
event_freezeacpu_01_e_89,40030,event_freezeacpu_01_e,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_e_89,False,,S_20,120,1.0,,,rapi,,8,idle,,6,idle,,14,idle,,4,no,,2,no,,12,think
event_freezeacpu_01_e_90,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_90,True,,120,S_60,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,think
event_freezeacpu_01_e_91,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_91,False,,S_60,S_60,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_92,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_92,True,,S_60,S_60,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_93,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_93,True,,S_60,S_60,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_94,40030,event_freezeacpu_01_e,Speech,quiry,Locale_SubScenario:event_freezeacpu_01_e_94,True,,S_60,S_60,1.0,,,quiry,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_95,40030,event_freezeacpu_01_e,Speech,anis,Locale_SubScenario:event_freezeacpu_01_e_95,True,,S_60,S_60,1.0,,,anis,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_96,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_96,False,,S_140,S_140,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_97,40030,event_freezeacpu_01_e,Speech,poli,Locale_SubScenario:event_freezeacpu_01_e_97,True,,S_140,S_140,1.0,,,poli,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_98,40030,event_freezeacpu_01_e,Self,Self,Locale_SubScenario:event_freezeacpu_01_e_98,False,,S_140,S_140,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
event_freezeacpu_01_e_99,40030,event_freezeacpu_01_e,Monologue,Monologue,Locale_SubScenario:event_freezeacpu_01_e_99,False,,black,black,1.0,,,,,8,idle,,6,idle,,14,idle,,4,idle,,2,idle,,12,idle
