id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_04_s_71,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_71,True,,12,XS_120,1.3,,,,,,,,,12,delight
event_trueflavor_04_s_72,40074,event_trueflavor_04_s,Narration,crust,,Locale_SubScenario:event_trueflavor_04_s_72,False,,XS_120,XS_120,1.0,,sfx_scn_foodonfire,,,,,,,12,delight
event_trueflavor_04_s_73,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_73,True,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_74,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_74,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_75,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_75,True,,XS_120,XS_1200,1.3,,,,,,,,,12,idle
event_trueflavor_04_s_76,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_76,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_77,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_77,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_78,40074,event_trueflavor_04_s,Narration,crust,,Locale_SubScenario:event_trueflavor_04_s_78,False,,XS_1200,XS_1200,1.0,,sfx_scn_knock,,,,,,,12,delight
event_trueflavor_04_s_79,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_79,True,,XS_1200,XS_120,1.3,,,,,,,,,12,shy
event_trueflavor_04_s_80,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_80,True,,XS_120,XS_120,1.0,,,,,,,,,12,shy
event_trueflavor_04_s_81,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_81,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_82,40074,event_trueflavor_04_s,Narration,crust,,Locale_SubScenario:event_trueflavor_04_s_82,False,,black,black,1.0,,sfx_scn_autodooropen,,,,,,,12,idle
event_trueflavor_04_s_83,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_83,True,,XS_120,XS_1200,1.3,,,,,,,,,12,delight
event_trueflavor_04_s_84,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_84,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_85,40074,event_trueflavor_04_s,Speech,crust,unknown,Locale_SubScenario:event_trueflavor_04_s_85,False,,XS_1200,XS_1200,1.0,,,,ade_c,2,delight,,,12,delight
event_trueflavor_04_s_86,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_86,True,,XS_1200,XS_120,1.3,,,,,2,delight,,,12,think
event_trueflavor_04_s_87,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_87,True,,XS_120,XS_120,1.0,,,,,2,delight,,,12,think
event_trueflavor_04_s_88,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_88,True,,XS_120,1,1.3,,,,,2,delight,,,12,think
event_trueflavor_04_s_89,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_89,True,,1,1,1.0,,,,,2,delight,,,12,idle
event_trueflavor_04_s_90,40074,event_trueflavor_04_s,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_s_90,True,,1,1,1.0,,,,,2,idle,,,12,idle
event_trueflavor_04_s_91,40074,event_trueflavor_04_s,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_s_91,True,,1,20,1.3,,,,,2,idle,,,12,idle
event_trueflavor_04_s_92,40074,event_trueflavor_04_s,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_s_92,True,,20,20,1.0,,,,,2,idle,,,12,idle
