id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_contents_dungeon_run_02_28,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_28,False,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,,sfx_scn_swallow,,14,idle,,,,
d_contents_dungeon_run_02_29,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_29,True,,14,XS_1400,0.5,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,,14,delight,,,,
d_contents_dungeon_run_02_30,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_30,True,,13,13,1.0,,,12,delight,,2,idle,vesti_c,vesti_c,,,14,delight,black,,,
d_contents_dungeon_run_02_31,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_31,True,,13,13,1.0,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,,14,delight,,,,
d_contents_dungeon_run_02_32,81701,d_contents_dungeon_run_02,Self,Locale_SubScenario:d_contents_dungeon_run_02_32,False,,13,13,1.0,,,12,delight,,2,idle,guillotine_w_no,,,,14,delight,,maiden_w,4,shy
d_contents_dungeon_run_02_33,81701,d_contents_dungeon_run_02,Self,Locale_SubScenario:d_contents_dungeon_run_02_33,False,,13,13,1.0,,,12,delight,,2,idle,guillotine_w_no,,,,14,delight,,,4,shy
d_contents_dungeon_run_02_34,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_34,True,,S_20,S_20,1.0,,,12,delight,,2,idle,volume_c,volume_c,,,14,delight,,,4,shy
d_contents_dungeon_run_02_35,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_35,True,,S_20,L_40,1.0,,,12,delight,,2,idle,maiden_w,maiden_w,,,14,delight,,,4,shy
d_contents_dungeon_run_02_36,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_36,True,,L_40,L_40,1.0,,,12,delight,,2,idle,maiden_w,maiden_w,,,14,delight,,,4,shy
d_contents_dungeon_run_02_37,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_37,True,,L_40,L_40,1.0,,,12,delight,,2,idle,maiden_w,maiden_w,,,14,delight,,,4,angry
d_contents_dungeon_run_02_38,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_38,True,,L_40,L_40,1.0,,,12,delight,,2,idle,maiden_w,maiden_w,,,14,delight,,,4,angry
d_contents_dungeon_run_02_39,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_39,False,,black,black,1.0,,,12,delight,,2,idle,,,,,14,delight,,,4,angry
d_contents_dungeon_run_02_40,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_40,False,,black,black,1.0,,,12,delight,,2,idle,,,,,14,delight,,,4,angry
d_contents_dungeon_run_02_41,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_41,False,,black,black,1.0,,,12,delight,,2,idle,,,,,14,delight,,,4,angry
d_contents_dungeon_run_02_42,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_42,False,,black,black,1.0,,,12,delight,,2,idle,,,sfx_scn_down,,14,delight,,,4,angry
