id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
event_perfectmaid_05_e_12,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_12,True,,1,surprise,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_13,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_13,False,,1,surprise,,13,idle,,12,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_14,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_14,True,,1,surprise,,13,idle,,100,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_15,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_15,True,,1,surprise,,13,idle,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_16,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_16,True,,1,surprise,,13,idle,,130,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_17,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_17,False,,1,shy,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_18,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_18,True,,1,no,,13,idle,,10,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_19,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_19,False,,1,no,,13,idle,,100,100,1.0,,,sfx_scn_tooth,,,,,,,,,,,,,,,
event_perfectmaid_05_e_20,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_20,False,,1,no,,13,idle,,1300,1300,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_21,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_21,True,,1,no,,13,idle,,1300,1300,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_22,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_22,True,,1,sad2,,13,idle,,1300,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_23,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_23,True,,1,sad2,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_24,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_24,True,,1,sad2,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_25,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_25,False,,1,sad2,,13,idle,,12,12,1.0,,,sfx_scn_handtouch,,,,,,,,,,,,,,,
event_perfectmaid_05_e_26,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_26,True,,1,idle,,13,idle,,12,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_27,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_27,True,,1,idle,,13,idle,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_28,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_28,True,,1,idle,,13,idle,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_29,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_29,False,,1,idle,,13,idle,,130,1300,1.0,,,sfx_scn_snoweat,,,,,,,,,,,,,,,
event_perfectmaid_05_e_30,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_30,True,,1,idle,,13,idle,,1300,1300,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_31,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_31,True,,1,happy,,13,idle,,1300,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_32,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_32,True,,1,happy,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_33,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_33,False,,1,happy,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_34,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_34,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_35,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_35,False,,1,no,,13,idle,,12,12,1.0,,,sfx_scn_sponge,,,,,,,,,,,,,,,
event_perfectmaid_05_e_36,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_36,True,,1,no,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_37,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_37,True,,1,no,,13,delight,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_38,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_38,True,,1,delight,,13,delight,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_39,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_39,False,,1,delight,,13,delight,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_40,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_40,False,,1,delight,,13,delight,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_41,40039,event_perfectmaid_05_e,Self,,Locale_SubScenario:event_perfectmaid_05_e_41,False,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_42,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_42,True,,1,idle,,13,delight,,12,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_43,40039,event_perfectmaid_05_e,Self,,Locale_SubScenario:event_perfectmaid_05_e_43,False,,1,idle,,13,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_44,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_44,False,,1,idle,,13,delight,,10,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_45,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_45,True,,1,idle,,13,idle,,100,12,0.6,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_46,40039,event_perfectmaid_05_e,Narration,,Locale_SubScenario:event_perfectmaid_05_e_46,False,,1,idle,,13,idle,,12,12,1.0,,,sfx_scn_silverware,,,,,,,,,,,,,,,
event_perfectmaid_05_e_47,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_47,False,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_48,40039,event_perfectmaid_05_e,Self,,Locale_SubScenario:event_perfectmaid_05_e_48,False,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_49,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_49,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_50,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_50,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_51,40039,event_perfectmaid_05_e,Self,,Locale_SubScenario:event_perfectmaid_05_e_51,False,,1,idle,,13,idle,,100,100,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_52,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_52,False,,1,idle,,13,idle,,100,10,1.0,,privaty_m,,Low_2,,,,,,,,,,,,,,
event_perfectmaid_05_e_53,40039,event_perfectmaid_05_e,Self,,Locale_SubScenario:event_perfectmaid_05_e_53,False,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_54,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_54,True,,1,idle,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_55,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_55,True,,1,idle,,13,idle,,10,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_56,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_56,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_57,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_57,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_58,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_58,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_59,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_59,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_60,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_60,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_61,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_61,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_62,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_62,True,,1,idle,,13,angry,,12,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_63,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_63,True,,1,idle,,13,angry,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_64,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_64,True,,1,idle,,13,angry,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_65,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_65,True,,1,idle,,13,angry,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_66,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_66,True,,1,idle,,13,angry,,130,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_67,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_67,True,,1,idle,,13,angry,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_68,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_68,True,,1,idle,,13,angry,,10,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_69,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_69,True,,1,idle,,13,angry,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_70,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_70,True,,1,idle,,13,angry,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_71,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_71,True,,1,idle,,13,angry,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_72,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_72,True,,1,idle,,13,angry,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_73,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_73,True,,1,idle,,13,angry,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_74,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_74,True,,1,idle,,13,angry,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_75,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_75,False,,1,idle,,13,shy,,12,130,0.6,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_76,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_76,True,,1,idle,,13,shy,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_77,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_77,True,,1,idle,,13,worried,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_78,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_78,True,,1,idle,,13,worried,,130,130,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_79,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_79,True,,1,idle,,13,worried,,100,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_80,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_80,True,,1,idle,,13,worried,,100,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_81,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_81,True,,1,idle,,13,worried,,100,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_82,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_82,True,,1,idle,,13,worried,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_83,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_83,True,,1,idle,,13,worried,,12,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_84,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_84,True,,1,idle,,13,worried,,10,100,0.6,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_85,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_85,False,,1,idle,,13,shy,,130,1300,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_86,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_86,True,,1,idle,,13,shy,,100,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_87,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_87,True,,1,idle,,13,shy,,100,100,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_88,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_88,True,,1,idle,,13,worried,,100,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_89,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_89,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_90,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_90,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_91,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_91,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_92,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_92,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_93,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_93,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_94,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_94,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_95,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_95,True,,1,idle,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_96,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_96,True,,1,idle,,13,idle,,10,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_97,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_97,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_98,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_98,True,,1,idle,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_99,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_99,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_100,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_100,True,,1,idle,,13,idle,,12,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_101,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_101,False,,1,idle,,13,idle,,12,10,1.0,,,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_102,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_102,True,,1,happy,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_103,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_103,True,,1,happy,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_104,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_104,True,,1,happy,,13,idle,,10,10,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_105,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_105,True,,1,sad2,,13,idle,,10,12,1.0,,privaty_m,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_106,40039,event_perfectmaid_05_e,Speech,ade,Locale_SubScenario:event_perfectmaid_05_e_106,True,,1,sad2,,13,idle,,12,12,1.0,,ade,,,,,,,,,,,,,,,,
event_perfectmaid_05_e_107,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_107,False,,1,idle,,13,idle,,black,black,1.0,,,,,ade,cocoa,3,idle,drake_m,13,idle,soda,5,idle,,,,
event_perfectmaid_05_e_108,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_108,True,,1,idle,,,,,2,2,1.0,,cocoa,,,,,3,idle,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_109,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_109,True,,1,sad2,,,,,2,2,1.0,,privaty_m,,,,,3,idle,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_110,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_110,True,,1,sad2,,,,,2,2,1.0,,privaty_m,,,,,3,idle,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_111,40039,event_perfectmaid_05_e,Speech,drake_m,Locale_SubScenario:event_perfectmaid_05_e_111,True,,1,sad2,,,,,2,12,1.0,,drake_m,,,,,3,idle,,13,delight,,5,idle,,,,
event_perfectmaid_05_e_112,40039,event_perfectmaid_05_e,Speech,privaty_m,Locale_SubScenario:event_perfectmaid_05_e_112,True,,1,surprise,,,,,12,12,1.0,,privaty_m,,,,,3,idle,,13,delight,,5,idle,,,,
event_perfectmaid_05_e_113,40039,event_perfectmaid_05_e,Speech,drake_m,Locale_SubScenario:event_perfectmaid_05_e_113,True,,1,surprise,,,,,12,12,1.0,,drake_m,,,,,3,idle,,13,no,,5,idle,,,,
event_perfectmaid_05_e_114,40039,event_perfectmaid_05_e,Speech,soda,Locale_SubScenario:event_perfectmaid_05_e_114,True,,1,idle,,,,,4,4,1.0,,soda,,,,,3,idle,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_115,40039,event_perfectmaid_05_e,Speech,soda,Locale_SubScenario:event_perfectmaid_05_e_115,True,,1,idle,,,,,4,4,1.0,,soda,,,,,3,idle,,13,idle,,5,think,,,,
event_perfectmaid_05_e_116,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_116,True,,1,idle,,,,,4,4,1.0,,cocoa,,,,,3,serious,,13,idle,,5,think,,,,
event_perfectmaid_05_e_117,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_117,True,,1,idle,,,,,4,4,1.0,,cocoa,,,,,3,serious,,13,idle,,5,think,,,,
event_perfectmaid_05_e_118,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_118,True,,1,idle,,,,,4,XS_30,1.0,,cocoa,,,,,3,serious,,13,idle,,5,think,,,,
event_perfectmaid_05_e_119,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_119,True,,1,idle,,,,,XS_30,XS_30,1.0,,cocoa,,,,,3,serious,,13,idle,,5,think,,,,
event_perfectmaid_05_e_120,40039,event_perfectmaid_05_e,Monologue,,Locale_SubScenario:event_perfectmaid_05_e_120,False,,1,idle,,,,,XS_30,XS_300,1.0,,,sfx_scn_poke,,,,3,"expression_0,delight",,13,idle,,5,think,,,,
event_perfectmaid_05_e_121,40039,event_perfectmaid_05_e,Speech,cocoa,Locale_SubScenario:event_perfectmaid_05_e_121,True,,1,idle,,,,,XS_300,4,1.0,,cocoa,,,,,3,delight,,13,idle,,5,idle,,,,
event_perfectmaid_05_e_122,40039,event_perfectmaid_05_e,Speech,soda,Locale_SubScenario:event_perfectmaid_05_e_122,True,,1,idle,,,,,4,4,1.0,,soda,,,,,3,serious,,13,idle,,5,idle,,,,
