id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake
event_1yearalready_03_25,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_25,True,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_26,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_26,False,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_27,130003,event_1yearalready_03,Speech,soline,soline,Locale_SubScenario:event_1yearalready_03_27,True,,7,idle,,5,idle,,3,idle,,30,6,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_28,130003,event_1yearalready_03,Speech,brid,brid,Locale_SubScenario:event_1yearalready_03_28,True,,7,idle,,5,idle,,3,idle,,6,6,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_29,130003,event_1yearalready_03,Speech,brid,brid,Locale_SubScenario:event_1yearalready_03_29,True,,7,idle,,5,idle,,3,idle,,6,6,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_30,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_30,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_31,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_31,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_32,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_32,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,delight,,13,idle,,,,,,,,,
event_1yearalready_03_33,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_33,False,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,delight,,13,idle,,,,,,,,,
event_1yearalready_03_34,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_34,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_35,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_35,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_36,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_36,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_37,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_37,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_38,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_38,False,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_39,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_39,True,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_40,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_40,True,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_41,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_41,True,,7,idle,,5,idle,,3,delight,,30,30,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_42,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_42,True,,7,idle,,5,idle,,3,idle,,30,3,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_43,130003,event_1yearalready_03,Speech,unknown,unknown,Locale_SubScenario:event_1yearalready_03_43,True,,7,idle,,5,idle,,3,idle,TechIndoor,black,black,1.0,,,,1,idle,,13,idle,,black,,,,,,,
event_1yearalready_03_44,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_44,False,,7,idle,,5,idle,,3,idle,,black,black,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_45,130003,event_1yearalready_03,Speech,unknown,unknown,Locale_SubScenario:event_1yearalready_03_45,True,,7,idle,,5,idle,,3,idle,,black,black,1.0,,,,1,idle,,13,idle,,,,,,,,,
event_1yearalready_03_46,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_46,True,,7,idle,,5,idle,,3,idle,,15,XS_150,1.0,,,,1,idle,,13,idle,,,belorta,15,idle,mica,17,worry,
event_1yearalready_03_47,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_47,True,,7,idle,,5,idle,,3,idle,,XS_150,XS_150,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_48,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_48,True,,7,idle,,5,idle,,3,idle,,XS_150,XS_150,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_49,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_49,True,,7,idle,,5,idle,,3,idle,,XS_170,XS_170,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_50,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_50,True,,7,idle,,5,idle,,3,idle,,XS_170,16,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_51,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_51,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_52,130003,event_1yearalready_03,Choice,,,Locale_SubScenario:event_1yearalready_03_52,False,,7,idle,,5,idle,,3,idle,,16,16,1.0,,event_1yearalready_03_54,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_53,130003,event_1yearalready_03,Choice,,,Locale_SubScenario:event_1yearalready_03_53,False,,7,idle,,5,idle,,3,idle,,16,16,1.0,,event_1yearalready_03_55,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_54,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_54,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,event_1yearalready_03_56,,1,idle,,13,idle,,,,15,idle,,17,delight,
event_1yearalready_03_55,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_55,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,event_1yearalready_03_56,,1,idle,,13,idle,,,,15,idle,,17,worry,
event_1yearalready_03_56,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_56,False,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_57,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_57,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,delight,,17,idle,
event_1yearalready_03_58,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_58,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,delight,,17,idle,
event_1yearalready_03_59,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_59,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,delight,,17,idle,
event_1yearalready_03_60,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_60,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,delight,,17,idle,
event_1yearalready_03_61,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_61,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,delight,,17,delight,
event_1yearalready_03_62,130003,event_1yearalready_03,Speech,brid,brid,Locale_SubScenario:event_1yearalready_03_62,True,,7,idle,,5,idle,,3,idle,,L_70,L_70,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,delight,
event_1yearalready_03_63,130003,event_1yearalready_03,Monologue,,,Locale_SubScenario:event_1yearalready_03_63,False,,7,idle,,5,idle,,3,idle,,black,black,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_64,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_64,False,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_65,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_65,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_66,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_66,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_67,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_67,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_68,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_68,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_69,130003,event_1yearalready_03,Monologue,,,Locale_SubScenario:event_1yearalready_03_69,False,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_70,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_70,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_71,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_71,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_72,130003,event_1yearalready_03,Narration,,,Locale_SubScenario:event_1yearalready_03_72,False,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,sfx_scn_trainhorn,,,15,idle,,17,idle,Low_2
event_1yearalready_03_73,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_73,True,,7,idle,,5,idle,,3,idle,,XS_150,XS_150,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_74,130003,event_1yearalready_03,Monologue,,,Locale_SubScenario:event_1yearalready_03_74,False,,7,idle,,5,idle,,3,idle,,black,black,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_75,130003,event_1yearalready_03,Speech,liter,liter,Locale_SubScenario:event_1yearalready_03_75,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_76,130003,event_1yearalready_03,Speech,centi,centi,Locale_SubScenario:event_1yearalready_03_76,True,,7,idle,,5,idle,,3,idle,,12,12,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_77,130003,event_1yearalready_03,Speech,belorta,belorta,Locale_SubScenario:event_1yearalready_03_77,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_78,130003,event_1yearalready_03,Speech,mica,mica,Locale_SubScenario:event_1yearalready_03_78,True,,7,idle,,5,idle,,3,idle,,16,16,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_79,130003,event_1yearalready_03,Narration,,,Locale_SubScenario:event_1yearalready_03_79,False,,7,idle,,5,idle,,3,idle,,3,3,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_80,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_80,True,,7,idle,,5,idle,,3,idle,,3,30,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_81,130003,event_1yearalready_03,Speech,diesel,diesel,Locale_SubScenario:event_1yearalready_03_81,True,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_82,130003,event_1yearalready_03,Self,,,Locale_SubScenario:event_1yearalready_03_82,False,,7,idle,,5,idle,,3,idle,,30,30,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
event_1yearalready_03_83,130003,event_1yearalready_03,Monologue,,,Locale_SubScenario:event_1yearalready_03_83,False,,7,idle,,5,idle,,3,idle,,black,black,1.0,,,,1,idle,,13,idle,,,,15,idle,,17,idle,
