id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,jump_target,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_camera_shake
event_nyanyaparadise_03_s_40,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_40,False,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_41,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_41,True,,3,idle,,1,special,,7,5,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_42,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_42,True,,3,idle,,1,special,,5,5,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_43,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_43,True,,3,idle,,1,special,,5,XS_50,0.5,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_44,40022,event_nyanyaparadise_03_s,Speech,max,max,Locale_SubScenario:event_nyanyaparadise_03_s_44,True,,3,idle,,1,idle,,max_130,max_130,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_45,40022,event_nyanyaparadise_03_s,Speech,puppies,puppies,Locale_SubScenario:event_nyanyaparadise_03_s_45,True,,3,idle,,1,idle,,XS_90,XS_90,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_46,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_46,False,,3,idle,,1,idle,,black,black,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_47,40022,event_nyanyaparadise_03_s,Narration,,,Locale_SubScenario:event_nyanyaparadise_03_s_47,False,,3,idle,,1,idle,,black,black,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_48,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_48,False,,3,idle,,1,idle,,XS_100,XS_100,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_49,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_49,True,,3,idle,,1,idle,,XS_500,XS_500,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_50,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_50,True,,3,idle,,1,idle,,7,7,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_51,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_51,True,,3,idle,,1,idle,,7,7,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_52,40022,event_nyanyaparadise_03_s,Speech,timi,timi,Locale_SubScenario:event_nyanyaparadise_03_s_52,True,,3,idle,,1,idle,,7,7,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_53,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_53,False,,3,idle,,1,idle,,7,7,1.0,,,,5,delight,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_54,40022,event_nyanyaparadise_03_s,Speech,max,max,Locale_SubScenario:event_nyanyaparadise_03_s_54,True,,3,idle,,1,idle,,max_130,max_130,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_55,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_55,False,,3,idle,,1,idle,,XS_10,XS_10,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_56,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_56,False,,3,idle,,1,idle,,XS_10,XS_100,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_57,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_57,False,,3,idle,,1,idle,,XS_100,XS_100,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_58,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_58,True,,3,idle,,1,idle,,XS_100,L_300,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_59,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_59,True,,3,idle,,1,idle,,L_300,L_300,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_60,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_60,True,,3,idle,,1,idle,,L_300,L_300,1.0,,,,5,delight,,7,idle,,9,idle,,13,delight,,,,,,,
event_nyanyaparadise_03_s_61,40022,event_nyanyaparadise_03_s,Speech,max,max,Locale_SubScenario:event_nyanyaparadise_03_s_61,True,,3,idle,,1,idle,,max_130,max_130,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,sfx_scn_dogbark,,,,,,
event_nyanyaparadise_03_s_62,40022,event_nyanyaparadise_03_s,Speech,puppies,puppies,Locale_SubScenario:event_nyanyaparadise_03_s_62,True,,3,idle,,1,idle,,XS_90,XS_90,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,sfx_scn_dogbark,,,,,,
event_nyanyaparadise_03_s_63,40022,event_nyanyaparadise_03_s,Speech,puppies,puppies,Locale_SubScenario:event_nyanyaparadise_03_s_63,True,,3,idle,,1,idle,,XS_90,XS_90,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,sfx_scn_howl,,,,,,
event_nyanyaparadise_03_s_64,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_64,True,,3,idle,,1,delight,,113,113,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_65,40022,event_nyanyaparadise_03_s,Speech,max,max,Locale_SubScenario:event_nyanyaparadise_03_s_65,True,,3,idle,,1,delight,,113,113,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_66,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_66,True,,3,idle,,1,delight,,113,113,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_67,40022,event_nyanyaparadise_03_s,Speech,puppies,puppies,Locale_SubScenario:event_nyanyaparadise_03_s_67,True,,3,idle,,1,delight,,black,black,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,sfx_scn_dogbark,,,,,,
event_nyanyaparadise_03_s_68,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_68,False,,3,idle,,1,delight,,black,black,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_69,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_69,True,,3,idle,,1,delight,,L_30,L_30,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_70,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_70,True,,3,idle,,1,delight,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_71,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_71,True,,3,idle,,1,delight,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_72,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_72,True,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_73,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_73,True,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,9,delight,,13,delight,,,,,,,
event_nyanyaparadise_03_s_74,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_74,True,,3,idle,,1,shy,,L_70,L_70,1.0,,,,5,delight,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_75,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_75,True,,3,idle,,1,shy,,L_30,L_30,1.0,,,,5,delight,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_76,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_76,True,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,sad,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_77,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_77,True,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,sad,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_78,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_78,False,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,sad,,7,idle,,9,delight,,13,idle,,event_nyanyaparadise_03_s_80,,,,,
event_nyanyaparadise_03_s_79,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_79,False,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,sad,,7,idle,,9,delight,,13,idle,,event_nyanyaparadise_03_s_82,,,,,
event_nyanyaparadise_03_s_80,40022,event_nyanyaparadise_03_s,Speech,max,max,Locale_SubScenario:event_nyanyaparadise_03_s_80,True,,3,idle,,1,shy,,max_130,max_130,1.0,,,,5,sad,,7,idle,,9,delight,,13,angry,sfx_scn_growl,,,,,,
event_nyanyaparadise_03_s_81,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_81,False,,3,idle,,1,shy,,max_130,max_130,1.0,,,,5,sad,,7,idle,,9,delight,,13,delight,,event_nyanyaparadise_03_s_82,,,,,
event_nyanyaparadise_03_s_82,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_82,True,,3,idle,,1,shy,,XS_50,XS_50,1.0,,,,5,delight,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_83,40022,event_nyanyaparadise_03_s,Narration,,,Locale_SubScenario:event_nyanyaparadise_03_s_83,False,,3,idle,,1,idle,Park,black,black,1.0,none,,,5,delight,,7,idle,,9,delight,,13,idle,,,biscuit,leona,puppies,max,
event_nyanyaparadise_03_s_84,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_84,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_85,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_85,True,,3,"expression_0,idle",,1,angry,,L_30,L_30,1.0,bgm_story_girlstalk,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_86,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_86,True,,3,idle,,1,angry,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_87,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_87,False,,3,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_88,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_88,True,,3,idle,,1,angry,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_89,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_89,True,,3,idle,,1,angry,,XS_10,XS_100,0.5,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_90,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_90,True,,3,idle,,1,angry,,L_300,L_300,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_91,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_91,True,,3,idle,,1,angry,,L_300,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_92,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_92,True,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_93,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_93,True,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_94,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_94,False,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_95,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_95,True,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,Low_2
event_nyanyaparadise_03_s_96,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_96,False,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_98,,,,,
event_nyanyaparadise_03_s_97,40022,event_nyanyaparadise_03_s,Choice,,,Locale_SubScenario:event_nyanyaparadise_03_s_97,False,,3,idle,,1,angry,,31,31,1.0,,,,,,,,,,,,,,,,event_nyanyaparadise_03_s_105,,,,,
event_nyanyaparadise_03_s_98,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_98,False,,3,idle,,1,surprise,,31,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_99,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_99,False,,3,idle,,1,special,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_100,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_100,False,,3,idle,,1,special,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_101,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_101,True,,3,idle,,1,special,,XS_10,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_102,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_102,False,,3,idle,,1,special,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_103,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_103,True,,3,idle,,1,special,,XS_100,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
