id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
snowfall_global_12_67,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_67,False,,10,10,1.0,,,,,,,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_68,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_68,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_69,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_69,True,,10,10,1.0,,,snowfall_global_12_79,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_70,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_70,False,none,black,black,1.0,,bgm_story_marrybad,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma
snowfall_global_12_71,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_71,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_72,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_72,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_73,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_73,True,HotSpringInnOut_s,1,10,1.0,,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_74,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_74,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_75,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_75,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_76,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_76,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_77,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_77,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_78,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_78,True,,10,10,1.0,,,snowfall_global_12_79,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_79,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_79,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,,,,,,,,,,,
snowfall_global_12_80,80903,snowfall_global_12,Narration,Locale_SubScenario:snowfall_global_12_80,False,,black,black,1.0,,,,,,,,1,think,,,,,,,,,,,,,,,,,,
