id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
event_alonesurvivor_06_e_24,40033,event_alonesurvivor_06_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_06_e_24,True,,1,idle,,6,6,1.0,,alice,,,,,3,idle,,5,delight,,7,idle,,
event_alonesurvivor_06_e_25,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_25,True,,1,idle,,1,S_10,0.5,,tove,,,,,3,idle,,5,delight,,7,idle,,
event_alonesurvivor_06_e_26,40033,event_alonesurvivor_06_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_06_e_26,False,,1,idle,,S_10,S_10,1.0,,,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_27,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_27,True,,1,idle,,S_10,2,1.0,,ludmilla,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_28,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_28,True,,1,idle,,2,2,1.0,,ludmilla,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_29,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_29,False,,1,idle,,2,2,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_30,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_30,True,,1,idle,,2,2,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_31,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_31,True,,1,surprise,,2,2,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_32,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_32,True,,1,idle,,2,2,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_33,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_33,True,,1,no,,2,2,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_34,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_34,True,,1,no,,2,2,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_35,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_35,True,,1,sad,,2,S_10,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_36,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_36,True,,1,sad,,S_10,S_10,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_37,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_37,True,,1,idle,,S_10,S_10,1.0,,tove,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_38,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_38,True,,1,idle,,S_10,S_10,1.0,,tove,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_39,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_39,True,,1,delight,,S_10,S_10,1.0,,tove,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_40,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_40,True,,1,delight,,S_10,S_10,1.0,,tove,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_41,40033,event_alonesurvivor_06_e,Self,Self,Locale_SubScenario:event_alonesurvivor_06_e_41,False,,1,delight,,S_10,S_10,1.0,,,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_42,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_42,False,,1,idle,,S_10,3,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_43,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_43,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_44,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_44,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_45,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_45,True,,1,idle,,3,3,1.0,none,ludmilla,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_46,40033,event_alonesurvivor_06_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_06_e_46,False,,1,idle,RuinIndoor,3,17,1.0,bgm_secondhand,,,,,,3,idle,,5,idle,,7,idle,,
event_alonesurvivor_06_e_47,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_47,True,,1,idle,,17,30,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_48,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_48,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_49,40033,event_alonesurvivor_06_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_06_e_49,True,,1,idle,,30,4,1.0,,alice,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_50,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_50,True,,1,idle,,4,4,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_51,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_51,True,,1,idle,,4,4,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_52,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_52,True,,1,idle,,4,4,1.0,,ludmilla,,,,,3,think,,5,idle,,7,idle,,
event_alonesurvivor_06_e_53,40033,event_alonesurvivor_06_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_06_e_53,True,,1,idle,,4,4,1.0,,alice,,,,,3,think,,5,delight,,7,idle,,
event_alonesurvivor_06_e_54,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_54,True,,1,idle,,4,30,1.0,,ludmilla,,,,,3,think,,5,delight,,7,idle,,
event_alonesurvivor_06_e_55,40033,event_alonesurvivor_06_e,Speech,neve,Locale_SubScenario:event_alonesurvivor_06_e_55,True,,1,idle,,30,30,1.0,,neve,,,,,3,think,,5,delight,,7,idle,alice,
event_alonesurvivor_06_e_56,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_56,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,7,idle,,
event_alonesurvivor_06_e_57,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_57,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,7,idle,,
event_alonesurvivor_06_e_58,40033,event_alonesurvivor_06_e,Speech,neve,Locale_SubScenario:event_alonesurvivor_06_e_58,True,,1,idle,,70,70,1.0,,neve,,,,,3,think,,,,,7,good,,
event_alonesurvivor_06_e_59,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_59,True,,1,surprise,,2,2,1.0,,tove,,,,,3,think,,,,,7,good,,
event_alonesurvivor_06_e_60,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_60,True,,1,surprise,,2,2,1.0,,ludmilla,,,,,3,think,,,,,7,idle,,
event_alonesurvivor_06_e_61,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_61,True,,1,idle,,2,2,1.0,,ludmilla,,,,,3,think,,,,,7,idle,,
event_alonesurvivor_06_e_62,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_62,True,,1,idle,,2,3,1.0,,ludmilla,,,,,3,think,,,,,7,idle,,neve
event_alonesurvivor_06_e_63,40033,event_alonesurvivor_06_e,Self,Self,Locale_SubScenario:event_alonesurvivor_06_e_63,False,,1,idle,,3,3,1.0,,,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_64,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_64,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_65,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_65,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_66,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_66,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_67,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_67,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_68,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_68,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_69,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_69,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_70,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_70,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_71,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_71,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_72,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_72,True,,1,idle,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_73,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_73,True,,1,surprise,,3,3,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_74,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_74,False,,1,surprise,,1,S_10,0.5,,tove,Low_2,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_75,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_75,True,,1,surprise,,3,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_76,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_76,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_77,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_77,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_78,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_78,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_79,40033,event_alonesurvivor_06_e,Self,Self,Locale_SubScenario:event_alonesurvivor_06_e_79,False,,1,idle,,30,30,1.0,,,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_80,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_80,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_81,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_81,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_82,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_82,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_83,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_83,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_84,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_84,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_85,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_85,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_86,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_86,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_87,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_87,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_88,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_88,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_89,40033,event_alonesurvivor_06_e,Self,Self,Locale_SubScenario:event_alonesurvivor_06_e_89,False,,1,idle,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_90,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_90,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_91,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_91,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_92,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_92,True,,1,idle,,30,30,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_93,40033,event_alonesurvivor_06_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_06_e_93,False,,1,idle,,30,17,1.0,,,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_94,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_94,True,,1,idle,,17,17,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_95,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_95,True,,1,idle,,17,170,0.5,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_96,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_96,True,,1,idle,,170,170,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_97,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_97,True,,1,idle,,170,170,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_98,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_98,True,,1,idle,,170,17,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_99,40033,event_alonesurvivor_06_e,Self,Self,Locale_SubScenario:event_alonesurvivor_06_e_99,False,,1,sad,,17,2,1.0,none,,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_100,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_100,False,,1,sad,,2,2,1.0,bgm_story_shapeofhope,tove,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_101,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_101,True,,1,sad,,2,2,1.0,,ludmilla,,,,,3,think,,,,,,,,
event_alonesurvivor_06_e_102,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_102,True,,1,think,,2,2,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_103,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_103,True,,1,think,,2,2,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_104,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_104,True,,1,think,,2,2,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_105,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_105,True,,1,think,,2,2,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_106,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_106,True,,1,think,,2,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_107,40033,event_alonesurvivor_06_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_06_e_107,True,,1,think,,30,30,1.0,,ludmilla,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_108,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_108,False,,1,surprise,,S_10,S_10,1.0,,tove,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_109,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_109,False,,1,think,,S_10,S_10,1.0,,tove,,,,,3,idle,,,,,,,,
event_alonesurvivor_06_e_110,40033,event_alonesurvivor_06_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_06_e_110,True,,1,think,,S_10,S_100,1.0,,tove,,,,,3,idle,,,,,,,,
