id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_lastkingdom2_03_e_41,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_41,True,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_42,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_42,True,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_43,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_43,True,,31,10,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_44,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_44,True,,10,10,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_45,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_45,True,,10,100,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_46,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_46,True,,100,100,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_47,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_47,True,,100,100,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_48,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_48,True,,100,100,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_49,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_49,False,,100,XXS_300,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_50,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_50,False,,XXS_300,XXS_300,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_51,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_51,True,,XXS_300,XXS_30,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_52,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_52,True,,XXS_30,XXS_30,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_53,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_53,True,,XXS_30,31,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_54,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_54,True,,31,31,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_55,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_55,True,,31,10,1.0,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_56,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_56,True,,10,100,0.5,,,,3,angry_03,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_57,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_57,True,CrownCastleDiningRoom_d,75,75,1.0,event_bgm_lastkingdom_ownplace,black,,3,angry_03,chime,kilo,5,idle,,talos,7,idle,,,1,idle,crown,,,,,,,,,,
event_lastkingdom2_03_e_58,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_58,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_59,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_59,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_60,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_60,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_61,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_61,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_62,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_62,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_63,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_63,False,,75,5,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_64,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_64,True,,5,S_50,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_65,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_65,True,,S_50,S_50,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_66,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_66,True,,S_50,S_50,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_67,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_67,True,,S_50,S_50,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_68,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_68,True,,S_50,S_50,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_69,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_69,True,,S_50,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_70,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_70,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_71,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_71,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_72,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_72,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_73,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_73,True,,75,75,1.0,,,,,,,,5,idle,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_74,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_74,True,,75,75,1.0,,,,,,,,5,think,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_75,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_75,False,,75,75,1.0,,,,,,,,5,think,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_76,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_76,True,,75,75,1.0,,,,,,,,5,think,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_77,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_77,True,,75,75,1.0,,,,,,,,5,angry,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_78,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_78,True,,75,75,1.0,,,,,,,,5,angry,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_79,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_79,False,,75,75,1.0,,,,,,,,5,angry,,,7,idle,,,,,,,,,,,,,,,
event_lastkingdom2_03_e_80,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_80,True,CrownCastleFrontYard_d,XXS_300,XXS_30,1.0,event_bgm_lastkingdom_tothelast,black,chime,3,void,,,5,angry,,,7,idle,,crown,1,idle,,snowwhite,13,idle,,hongryeon,15,idle,rapunzel,17,idle
event_lastkingdom2_03_e_81,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_81,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_82,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_82,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_83,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_83,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_84,40046,event_lastkingdom2_03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_03_e_84,True,,170,170,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_85,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_85,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_86,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_86,True,,XXS_30,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_87,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_87,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_88,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_88,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_89,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_89,True,,XXS_300,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_90,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_90,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_91,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_91,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_92,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_92,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_93,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_93,True,,XXS_30,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_94,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_94,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_95,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_95,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_96,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_96,True,,XXS_300,XXS_300,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_97,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_97,True,,XXS_300,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_98,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_98,True,,XXS_30,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_99,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_99,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_100,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_100,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_101,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_101,True,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_102,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_102,False,,53,53,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_103,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_103,True,,53,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_104,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_104,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_105,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_105,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
event_lastkingdom2_03_e_106,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_106,True,,XXS_30,XXS_30,1.0,,,,3,void,,,5,idle,,,7,idle,,,1,idle,,,13,idle,,,15,idle,,17,idle
