id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_phantomthiefvsdetective_05_e_41,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_41,True,,S_120,13,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,idle,
event_phantomthiefvsdetective_05_e_42,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_42,True,,13,13,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,idle,
event_phantomthiefvsdetective_05_e_43,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_43,True,,13,13,1.0,,,,,,,12,idle,,,,,,,14,idle,,,16,idle,
event_phantomthiefvsdetective_05_e_44,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_44,True,,13,S_120,1.0,,,,,,,12,idle,,,,,,,14,idle,,,16,idle,
event_phantomthiefvsdetective_05_e_45,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_45,False,,S_120,S_1400,0.5,,,,,,,12,idle,,,,,,,14,shy,,,16,idle,
event_phantomthiefvsdetective_05_e_46,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_46,True,,S_1400,S_1400,1.0,,sfx_scn_handheldcute,,,,,12,idle,,,,,,,14,shy,,,16,idle,
event_phantomthiefvsdetective_05_e_47,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_47,True,,S_1400,S_1600,1.0,,,,,,,12,idle,,,,,,,14,shy,,,16,think,
event_phantomthiefvsdetective_05_e_48,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_48,True,,S_1600,S_160,1.0,,,,,,,12,idle,,,,,,,14,shy,,,16,think,
event_phantomthiefvsdetective_05_e_49,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_49,True,,S_160,S_160,1.0,,,,,,,12,idle,,,,,,,14,shy,,,16,think,
event_phantomthiefvsdetective_05_e_50,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_50,True,,S_160,S_1400,0.5,,sfx_scn_handheldcute,,,,,12,idle,,,,,,,14,shy,,,16,think,
event_phantomthiefvsdetective_05_e_51,40059,event_phantomthiefvsdetective_05_e,Narration,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_05_e_51,False,Drain,black,black,1.0,none,,,,black,,12,idle,quiry,phantom,12,no,,quency_e,14,idle_2,miranda_c,,16,think,novel
event_phantomthiefvsdetective_05_e_52,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_52,False,,12,L_120,1.0,bgm_inark,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_53,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_53,True,,L_120,L_120,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_54,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_54,True,,L_120,L_120,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_55,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_55,True,,L_120,S_140,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_56,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_56,True,,S_140,S_140,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_57,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_57,True,,S_140,S_140,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_58,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_58,True,,S_140,S_140,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_59,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_59,True,,S_140,13,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_60,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_60,True,,13,13,1.0,,,,,,,,,,,12,no,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_61,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_61,True,,13,13,1.0,,,,,,,,,,,12,idle,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_62,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_62,True,,13,13,1.0,,,,,,,,,,,12,idle,,,14,delight_2,,,,,
event_phantomthiefvsdetective_05_e_63,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_63,True,,13,13,1.0,,,,,,,,,,,12,idle,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_64,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_64,True,,13,13,1.0,,,,,,,,,,,12,idle,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_65,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_65,True,,13,13,1.0,,,,,,,,,,,12,surprise,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_66,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_66,True,,13,13,1.0,,,,,,,,,,,12,surprise,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_67,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_67,True,,13,13,1.0,,,,,,,,,,,12,surprise,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_68,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_68,True,,13,13,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_69,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_69,False,,13,L_120,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_70,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_70,True,,L_120,L_120,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_71,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_71,True,,L_120,L_120,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_72,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_72,True,,L_120,L_120,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_73,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_73,True,,L_120,L_120,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_74,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_74,True,,L_120,13,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_75,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_75,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_76,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_76,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_77,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_77,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_78,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_78,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_79,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_79,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_80,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_80,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_81,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_81,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_82,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_82,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_83,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_83,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,idle_2,,,,,
event_phantomthiefvsdetective_05_e_84,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_84,True,,13,13,1.0,,,,,,,,,,,12,sad,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_85,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_85,True,,13,L_120,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_86,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_86,True,,L_120,L_120,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_87,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_87,True,,L_120,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_88,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_88,True,,S_140,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_89,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_89,True,,S_140,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_90,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_90,True,,S_140,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_91,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_91,True,,S_140,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_92,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_92,True,,S_140,S_140,1.0,,,,,,,,,,,12,surprise,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_93,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_93,True,,S_140,L_120,1.0,,,,,,,,,,,12,smile,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_94,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_94,True,,L_120,L_120,1.0,,,,,,,,,,,12,smile,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_95,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_95,True,,L_120,13,1.0,,,,,,,,,,,12,smile,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_96,40059,event_phantomthiefvsdetective_05_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_05_e_96,True,,13,13,1.0,,,,,,,,,,,12,smile,,,14,think_2,,,,,
event_phantomthiefvsdetective_05_e_97,40059,event_phantomthiefvsdetective_05_e,Narration,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_05_e_97,False,,13,13,1.0,,,,,,,,,,,12,smile,,,14,think_2,,,,,
