id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,set_filter_01,set_filter_02,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_seayouagain_19_55,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_55,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_56,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_56,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_57,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_57,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_58,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_58,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_59,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_59,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_60,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_60,False,Beach_n,17,17,1.0,,,black,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_61,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_61,False,,17,17,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_62,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_62,False,,17,170,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_63,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_63,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_64,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_64,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_65,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_65,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_66,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_66,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_67,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_67,True,,2,2,1.0,,,,,,,,,3,angry,,,1,idle,,,,,
d_ex_seayouagain_19_68,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_68,False,,2,2,1.0,,,,,,,,,3,angry,,,1,idle,,,,,
d_ex_seayouagain_19_69,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_69,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_70,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_70,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_71,80600,d_ex_seayouagain_19,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_19_71,False,,2,17,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_72,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_72,False,,17,17,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_73,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_73,True,,3,S_30,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_74,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_74,True,,S_30,S_30,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_75,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_75,True,,S_30,S_30,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_76,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_76,True,,S_30,S_30,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_77,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_77,True,,S_30,S_30,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_78,80600,d_ex_seayouagain_19,Choice,,,Locale_SuddenStory:d_ex_seayouagain_19_78,False,,S_30,2,1.0,,d_ex_seayouagain_19_80,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_79,80600,d_ex_seayouagain_19,Choice,,,Locale_SuddenStory:d_ex_seayouagain_19_79,False,,S_30,2,1.0,,d_ex_seayouagain_19_85,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_80,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_80,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_81,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_81,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_82,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_82,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_83,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_83,False,,2,2,1.0,,d_ex_seayouagain_19_84,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_84,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_84,True,,2,2,1.0,,d_ex_seayouagain_19_86,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_85,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_85,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_86,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_86,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_87,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_87,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_88,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_88,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_89,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_89,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_90,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_90,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_91,80600,d_ex_seayouagain_19,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_19_91,False,,black,black,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_92,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_92,False,,S_30,S_300,0.5,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_93,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_93,True,,S_300,S_300,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_94,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_94,True,,S_300,S_300,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_95,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_95,False,,S_300,S_300,1.0,,,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_96,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_96,True,,10,100,0.5,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_97,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_97,True,,100,100,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_98,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_98,True,,100,S_300,0.5,,,,,,,,,3,angry,,,1,angry,,,,,
d_ex_seayouagain_19_99,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_99,True,,S_300,S_300,1.0,,,,,,,,,3,angry,,,1,angry,,,,,
d_ex_seayouagain_19_100,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_100,True,,S_300,S_300,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_101,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_101,False,,black,black,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_102,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_102,True,,black,black,1.0,,,,,,,,,3,idle,,,1,angry,,rapi_s,17,think,
d_ex_seayouagain_19_103,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_103,True,,17,17,1.0,,,,Low_2,Blur_High,Red,,,3,idle,,,1,angry,,,17,think,
d_ex_seayouagain_19_104,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_104,True,,17,17,1.0,,,,Low_2,Blur_High,Red,,,3,idle,,,1,angry,,,17,think,
d_ex_seayouagain_19_105,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_105,True,,17,17,1.0,,,,,Blur_High,Red,,,3,idle,,,1,angry,,,17,think,
d_ex_seayouagain_19_106,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_106,True,,17,170,1.0,,,,,Blur_High,Red,,,3,idle,,,1,angry,,,17,think,
d_ex_seayouagain_19_107,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_107,True,,170,170,1.0,,,,,Red,Vignetting,,,3,surprise,,,1,angry,,,9,think,
d_ex_seayouagain_19_108,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_108,True,,170,17,1.0,,,,,Red,Vignetting,,,3,surprise,,,1,angry,,,9,think,
d_ex_seayouagain_19_109,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_109,True,,17,17,1.0,,,,,Red,Vignetting,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_110,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_110,True,,17,17,1.0,,,,,Red,Vignetting,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_111,80600,d_ex_seayouagain_19,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_19_111,False,,17,17,1.0,,,white,,,,sfx_scn_wavebreak,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_112,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_112,False,,17,1,1.0,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_113,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_113,True,,1,10,1.0,,,,,,,,,3,sad,,,1,think,,,9,think,
d_ex_seayouagain_19_114,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_114,True,,10,10,1.0,,,,,,,,,3,sad,,,1,think,,,9,think,
d_ex_seayouagain_19_115,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_115,True,,3,S_300,0.3,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_116,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_116,True,,S_300,S_300,1.0,,,,Low_2,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_117,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_117,False,,black,black,1.0,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_118,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_118,True,,1,100,0.3,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_119,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_119,False,,100,100,1.0,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_120,80600,d_ex_seayouagain_19,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_19_120,False,,9,90,0.3,,,,,Blur_High,Red,sfx_scn_screamfilter,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_121,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_121,False,,90,90,1.0,,,,,Blur_High,Red,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_122,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_122,True,,1,10,0.5,,,,,,,,,3,sad,,,1,angry,,,9,think,
d_ex_seayouagain_19_123,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_123,True,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,9,think,rapi_s
d_ex_seayouagain_19_124,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_124,True,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
