id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_filter_01,set_filter_02,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/hide_char_id,characters/3/hide_char_id
event_unbreakablesphere2_06_s_19,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_19,False,,1,idle,,3,idle,,31,3,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_20,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_20,False,,1,idle,,3,idle,,3,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_21,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_21,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_22,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_22,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_23,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_23,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_24,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_24,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_25,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_25,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_26,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_26,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_27,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_27,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_28,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_28,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_29,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_29,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_30,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_30,False,,1,idle,,3,idle,,L_30,L_300,1.0,,,Red,Vignetting,,,,,,,,,,,,
event_unbreakablesphere2_06_s_31,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_31,False,,1,idle,,3,idle,,L_300,L_300,1.0,,,Red,Vignetting,,,,,,,,,,,,
event_unbreakablesphere2_06_s_32,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_32,False,,1,idle,,3,idle,,L_300,L_300,1.0,,,Red,Vignetting,,,,,,,,,,,,
event_unbreakablesphere2_06_s_33,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_33,False,,1,idle,,3,idle,,L_300,L_300,1.0,,,Red,Vignetting,,,,,,,,,,,,
event_unbreakablesphere2_06_s_34,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_34,False,,1,idle,,3,idle,,black,black,1.0,,,Red,Vignetting,,,,,,,,,,,,
event_unbreakablesphere2_06_s_35,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_35,True,,1,think,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_36,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_36,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_37,40076,event_unbreakablesphere2_06_s,Narration,yuni_n,,Locale_MainScenario:event_unbreakablesphere2_06_s_37,False,,1,think,,3,idle,,L_300,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_38,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_38,True,,1,idle,,3,idle,,100,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_39,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_39,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_40,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_40,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_41,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_41,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_42,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_42,True,,1,idle,,3,idle,,10,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_43,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_43,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_44,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_44,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_45,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_45,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_46,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_46,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_47,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_47,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_48,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_48,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_49,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_49,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_50,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_50,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_51,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_51,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_52,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_52,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_53,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_53,True,,1,idle,,3,idle,,31,1,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_54,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_54,True,,1,idle,,3,idle,,1,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_55,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_55,False,,1,idle,,3,idle,,10,10,1.0,,sfx_scn_largewinchpull,,,Low_2,,,,,,,,,,,
event_unbreakablesphere2_06_s_56,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_56,True,,1,think,,3,idle,,10,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_57,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_57,True,,1,think,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_58,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_58,False,,1,think,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_59,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_59,True,,1,think,,3,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_60,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_60,False,,1,think,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_61,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_61,True,,1,think,,3,idle,,100,10,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_62,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_62,False,,1,think,,3,idle,,10,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_63,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_63,False,,1,think,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_64,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,bubble,Locale_MainScenario:event_unbreakablesphere2_06_s_64,True,,1,think,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_65,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_65,True,,1,surprise,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_66,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_66,False,,1,surprise,,3,idle,,31,31,1.0,,sfx_scn_largewinchpull,,,Low_2,,,,,,,,,,,
event_unbreakablesphere2_06_s_67,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,bubble,Locale_MainScenario:event_unbreakablesphere2_06_s_67,True,,1,surprise,,3,idle,,31,31,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_68,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_68,True,,1,angry,,3,idle,,10,100,0.5,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_69,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_69,True,,1,angry,,3,idle,,L_30,L_300,0.5,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_70,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_70,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_71,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_71,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_72,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_72,False,,1,angry,,3,idle,,black,black,1.0,,sfx_scn_mermaid1shot,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_73,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_73,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_74,40076,event_unbreakablesphere2_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_06_s_74,False,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_75,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_75,True,,1,idle,,3,idle,,L_300,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_76,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_76,True,,1,idle,,3,idle,,100,1300,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_77,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_77,False,,1,idle,,3,idle,,black,black,1.0,,sfx_scn_bigwatersplash,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_78,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_78,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_79,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_79,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_80,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_80,True,,1,angry,,3,idle,,100,100,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_81,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_81,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_82,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_82,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_83,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_83,True,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_84,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_84,False,,1,angry,,3,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_unbreakablesphere2_06_s_85,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_85,False,,1,angry,,3,idle,,black,black,1.0,,sfx_scn_shield,,,,littlemermaid,13,idle,mori,15,think,,,,,
event_unbreakablesphere2_06_s_86,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_86,False,,1,idle,,3,idle,,100,100,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_87,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_87,False,,1,idle,,3,idle,,100,1,2.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_88,40076,event_unbreakablesphere2_06_s,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere2_06_s_88,False,,1,idle,,3,idle,,1,1315,1.5,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_89,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_89,True,,1,idle,,3,idle,,1315,1315,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_90,40076,event_unbreakablesphere2_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_06_s_90,True,,1,idle,,3,idle,,1315,113,1.5,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_91,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_91,True,,1,idle,,3,idle,,113,113,1.0,none,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_92,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_92,False,,1,idle,,3,idle,TreeOfWater_r,black,black,1.0,event_bgm_ubsphere_aapiller,,,,,,13,idle,mori,15,think,mihara_b,yuni_n,black,,
event_unbreakablesphere2_06_s_93,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_93,True,,,,,,,,S_150,S_150,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_94,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_94,True,,,,,,,,S_150,1315,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_95,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_95,True,,,,,,,,1315,1315,1.0,,,,,,,13,idle,,15,think,,,,,
event_unbreakablesphere2_06_s_96,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_96,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_97,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_97,False,,,,,,,,1315,15,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_98,40076,event_unbreakablesphere2_06_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_06_s_98,False,,,,,,,,15,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_99,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_99,True,,,,,,,,S_150,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_100,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_100,True,,,,,,,,S_150,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_101,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_101,True,,,,,,,,S_150,S_150,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_102,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_102,True,,,,,,,,L_130,L_1300,0.5,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_103,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_103,True,,,,,,,,L_1300,L_1300,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_104,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_104,True,,,,,,,,L_1300,L_1300,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_105,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_105,True,,,,,,,,S_1500,S_1500,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_106,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_106,True,,,,,,,,L_1300,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_107,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_107,True,,,,,,,,L_130,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_108,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_108,True,,,,,,,,L_130,L_130,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_109,40076,event_unbreakablesphere2_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_06_s_109,True,,,,,,,,L_130,1315,1.0,,,,,,,13,delight,,15,think,,,,,
event_unbreakablesphere2_06_s_110,40076,event_unbreakablesphere2_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_06_s_110,True,,,,,,,,1315,1315,1.0,,,,,,,13,delight,,15,think,,,,,
