id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_brandnewyear_04_e_11,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_11,True,,S_150,S_150,1.0,,,,,,1,idle,sugar_p,15,shy,,,3,idle
event_brandnewyear_04_e_12,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_12,True,,S_150,S_1500,0.5,,,Low_2,,,1,idle,,15,shy,,,3,idle
event_brandnewyear_04_e_13,40005,event_brandnewyear_04_e,Self,,,Locale_SubScenario:event_brandnewyear_04_e_13,False,,S_1500,S_1500,1.0,,,,,,1,idle,,15,shy,,,3,idle
event_brandnewyear_04_e_14,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_14,True,,31,31,1.0,,,,,,1,idle,,15,shy,sugar_p,,3,idle
event_brandnewyear_04_e_15,40005,event_brandnewyear_04_e,Self,,,Locale_SubScenario:event_brandnewyear_04_e_15,False,,31,31,1.0,,,,,,1,idle,,,,,,3,idle
event_brandnewyear_04_e_16,40005,event_brandnewyear_04_e,Speech,julia_p,julia,Locale_SubScenario:event_brandnewyear_04_e_16,True,,31,31,1.0,,,,,,1,idle,,,,,,3,delight
event_brandnewyear_04_e_17,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_17,True,,31,1,1.0,,,,,,1,delight,,,,,,3,delight
event_brandnewyear_04_e_18,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_18,True,,1,1,1.0,,,,,,1,delight,,,,,,3,delight
event_brandnewyear_04_e_19,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_19,True,,1,S_10,1.0,,,,,,1,delight,,,,,,3,delight
event_brandnewyear_04_e_20,40005,event_brandnewyear_04_e,Self,,,Locale_SubScenario:event_brandnewyear_04_e_20,False,,S_10,S_10,1.0,,,,,,1,delight,,,,,,3,delight
event_brandnewyear_04_e_21,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_21,True,,S_10,S_10,1.0,,,,,,1,delight,,,,,,3,delight
event_brandnewyear_04_e_22,40005,event_brandnewyear_04_e,Self,,,Locale_SubScenario:event_brandnewyear_04_e_22,False,,S_10,S_30,1.0,,,,,,1,idle,,,,,,3,idle
event_brandnewyear_04_e_23,40005,event_brandnewyear_04_e,Speech,julia_p,julia,Locale_SubScenario:event_brandnewyear_04_e_23,True,,S_30,S_30,1.0,,,,,,1,idle,,,,,,3,think
event_brandnewyear_04_e_24,40005,event_brandnewyear_04_e,Speech,julia_p,julia,Locale_SubScenario:event_brandnewyear_04_e_24,True,,S_30,S_30,1.0,,,,,,1,idle,,,,,,3,idle
event_brandnewyear_04_e_25,40005,event_brandnewyear_04_e,Narration,,,Locale_SubScenario:event_brandnewyear_04_e_25,False,,black,black,1.0,none,,,,,1,idle,,,,,,3,idle
event_brandnewyear_04_e_26,40005,event_brandnewyear_04_e,Narration,,,Locale_SubScenario:event_brandnewyear_04_e_26,False,,black,black,1.0,,sfx_scn_bikeengine,,,,1,idle,,,,,,3,idle
event_brandnewyear_04_e_27,40005,event_brandnewyear_04_e,Monologue,,,Locale_SubScenario:event_brandnewyear_04_e_27,False,,S_130,S_130,1.0,,,,,,1,idle,sugar_p,13,idle,,,3,idle
event_brandnewyear_04_e_28,40005,event_brandnewyear_04_e,Choice,,,Locale_SubScenario:event_brandnewyear_04_e_28,False,,S_130,S_130,1.0,,,,event_brandnewyear_04_e_30,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_29,40005,event_brandnewyear_04_e,Choice,,,Locale_SubScenario:event_brandnewyear_04_e_29,False,,S_130,S_130,1.0,,,,event_brandnewyear_04_e_30,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_30,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_30,True,,S_130,13,1.0,bgm_story_backtonormal,,,,,1,idle,,13,delight,,,3,idle
event_brandnewyear_04_e_31,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_31,True,,13,13,1.0,,,,,,1,idle,,13,delight,,,3,idle
event_brandnewyear_04_e_32,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_32,True,,13,13,1.0,,,,,,1,idle,,13,delight,,,3,idle
event_brandnewyear_04_e_33,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_33,True,,13,S_130,0.5,,,Low_2,,,1,idle,,13,delight,,,3,idle
event_brandnewyear_04_e_34,40005,event_brandnewyear_04_e,Self,,,Locale_SubScenario:event_brandnewyear_04_e_34,False,,S_130,S_130,1.0,,,,,,1,idle,,13,delight,,,3,idle
event_brandnewyear_04_e_35,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_35,True,,S_130,113,1.0,,,,,,1,idle,,13,surprise,,,3,idle
event_brandnewyear_04_e_36,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_36,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_37,40005,event_brandnewyear_04_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_04_e_37,True,,113,113,1.0,,,,,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_38,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_38,True,,113,1,1.0,,,,,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_39,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_39,True,,1,1,1.0,,,,,,1,idle,,13,idle,,,3,idle
event_brandnewyear_04_e_40,40005,event_brandnewyear_04_e,Speech,helm_p,helm,Locale_SubScenario:event_brandnewyear_04_e_40,True,,1,S_10,1.0,,,,,,1,idle,,13,idle,,,3,idle
