id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_cherryblossom_05_e_34,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_34,True,,L_30,L_300,2.0,,,,,1,delight,,3,shy
event_cherryblossom_05_e_35,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_35,True,,L_300,L_300,1.0,,,,,1,delight,,3,shy
event_cherryblossom_05_e_36,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_36,True,,L_300,L_300,1.0,,,,,1,delight,,3,shy
event_cherryblossom_05_e_37,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_37,True,,10,10,1.0,,,,,1,delight,,3,shy
event_cherryblossom_05_e_38,40011,event_cherryblossom_05_e,Self,,,Locale_SubScenario:event_cherryblossom_05_e_38,False,,10,10,1.0,,,,,1,delight,,3,shy
event_cherryblossom_05_e_39,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_39,True,,10,10,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_40,40011,event_cherryblossom_05_e,Monologue,,,Locale_SubScenario:event_cherryblossom_05_e_40,False,,black,black,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_41,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_41,True,,10,10,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_42,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_42,True,,10,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_43,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_43,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_44,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_44,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_45,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_45,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_46,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_46,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_47,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_47,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_48,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_48,True,,2,2,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_49,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_49,True,,2,10,1.0,none,,,,1,idle,,3,shy
event_cherryblossom_05_e_50,40011,event_cherryblossom_05_e,Monologue,,,Locale_SubScenario:event_cherryblossom_05_e_50,False,,10,10,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_51,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_51,True,,10,10,1.0,,,,,1,idle,,3,shy
event_cherryblossom_05_e_52,40011,event_cherryblossom_05_e,Self,,,Locale_SubScenario:event_cherryblossom_05_e_52,False,,10,10,1.0,,,,,1,idle,,3,shy
