id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,conversation_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_overthehorizon_04_s_71,40081,event_overthehorizon_04_s,Self,Locale_SubScenario:event_overthehorizon_04_s_71,False,,10,10,1.0,,sora,,,,,,1,idle,,,,,,,,,
event_overthehorizon_04_s_72,40081,event_overthehorizon_04_s,Speech,Locale_SubScenario:event_overthehorizon_04_s_72,True,,10,31,1.0,,manstaff,manstaff,,,,,1,idle,,manstaff,3,idle,,,,,
event_overthehorizon_04_s_73,40081,event_overthehorizon_04_s,Speech,Locale_SubScenario:event_overthehorizon_04_s_73,True,,31,31,1.0,,sora,sora,,,,,1,idle,,,3,idle,,,,,
event_overthehorizon_04_s_74,40081,event_overthehorizon_04_s,Monologue,Locale_SubScenario:event_overthehorizon_04_s_74,False,,31,1,1.0,,sora,,,,,,1,idle,,,3,idle,,,,,
event_overthehorizon_04_s_75,40081,event_overthehorizon_04_s,Speech,Locale_SubScenario:event_overthehorizon_04_s_75,True,,1,1,1.0,,sora,sora,,,,,1,idle,,,3,idle,,,,,
event_overthehorizon_04_s_76,40081,event_overthehorizon_04_s,Monologue,Locale_SubScenario:event_overthehorizon_04_s_76,False,,1,1,1.0,,sora,,,,,,1,idle,,,3,idle,,,,,
event_overthehorizon_04_s_77,40081,event_overthehorizon_04_s,Narration,Locale_SubScenario:event_overthehorizon_04_s_77,False,,1,1,1.0,,sora,,sfx_scn_buggerbite,,,,1,idle,,,3,idle,,,,,
event_overthehorizon_04_s_78,40081,event_overthehorizon_04_s,Speech,Locale_SubScenario:event_overthehorizon_04_s_78,True,,1,10,1.0,,sora,sora,,,,,1,delight,,,3,idle,,,,,
event_overthehorizon_04_s_79,40081,event_overthehorizon_04_s,Speech,Locale_SubScenario:event_overthehorizon_04_s_79,False,,10,10,1.0,,sora,manstaff,,,,,1,delight,,,3,idle,,,,,
event_overthehorizon_04_s_80,40081,event_overthehorizon_04_s,Monologue,Locale_SubScenario:event_overthehorizon_04_s_80,False,,10,10,1.0,,sora,,,,,,1,delight,sora,,3,idle,manstaff,,,,
event_overthehorizon_04_s_81,40081,event_overthehorizon_04_s,Self,Locale_SubScenario:event_overthehorizon_04_s_81,False,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_overthehorizon_04_s_82,40081,event_overthehorizon_04_s,Monologue,Locale_SubScenario:event_overthehorizon_04_s_82,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
event_overthehorizon_04_s_83,40081,event_overthehorizon_04_s,Monologue,Locale_SubScenario:event_overthehorizon_04_s_83,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
