id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_lifeagain_06_s_64,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_64,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_65,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_65,True,,3,sad,,4,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_66,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_66,True,,3,sad,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_67,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_67,True,,3,sad,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_68,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_68,True,,3,sad,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_69,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_69,True,,3,sad,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_70,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_70,False,,3,sad,,XS_30,4,1.0,,,,5,think,
event_lifeagain_06_s_71,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_71,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_72,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_72,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_73,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_73,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_74,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_74,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_75,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_75,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_76,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_76,True,,3,sad,,4,L_50,1.0,,,,5,think,
event_lifeagain_06_s_77,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_77,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_78,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_78,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_79,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_79,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_80,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_80,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_81,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_81,True,,3,sad,,L_50,4,1.0,,,,5,think,
event_lifeagain_06_s_82,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_82,True,,3,sad,,4,4,1.0,,,,5,worry,
event_lifeagain_06_s_83,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_83,False,,3,sad,,4,4,1.0,,,,5,worry,
event_lifeagain_06_s_84,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_84,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_85,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_85,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_86,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_86,True,,3,sad,,4,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_87,40060,event_lifeagain_06_s,Self,rumani,Self,Locale_SubScenario:event_lifeagain_06_s_87,False,,3,sad,,L_50,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_88,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_88,True,,3,sad,,L_50,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_89,40060,event_lifeagain_06_s,Self,rumani,Self,Locale_SubScenario:event_lifeagain_06_s_89,False,,3,sad,,L_50,L_50,1.0,none,,,5,idle,
event_lifeagain_06_s_90,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_90,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_91,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_91,True,,3,sad,,L_50,L_50,1.0,bgm_story_weare,,,5,think,
event_lifeagain_06_s_92,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_92,True,,3,sad,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_93,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_93,False,,3,sad,,L_50,4,1.0,,,,5,think,
event_lifeagain_06_s_94,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_94,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_95,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_95,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_96,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_96,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_97,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_97,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_98,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_98,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_99,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_99,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_100,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_100,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_101,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_101,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_102,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_102,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_103,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_103,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_104,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_104,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_105,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_105,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_106,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_106,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_107,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_107,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_108,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_108,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_109,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_109,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_110,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_110,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_111,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_111,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_112,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_112,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_113,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_113,True,,3,sad,,4,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_114,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_114,True,,3,angry,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_115,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_115,True,,3,angry,,XS_30,XS_30,1.0,,,,5,think,
event_lifeagain_06_s_116,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_116,True,,3,angry,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_117,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_117,True,,3,angry,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_118,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_118,True,,3,angry,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_119,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_119,True,,3,angry,,L_50,L_50,1.0,,,,5,think,
event_lifeagain_06_s_120,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_120,False,,3,angry,,L_50,4,1.0,,,,5,think,
event_lifeagain_06_s_121,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_121,True,,3,angry,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_122,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_122,True,,3,angry,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_123,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_123,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_124,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_124,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_125,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_125,True,,3,sad,,4,4,1.0,,,,5,idle,
event_lifeagain_06_s_126,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_126,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_127,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_127,False,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_128,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_128,True,,3,angry,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_129,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_129,True,,3,angry,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_130,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_130,True,,3,angry,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_131,40060,event_lifeagain_06_s,Self,,Self,Locale_SubScenario:event_lifeagain_06_s_131,False,,3,angry,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_132,40060,event_lifeagain_06_s,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_06_s_132,True,,3,sad,,4,4,1.0,,,,5,think,
event_lifeagain_06_s_133,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_133,True,,3,sad,,4,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_134,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_134,True,,3,sad,,L_50,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_135,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_135,True,,3,sad,,L_50,L_50,1.0,,,,5,idle,
event_lifeagain_06_s_136,40060,event_lifeagain_06_s,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_06_s_136,True,,3,sad,,L_50,L_50,1.0,,,,5,idle,
