id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
event_lifeagain_01_s_73,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_73,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_74,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_74,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_75,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_75,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_76,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_76,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_77,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_77,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_78,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_78,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_79,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_79,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_80,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_80,True,,L_500,L_50,1.0,,,rumani,,5,surprise,
event_lifeagain_01_s_81,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_81,False,,L_50,L_50,1.0,,,,,5,surprise,
event_lifeagain_01_s_82,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_82,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_83,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_83,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_84,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_84,True,,L_50,L_50,1.0,,,rumani,,5,idle,
