id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/7/hide_char_id,characters/5/hide_char_id,jump_target,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,conversation_id,characters/1/hide_char_id,characters/8/hide_char_id
event_neverland1_03_e_11,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_11,False,,1,idle,,3,idle,,5,idle,vesti,9,idle,,black,black,1.0,,,19,idle,,17,idle,,,,ludmilla_w,noir_c,signal,delta,emma,7,surprise,,,,,,,,,,,,,,,,
event_neverland1_03_e_12,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_12,True,,,,,3,idle,,,,,9,idle,,8,8,1.0,,,,,,,,,,,,,,,,7,surprise,,,,,,,,,,,,,,,,
event_neverland1_03_e_13,40034,event_neverland1_03_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_03_e_13,True,,,,,3,idle,,,,,9,shy,,8,8,1.0,,,,,,,,,,,,,,,,7,surprise,,,,,,,,,,,,,,,,
event_neverland1_03_e_14,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_14,True,,,,,3,idle,,,,,9,shy,,8,8,1.0,,,,,,,,,,,,,,,,7,surprise,,,,,,,,,,,,,,,,
event_neverland1_03_e_15,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_15,True,,,,,3,idle,,,,,9,shy,,8,70,1.0,,,,,,,,,,,,,,,,7,idle,,,,,,,,,,,,,,,,
event_neverland1_03_e_16,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_16,False,,,,,3,idle,,,,,9,idle,,70,70,1.0,,,,,,,,,,,,,,,,7,idle,,,,,,,,,,,,,,,,
event_neverland1_03_e_17,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_17,True,,,,,3,idle,,,,,9,idle,,70,70,1.0,,,,,,,,,,,,,,,,7,idle,eunhwa,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_18,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_18,True,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_19,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_19,True,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_20,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_20,False,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_21,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_21,True,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_22,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_22,True,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_23,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_23,False,,,,,3,idle,,,,,9,idle,,19,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,idle,,,,,,,,,,,,,
event_neverland1_03_e_24,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_24,True,,,,,3,idle,,,,,9,idle,,19,190,1.0,,,,,,,,,,,,,,,,7,idle,,19,angry,,,,,,,,,,,,,
event_neverland1_03_e_25,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_25,False,,,,,3,idle,,,,,9,idle,,190,190,1.0,,,,,,,,,,,,,,,,7,idle,,19,angry,,,,,,,,,,,,,
event_neverland1_03_e_26,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_26,True,,,,,3,idle,,,,,9,idle,,190,19,1.0,,,,,,,,,,,,,,,,7,idle,,19,angry,belorta,13,idle,,,,,,,,,,
event_neverland1_03_e_27,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_27,True,,,,,3,idle,,,,,9,idle,,13,XS_130,1.0,,,,,,,,,,,,,,,,7,idle,,19,angry,,13,idle,eunhwa,,,,,,,,,
event_neverland1_03_e_28,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_28,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,7,idle,,,,,13,idle,,emma,,,,,,,,
event_neverland1_03_e_29,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_29,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_30,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_30,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_31,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_31,True,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_32,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_32,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,event_neverland1_03_e_36,,,,,,,
event_neverland1_03_e_33,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_33,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,event_neverland1_03_e_34,,,,,,,
event_neverland1_03_e_34,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_34,True,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_35,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_35,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_36,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_36,True,,,,,3,idle,,,,,9,idle,,XS_130,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_37,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_37,False,,,,,3,idle,,,,,9,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_38,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_38,True,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_39,40034,event_neverland1_03_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_03_e_39,True,,,,,3,idle,,,,,9,idle,,XS_90,XS_90,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_40,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_40,True,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_41,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_41,False,,,,,3,idle,,,,,9,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_42,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_42,False,,,,,3,idle,,,,,9,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,mica_w,17,surprise,,,,
event_neverland1_03_e_43,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_43,True,,,,,3,idle,,,,,9,idle,,17,S_170,0.5,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,17,surprise,,,,
event_neverland1_03_e_44,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_44,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_45,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_45,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_46,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_46,False,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_47,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_47,True,,,,,3,idle,,,,,9,idle,,S_170,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_48,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_48,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_49,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_49,False,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_50,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_50,True,,,,,3,idle,,,,,9,idle,,17,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,idle,,,,
event_neverland1_03_e_51,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_51,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,idle,,,,
event_neverland1_03_e_52,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_52,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,idle,,,,
event_neverland1_03_e_53,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_53,False,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,idle,,,,
event_neverland1_03_e_54,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_54,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,delight,,,,
event_neverland1_03_e_55,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_55,False,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,delight,,,,
event_neverland1_03_e_56,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_56,True,,,,,3,idle,,,,,9,idle,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,idle,,,,
event_neverland1_03_e_57,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_57,True,,,,,3,idle,,,,,9,sad,,XS_130,XS_1300,0.5,,,,,,,,,,Low_2,,,,,,,,,,,,13,delight,,,,,17,idle,,,,
event_neverland1_03_e_58,40034,event_neverland1_03_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_03_e_58,True,,,,,3,idle,,,,,9,sad,,XS_90,XS_900,0.3,,,,,,,,,,Low_2,,,,,,,,,,,,13,delight,,,,,17,idle,,,,
event_neverland1_03_e_59,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_59,False,,,,,3,idle,,,,,9,sad,,S_170,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,17,idle,,,,
event_neverland1_03_e_60,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_60,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,special,,,,
event_neverland1_03_e_61,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_61,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,special,,,,
event_neverland1_03_e_62,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_62,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,special,,,,
event_neverland1_03_e_63,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_63,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_64,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_64,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_65,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_65,False,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,sad,,,,
event_neverland1_03_e_66,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_66,True,,,,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,delight,,,,
event_neverland1_03_e_67,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_67,True,ludmilla_w,1,idle,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,delight,,,,
event_neverland1_03_e_68,40034,event_neverland1_03_e,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland1_03_e_68,True,,1,idle,,3,idle,,,,,9,idle,,17,17,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_69,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_69,True,,1,think,,3,idle,,,,,9,idle,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_70,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_70,True,,1,think,,3,idle,,,,,9,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,17,surprise,,,,
event_neverland1_03_e_71,40034,event_neverland1_03_e,Narration,,,Locale_MainScenario:event_neverland1_03_e_71,False,,1,think,,3,idle,,,,,9,idle,,black,black,1.0,,signal,19,idle,delta,17,idle,,sfx_scn_bombbeep,Low_2,,,,,,,,,,,,13,idle,,,,,17,surprise,mica_w,,,
event_neverland1_03_e_72,40034,event_neverland1_03_e,Speech,signal,signal,Locale_MainScenario:event_neverland1_03_e_72,True,,1,idle,,3,idle,,,,,9,idle,,18,18,1.0,,,19,idle,,17,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_73,40034,event_neverland1_03_e,Speech,delta,delta,Locale_MainScenario:event_neverland1_03_e_73,True,,1,idle,,3,idle,,,,,9,idle,,18,18,1.0,,,19,idle,,17,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_74,40034,event_neverland1_03_e,Narration,,,Locale_MainScenario:event_neverland1_03_e_74,False,,1,idle,,3,idle,,,,,9,idle,,17,S_170,0.3,,,19,idle,,17,idle,,sfx_scn_digshovel,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_75,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_75,False,,1,idle,,3,idle,noir_c,5,idle,,9,idle,,black,black,1.0,,,19,idle,,17,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_76,40034,event_neverland1_03_e,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland1_03_e_76,True,,1,idle,,3,idle,,5,idle,,9,idle,,3,3,1.0,,,19,idle,,17,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_77,40034,event_neverland1_03_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_03_e_77,True,,1,idle,,3,idle,,5,idle,,9,idle,,3,1,1.0,,,19,idle,,17,idle,,,,,,signal,,emma,7,idle,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_78,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_78,False,,1,idle,,3,idle,,5,idle,,9,idle,,1,1,1.0,,,,,,17,idle,,,,,,,,,7,idle,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_79,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_79,False,,1,idle,,3,idle,,5,idle,,9,idle,,19,190,1.0,,,,,,17,idle,,,,,,,,,7,idle,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_80,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_80,False,,1,idle,,3,idle,,5,idle,,9,idle,,190,190,1.0,,,,,,17,idle,,,,,,,,,7,idle,,,,,13,idle,,,,,,,,m_event_neverland1_03_e,,
event_neverland1_03_e_81,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_81,False,,1,idle,,3,idle,,5,idle,,9,idle,,190,19,1.0,none,,,,,17,idle,,,,,,,,,7,idle,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_82,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_82,False,,1,idle,,3,idle,,5,idle,,9,idle,,black,black,1.0,,,,,,17,idle,,,,,,,,,7,idle,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_104,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_104,True,,1,idle,,3,idle,,5,idle,,9,idle,HotSpringInnOut_d,XS_130,XS_130,1.0,event_bgm_neverland_snowflakes_day,,,,,17,idle,,,,,,,,,7,idle,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_105,40034,event_neverland1_03_e,Speech,delta,delta,Locale_MainScenario:event_neverland1_03_e_105,True,,1,idle,,3,idle,,5,idle,,9,idle,,S_170,S_170,1.0,,,,,,17,delight,,,,,,,,,7,idle,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_106,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_106,True,,1,idle,,3,idle,,5,idle,,9,idle,,8,8,1.0,,,,,,17,delight,,,,,,,delta,,7,idle,eunhwa,19,angry,,13,delight,,,,,,,,,,
event_neverland1_03_e_107,40034,event_neverland1_03_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_03_e_107,True,,1,idle,,3,idle,,5,idle,,9,idle,,8,8,1.0,,,,,,,,,,,,,,,,7,delight,,19,angry,,13,idle,,,,,,,,,,
event_neverland1_03_e_108,40034,event_neverland1_03_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_03_e_108,True,,1,idle,,3,idle,,5,idle,,9,delight,,8,8,1.0,,,,,,,,,,,,,,,,7,delight,,19,angry,,13,idle,,,,,,,,,,
event_neverland1_03_e_109,40034,event_neverland1_03_e,Speech,eunhwa,eunhwa,Locale_MainScenario:event_neverland1_03_e_109,True,,1,idle,,3,idle,,5,idle,,9,delight,,19,19,1.0,,,,,,,,,,,,,,,,7,delight,,19,angry,,13,idle,,,,,,,,,,
event_neverland1_03_e_110,40034,event_neverland1_03_e,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland1_03_e_110,True,,1,idle,,3,delight,,5,idle,,9,delight,,L_30,L_30,1.0,,,,,,,,vesti,,,,,,,,7,idle,,19,angry,,13,idle,,emma,,,,,,,,
event_neverland1_03_e_111,40034,event_neverland1_03_e,Monologue,,,Locale_MainScenario:event_neverland1_03_e_111,False,,1,idle,,3,delight,,5,idle,,,,,black,black,1.0,,,,,,,,,,,ludmilla_w,noir_c,,,,,,,19,angry,,13,idle,eunhwa,,,,,,,,blanc_c,
event_neverland1_03_e_112,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_112,True,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,,,,,,,,
event_neverland1_03_e_113,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_113,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,event_neverland1_03_e_117,,,,,,,
event_neverland1_03_e_114,40034,event_neverland1_03_e,Choice,,,Locale_MainScenario:event_neverland1_03_e_114,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,delight,,,event_neverland1_03_e_115,,,,,,,
event_neverland1_03_e_115,40034,event_neverland1_03_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_03_e_115,True,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
event_neverland1_03_e_116,40034,event_neverland1_03_e,Self,,,Locale_MainScenario:event_neverland1_03_e_116,False,,,,,,,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,,
