id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake
event_boomtheghost1_04_s_21,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_21,False,,1,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_22,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_22,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_23,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_23,False,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_24,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_24,False,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_25,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_25,True,,1,idle,,13,idle,,15,idle,,S_100,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_26,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_26,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_27,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_27,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_28,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_28,False,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_29,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_29,True,,1,surprise,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_30,40084,event_boomtheghost1_04_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_04_s_30,True,,1,surprise,,13,angry,,15,idle,,S_10,113,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_31,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_31,True,,1,surprise,,13,angry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_32,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_32,True,,1,surprise,,13,angry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_33,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_33,False,,1,surprise,,13,angry,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_34,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_34,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_35,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_35,True,,1,idle,,13,idle,,15,idle,,113,1,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_36,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_36,False,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_37,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_37,True,,1,idle,,13,idle,,15,idle,,1,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_38,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_38,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_39,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_39,True,,1,idle,,13,idle,,15,idle,Deck_n,S_10,S_10,1.0,,,,black,,,,,,,,,,,,
event_boomtheghost1_04_s_40,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_40,True,,1,idle,,13,idle,,15,idle,,S_10,S_100,0.5,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_41,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_41,False,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_42,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_42,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_43,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_43,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_44,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_44,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_45,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_45,True,,1,idle,,13,idle,,15,idle,,S_100,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_46,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_46,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_47,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_47,False,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_48,40084,event_boomtheghost1_04_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_04_s_48,True,,1,idle,,13,idle,,15,surprise,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_49,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_49,False,,1,idle,,13,idle,,15,surprise,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_50,40084,event_boomtheghost1_04_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_04_s_50,True,,1,idle,,13,angry,,15,surprise,,S_1500,L_1300,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_51,40084,event_boomtheghost1_04_s,Self,centi_s,,Locale_MainScenario:event_boomtheghost1_04_s_51,False,,1,idle,,13,angry,,15,surprise,,L_1300,L_1300,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_52,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_52,True,,1,idle,,13,angry,,15,idle,,L_1300,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_53,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_53,False,,1,idle,,13,angry,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_54,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_54,False,,1,surprise,,13,idle,,15,idle,,S_100,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_55,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_55,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_56,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_56,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_57,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_57,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_58,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_58,True,,1,delight,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_59,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_59,True,,1,delight,,13,idle,,15,idle,,S_10,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_60,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_60,True,,1,delight,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_61,40084,event_boomtheghost1_04_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_04_s_61,True,,1,delight,,13,idle,,15,idle,,S_100,L_1300,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_62,40084,event_boomtheghost1_04_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_04_s_62,True,,1,idle,,13,idle,,15,delight,,L_1300,S_1500,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_63,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_63,False,,1,idle,,13,idle,,15,delight,,S_1500,S_1500,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_64,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_64,False,,1,idle,,13,idle,,15,delight,,S_1500,L_1300,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_65,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_65,False,,1,idle,,13,idle,,15,delight,,L_1300,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_66,40084,event_boomtheghost1_04_s,Self,tove_s,,Locale_MainScenario:event_boomtheghost1_04_s_66,False,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_67,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_67,True,,1,idle,,13,idle,,15,idle,,S_100,S_10,0.5,,,,,,,,,,,,,,,,
event_boomtheghost1_04_s_68,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_68,False,,1,idle,,13,idle,,15,idle,,S_10,S_30,1.0,,,,,ghost_01,3,idle,,,,,,,,,
event_boomtheghost1_04_s_69,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_69,False,,1,idle,,13,idle,,15,idle,,S_30,S_300,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_70,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_70,True,,1,idle,,13,idle,,15,idle,,S_300,S_100,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_71,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_71,False,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_72,40084,event_boomtheghost1_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_04_s_72,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_73,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_73,False,,1,idle,,13,idle,,15,idle,,S_100,S_300,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_74,40084,event_boomtheghost1_04_s,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_74,False,,1,idle,,13,idle,,15,idle,,S_300,S_300,1.0,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_75,40084,event_boomtheghost1_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_04_s_75,False,,1,idle,,13,idle,,15,idle,,S_300,S_30,0.5,,,,,,3,angry,,,,,,,,,
event_boomtheghost1_04_s_76,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_76,False,,1,idle,,13,idle,,15,idle,none,100,100,1.0,none,Vignetting,,black,frima_s,1,idle,elegg_s,centi_s,tove_s,ghost_01,,,,,
event_boomtheghost1_04_s_77,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_77,False,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_78,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_78,True,,,,,,,,,,,100,10,1.0,bgm_story_whatsthat,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_79,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_79,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_80,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_80,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_81,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_81,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_82,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_82,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,delight,,,,,,,,,
event_boomtheghost1_04_s_83,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_83,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,delight,,,,,,,,,
event_boomtheghost1_04_s_84,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_84,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,delight,,,,,,,,,
event_boomtheghost1_04_s_85,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_85,False,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,delight,,,,,,,,,
event_boomtheghost1_04_s_86,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_86,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,delight,,,,,,,,,
event_boomtheghost1_04_s_87,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_87,False,,,,,,,,,,,black,black,1.0,,Vignetting,,,,1,delight,,,,,sfx_scn_naturalfootstep,,,,
event_boomtheghost1_04_s_88,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_88,False,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_89,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_89,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_90,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_90,True,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_91,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_91,True,,,,,,,,,,,10,100,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_92,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_92,False,,,,,,,,,,,black,black,1.0,,Vignetting,,,,1,idle,,,,,sfx_scn_naturalfootstep,,,,
event_boomtheghost1_04_s_93,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_93,False,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_94,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_94,True,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,surprise,,,,,,,,,
event_boomtheghost1_04_s_95,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_95,True,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,surprise,,,,,,,,,
event_boomtheghost1_04_s_96,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_96,True,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,surprise,,,,,,,,,
event_boomtheghost1_04_s_97,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_97,True,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,surprise,,,,,,,,,
event_boomtheghost1_04_s_98,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_98,False,,,,,,,,,,,black,black,1.0,,Vignetting,,,,1,surprise,,,,,sfx_scn_naturalfootstep,,,,
event_boomtheghost1_04_s_99,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_99,True,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_100,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_100,False,,,,,,,,,,,100,100,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_101,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_101,True,,,,,,,,,,,100,10,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_102,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_102,False,,,,,,,,,,,10,10,1.0,,Vignetting,,,,1,idle,,,,,sfx_scn_naturalfootstep,,,,
event_boomtheghost1_04_s_103,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_103,False,,,,,,,,,,,black,black,1.0,,Vignetting,,,,1,idle,,,,,,,,,
event_boomtheghost1_04_s_104,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_104,False,,,,,,,,,,Restaurant,black,black,1.0,,,,,,1,idle,,,,,,unknown_ghost,3,idle,
event_boomtheghost1_04_s_105,40084,event_boomtheghost1_04_s,Narration,frima_s,,Locale_MainScenario:event_boomtheghost1_04_s_105,False,,,,,,,,,,,S_300,S_300,1.0,,,,,,1,idle,,,,,,,3,idle,
event_boomtheghost1_04_s_106,40084,event_boomtheghost1_04_s,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_04_s_106,True,,,,,,,,,,,S_300,S_300,0.5,,,,,,1,idle,,,,,,,3,idle,
event_boomtheghost1_04_s_107,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_107,False,,,,,,,,,,,100,100,1.0,,,,,,1,surprise,,,,,,,3,idle,
event_boomtheghost1_04_s_108,40084,event_boomtheghost1_04_s,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_04_s_108,True,,,,,,,,,,,S_300,S_30,1.0,,,,,,1,surprise,,,,,,,3,idle,
event_boomtheghost1_04_s_109,40084,event_boomtheghost1_04_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_04_s_109,False,,,,,,,,,,,S_30,31,1.0,,,,,,1,surprise,,,,,,,3,idle,
