id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01
event_oldtales1_02_e_12,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_12,True,,1,surprise_blue,,12,12,1.0,,,redshoes,,13,idle,,,
event_oldtales1_02_e_13,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_13,True,,1,surprise_blue,,12,12,1.0,,,redshoes,,13,idle,,,
event_oldtales1_02_e_14,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_14,True,,1,surprise_blue,,12,12,1.0,,,redshoes,,13,idle,,,
event_oldtales1_02_e_15,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_15,True,,1,delight_blue,,12,12,1.0,,,cinderella,,13,idle,,,
event_oldtales1_02_e_16,40061,event_oldtales1_02_e,Narration,redshoes,Locale_MainScenario:event_oldtales1_02_e_16,False,,1,delight_blue,,12,130,1.0,,,,,13,idle,,,
event_oldtales1_02_e_17,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_17,True,,1,idle_blue,,130,130,1.0,,,redshoes,,13,delight,,,
event_oldtales1_02_e_18,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_18,True,,1,idle_blue,,130,130,1.0,,,redshoes,,13,delight,,,
event_oldtales1_02_e_19,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_19,True,,1,idle_blue,,130,130,1.0,,,redshoes,,13,delight,,,
event_oldtales1_02_e_20,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_20,True,,1,smile_blue,,130,S_10,1.0,,,cinderella,,13,delight,,,
event_oldtales1_02_e_21,40061,event_oldtales1_02_e,Narration,redshoes,Locale_MainScenario:event_oldtales1_02_e_21,False,,1,smile_blue,EventScene_oldtales_03_1,S_10,1,1.0,,,,,13,delight,cinderella,redshoes,
event_oldtales1_02_e_22,40061,event_oldtales1_02_e,Narration,redshoes,Locale_MainScenario:event_oldtales1_02_e_22,False,,,,,1,1,1.0,,,,,,,,,
event_oldtales1_02_e_23,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_23,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_24,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_24,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_25,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_25,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_26,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_26,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_27,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_27,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_28,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_28,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_29,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_29,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_30,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_30,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_31,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_31,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_32,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_32,True,,,,EventScene_oldtales_01_2,1,10,1.0,,,cinderella,,,,,,Grey
event_oldtales1_02_e_33,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_33,True,,,,,10,10,1.0,,,cinderella,,,,,,Grey
event_oldtales1_02_e_34,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_34,True,,,,,10,10,1.0,,,cinderella,,,,,,Grey
event_oldtales1_02_e_35,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_35,True,,,,,10,10,1.0,,,cinderella,,,,,,Grey
event_oldtales1_02_e_36,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_36,True,,,,EventScene_oldtales_03_1,10,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_37,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_37,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_38,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_38,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_39,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_39,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_40,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_40,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_41,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_41,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_42,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_42,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_43,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_43,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_44,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_44,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_45,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_45,True,,,,,1,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_46,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_46,True,,,,,EventScene_oldtales_03_1_redshoes,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_47,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_47,True,,,,,EventScene_oldtales_03_1_redshoes,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_48,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_48,True,,,,,EventScene_oldtales_03_1_redshoes,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_49,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_49,True,,,,,EventScene_oldtales_03_1_redshoes,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_50,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_50,True,,,,,EventScene_oldtales_03_1_redshoes,EventScene_oldtales_03_1_redshoes,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_51,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_51,True,,,,,EventScene_oldtales_03_1_redshoes,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_52,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_52,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_53,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_53,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_54,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_54,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_55,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_55,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_56,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_56,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_57,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_57,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_58,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_58,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_59,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_59,True,,,,,1,EventScene_oldtales_03_1_cinderella,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_60,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_60,True,,,,,EventScene_oldtales_03_1_cinderella,EventScene_oldtales_03_1_cinderella,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_61,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_61,True,,,,,EventScene_oldtales_03_1_cinderella,EventScene_oldtales_03_1_cinderella,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_62,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_62,True,,,,,EventScene_oldtales_03_1_cinderella,EventScene_oldtales_03_1_cinderella,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_63,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_63,True,,,,,EventScene_oldtales_03_1_cinderella,EventScene_oldtales_03_1_cinderella,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_64,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_64,True,,,,,EventScene_oldtales_03_1_cinderella,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_65,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_65,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_66,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_66,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_67,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_67,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_68,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_68,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_69,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_69,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_70,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_70,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_71,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_71,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_72,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_72,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_73,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_73,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_74,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_74,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_75,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_75,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_76,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_76,True,,,,,1,100,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_77,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_77,True,,,,,100,100,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_78,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_78,True,,,,,100,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_79,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_79,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_80,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_80,True,,,,,1,1,1.0,,,redshoes,,,,,,
event_oldtales1_02_e_81,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_81,True,,,,,1,1,1.0,,,cinderella,,,,,,
event_oldtales1_02_e_82,40061,event_oldtales1_02_e,Narration,cinderella,Locale_MainScenario:event_oldtales1_02_e_82,False,cinderella,1,delight_blue,Office,black,black,1.0,,,,redshoes,13,idle,,,
event_oldtales1_02_e_83,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_83,True,,1,delight_blue,,130,130,1.0,,,redshoes,,13,idle,,,
event_oldtales1_02_e_84,40061,event_oldtales1_02_e,Speech,redshoes,Locale_MainScenario:event_oldtales1_02_e_84,True,,1,delight_blue,,130,130,1.0,,,redshoes,,13,idle,,,
event_oldtales1_02_e_85,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_85,True,,1,delight_blue,,130,S_10,1.0,,,cinderella,,13,idle,,,
event_oldtales1_02_e_86,40061,event_oldtales1_02_e,Speech,cinderella,Locale_MainScenario:event_oldtales1_02_e_86,True,,1,delight_blue,,S_10,S_10,1.0,,none,cinderella,,13,idle,,,
