id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_redash2_01_s_20,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_20,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_21,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_21,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_22,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_22,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_23,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_23,False,,70,70,1.0,,hongryeon_o,hongryeon_o,,,1,idle,,,3,no,,,5,idle,,7,think,,,,
event_redash2_01_s_24,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_24,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,think,,,,
event_redash2_01_s_25,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_25,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,think,,,,
event_redash2_01_s_26,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_26,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_27,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_27,True,,L_30,L_30,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_28,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_28,True,,L_30,L_300,1.0,,commander,commander,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_29,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_29,True,,700,700,1.0,,hongryeon_o,hongryeon_o,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_30,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_30,True,,500,500,1.0,,dorothy,dorothy,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_31,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_31,True,,100,100,1.0,,liliweiss,liliweiss,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_32,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_32,True,,500,500,1.0,,dorothy,dorothy,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_33,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_33,True,,100,100,1.0,,liliweiss,liliweiss,,,1,idle,,,3,no,,,5,idle,,7,idle,,,,
event_redash2_01_s_34,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_34,True,Laboratory,500,50,1.0,none,dorothy,dorothy,black,,1,idle,liliweiss,,3,no,commander,,5,idle,,7,idle,hongryeon_o,rapunzel_o,3,idle
event_redash2_01_s_35,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_35,True,,50,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,surprise
event_redash2_01_s_36,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_36,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,surprise
event_redash2_01_s_37,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_37,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,think
event_redash2_01_s_38,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_38,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,think
event_redash2_01_s_39,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_39,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,smile
event_redash2_01_s_40,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_40,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,smile
event_redash2_01_s_41,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_41,True,,53,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_42,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_42,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_43,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_43,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_44,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_44,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_45,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_45,True,,L_30,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,worry,,,,,,3,idle
event_redash2_01_s_46,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_46,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,worry,,,,,,3,idle
event_redash2_01_s_47,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_47,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_48,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_48,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_49,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_49,True,,53,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,think
event_redash2_01_s_50,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_50,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,think
event_redash2_01_s_51,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_51,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_52,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_52,True,,L_30,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_53,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_53,True,,L_300,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_54,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_54,True,,L_300,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_55,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_55,True,,L_300,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_56,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_56,True,,L_30,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_57,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_57,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_58,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_58,True,,53,53,1.0,bgm_story_enormousgap,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_59,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_59,False,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_60,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_60,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_61,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_61,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_62,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_62,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,think
event_redash2_01_s_63,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_63,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,think
event_redash2_01_s_64,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_64,False,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,think
event_redash2_01_s_65,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_65,True,,53,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_66,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_66,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_67,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_67,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_68,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_68,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_69,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_69,True,,L_30,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_70,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_70,True,,L_30,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,sad
event_redash2_01_s_71,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_71,True,,L_300,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,smile
event_redash2_01_s_72,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_72,True,,L_300,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,smile
event_redash2_01_s_73,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_73,True,,L_300,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,think,,,,,,3,smile
event_redash2_01_s_74,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_74,True,,L_30,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,idle,,,,,,3,smile
event_redash2_01_s_75,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_75,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_76,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_76,True,,53,53,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,idle,,,,,,3,idle
event_redash2_01_s_77,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_77,True,,53,53,1.0,,dorothy,dorothy,,,,,,,,,,,5,worry,,,,,,3,idle
event_redash2_01_s_78,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_78,False,,53,50,1.0,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_79,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_79,True,,50,500,0.5,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_80,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_80,True,,500,500,1.0,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_81,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_81,True,,500,500,1.0,,dorothy,dorothy,,,,,,,,,,,5,think,,,,,,3,idle
event_redash2_01_s_82,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_82,True,,500,500,1.0,,dorothy,dorothy,,,,,,,,,,,5,no,,,,,,3,idle
event_redash2_01_s_83,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_83,True,,500,50,1.0,,dorothy,dorothy,,,,,,,,,,,5,no,,,,,,3,idle
event_redash2_01_s_84,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_84,True,,50,50,1.0,,dorothy,dorothy,,,,,,,,,,,5,no,,,,,,3,idle
event_redash2_01_s_85,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_85,False,,50,L_30,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,no,,,,,,3,think
event_redash2_01_s_86,40032,event_redash2_01_s,Speech,Locale_MainScenario:event_redash2_01_s_86,True,,L_30,L_300,1.0,,rapunzel_o,rapunzel_o,,,,,,,,,,,5,no,,,,,,3,smile
