id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_oldtales2_06_s_59,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_59,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_60,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_60,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_61,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_61,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_62,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_62,True,,30,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_63,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_63,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_64,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_64,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_65,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_65,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_66,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_66,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_67,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_67,False,,300,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_68,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_68,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_69,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_69,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_70,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_70,True,,30,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_71,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_71,True,,S_130,S_130,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_72,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_72,True,,S_130,S_1300,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_73,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_73,True,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_74,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_74,False,,300,300,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_75,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_75,True,,300,30,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_76,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_76,True,,30,31,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_77,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_77,True,,31,31,1.0,,abe,abe,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_78,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_78,True,,1315,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_79,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_79,True,,1315,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_80,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_80,True,,1315,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_81,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_81,True,,L_170,L_1700,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle,,,17,delight,,,13,void,,,15,void,
event_oldtales2_06_s_82,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_82,True,,L_1700,L_1700,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle,,,17,delight,,,13,void,,,15,void,
event_oldtales2_06_s_83,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_83,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,smile,,,17,delight,,,13,void,,,15,void,
event_oldtales2_06_s_84,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_84,False,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_85,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_85,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_86,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_86,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_87,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_87,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_88,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_88,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_89,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_89,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_90,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_90,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_91,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_91,True,,S_100,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,angry,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_92,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_92,True,,S_100,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_93,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_93,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_94,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_94,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,void,,,15,void,
event_oldtales2_06_s_95,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_95,True,,1315,1315,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,idle,,,13,idle,,,15,idle,
event_oldtales2_06_s_96,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_96,True,,1315,17,1.0,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_97,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_97,False,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_98,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_98,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_99,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_99,True,,S_10,S_100,1.0,,cinderella,cinderella,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_100,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_100,True,,S_130,S_1300,1.0,,hansel,hansel,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_101,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_101,True,,L_170,L_1700,0.5,,littlemermaid,littlemermaid,,,,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_102,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_102,False,,black,black,1.0,event_bgm_oldtales_starseeker,littlemermaid,,,,sfx_scn_mermaidmatter,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_103,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_103,True,,L_1700,L_170,0.5,,littlemermaid,littlemermaid,,,sfx_scn_talkspellon,,,3,idle,,,,,,,1,idle,,,17,rage,,,13,idle,,,15,idle,
event_oldtales2_06_s_104,40062,event_oldtales2_06_s,Narration,Locale_MainScenario:event_oldtales2_06_s_104,False,EventScene_oldtales_11_4,black,black,1.0,,,,,,,,,1,idle,abe,,,,,,1,idle,cinderella,,17,rage,littlemermaid,,13,idle,hansel,,15,idle,gretel
event_oldtales2_06_s_105,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_105,True,,hanselgretelbang_01,hanselgretelbang_02,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_106,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_106,True,,hanselgretelbang_02,hanselgretelbang_02,1.0,,gretel,gretel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_107,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_107,True,,hanselgretelbang_02,hanselgretelbang_03,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_108,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_108,True,,hanselgretelbang_04,hanselgretelbang_04,1.0,,gretel,gretel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_109,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_109,True,,hanselgretelbang_03,hanselgretelbang_03,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_110,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_110,True,,hanselgretelbang_04,hanselgretelbang_04,1.0,,gretel,gretel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales2_06_s_111,40062,event_oldtales2_06_s,Speech,Locale_MainScenario:event_oldtales2_06_s_111,True,,hanselgretelbang_04,1,1.0,,hansel,hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
