id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,play_sound,set_camera_shake,fade
event_redash1_06_e_30,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_30,True,liliweiss,17,think,snowwhite_o,1,sad,redhood,13,no,rapunzel_o,3,pain_05,SpaceElevator,L_1500,L_1500,1.0,,,,,,,dorothy,5,think,hongryeon_o,7,idle,commander,15,no,,,,,,
event_redash1_06_e_31,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_31,True,,17,think,,1,sad,,13,no,,3,pain_06,,S_100,S_100,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_32,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_32,True,,17,think,,1,sad,,13,no,,3,pain_07,,L_1500,L_1500,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_33,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_33,True,,17,think,,1,sad,,13,no,,3,pain_08,,S_100,S_10,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_34,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_34,False,,17,think,,1,sad,,13,no,,3,pain_09,,black,black,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_35,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_35,True,,17,think,,1,sad,,13,no,,3,pain_10,,L_150,L_150,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_36,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_36,False,,17,think,,1,sad,,13,no,,3,pain_11,,L_150,L_150,1.0,,,,,,,,5,think,,7,idle,,15,no,,,,,,
event_redash1_06_e_37,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_37,False,,17,think,,1,sad,,13,no,,3,pain_12,,L_150,15,1.0,,,,,,,,5,think,,7,idle,,15,no,hongryeon_o,,,,,
event_redash1_06_e_38,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_38,True,,17,think,,1,sad,,13,no,,3,pain_13,EventScene_redash_09_1,black,black,1.0,none,liliweiss,snowwhite_o,redhood,rapunzel_o,,,5,think,,,idle,,15,no,,dorothy,commander,,,
event_redash1_06_e_39,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_39,True,,,,,,,,,,,,,,redcinderella_01,redcinderella_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_40,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_40,True,,,,,,,,,,,,,,redcinderella_01,redcinderella_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_41,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_41,True,,,,,,,,,,,,,,redcinderella_01,redcinderella_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_42,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_42,True,,,,,,,,,,,,,,redcinderella_02,redcinderella_02,1.0,event_bgm_redash_onthecliff,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_43,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_43,True,,,,,,,,,,,,,,redcinderella_02,redcinderella_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_44,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_44,True,,,,,,,,,,,,,,redcinderella_02,redcinderella_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_45,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_45,True,,,,,,,,,,,,,,redcinderella_03,redcinderella_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_46,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_46,True,,,,,,,,,,,,,,redcinderella_03,redcinderella_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_47,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_47,False,,,,,,,,,,,,,EventScene_redash_09_2,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_48,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_48,False,,,,,,,,,,,,,,redcinderellarain_01,redcinderellarain_02,2.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_49,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_49,True,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_50,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_50,True,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_51,40031,event_redash1_06_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_06_e_51,True,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_52,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_52,False,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_53,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_53,False,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_54,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_54,True,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_55,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_55,True,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_56,40031,event_redash1_06_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_06_e_56,True,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_57,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_57,True,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_58,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_58,True,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_59,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_59,False,,,,,,,,,,,,,,redcinderellarain_03,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_60,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_60,False,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_61,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_61,False,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_62,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_62,False,,,,,,,,,,,,,,redcinderellarain_02,redcinderellarain_04,3.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_63,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_63,False,,,,,,,,,,,,,,redcinderellarain_04,redcinderellarain_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_64,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_64,True,,,,,,,,,,,,,,redcinderellarain_04,redcinderellarain_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_06_e_65,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_65,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,sfx_scn_explosionhuge,Low_2,
event_redash1_06_e_66,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_66,False,liliweiss,15,angry_02,snowwhite_o,1,angry,redhood,13,angry,rapunzel_o,3,angry,SpaceElevator,black,black,1.0,,,,,,,dorothy,5,angry,hongryeon_o,7,angry,commander,17,angry,,,,,,
event_redash1_06_e_67,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_67,False,,15,angry_02,,1,angry,,13,angry,,3,angry,,130,130,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_68,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_68,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,S_10,S_10,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_69,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_69,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,50,50,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_70,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_70,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,L_170,L_170,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_71,40031,event_redash1_06_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_06_e_71,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,L_30,L_30,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_72,40031,event_redash1_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_06_e_72,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,70,70,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_73,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_73,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,150,150,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_74,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_74,True,,15,angry_02,,1,angry,,13,angry,,3,angry,,150,1500,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,,,,
event_redash1_06_e_75,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_75,False,,15,angry_02,,1,angry,,13,angry,,3,angry,,black,black,1.0,,,,,,,,5,angry,,7,angry,,17,angry,,,commander,,,
event_redash1_06_e_76,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_76,True,,15,angry_02,,1,sad,,13,angry,,3,angry,,S_100,S_100,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_77,40031,event_redash1_06_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_06_e_77,False,,15,angry_02,,1,sad,,13,angry,,3,sad,,L_300,L_300,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_78,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_78,True,,15,angry_02,,1,sad,,13,angry,,3,sad,,1500,1500,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_79,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_79,True,,15,angry_02,,1,sad,,13,angry,,3,sad,,1500,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_80,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_80,True,,15,angry_02,,1,sad,,13,angry,,3,sad,,1315,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_81,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_81,True,,15,angry_02,,1,angry,,13,angry,,3,sad,,1315,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_82,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_82,True,,15,angry_02,,1,angry,,13,angry,,3,sad,,1315,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_83,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_83,True,,15,angry_02,,1,angry,,13,angry,,3,sad,,1315,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_84,40031,event_redash1_06_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_06_e_84,False,,15,angry,,1,angry,,13,angry,,3,sad,,1315,1315,1.0,,,,,,,,5,angry,,7,angry,,,,,,,,,
event_redash1_06_e_85,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_85,False,,15,angry,,1,angry,,13,angry,,3,sad,,black,black,1.0,none,liliweiss,snowwhite_o,redhood,rapunzel_o,Grey,,5,angry,,7,angry,,,,hongryeon_o,dorothy,,,,black
event_redash1_06_e_86,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_86,False,,,,,,,,,,,,,,1,100,1.0,,,,,,Grey,,,,,,,,,,,,,,,
event_redash1_06_e_87,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_87,False,,,,,,,,,,,,,,100,100,1.0,,,,,,Grey,,,,,,,,,,,,,,,
event_redash1_06_e_88,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_88,False,,,,,,,,,,,,,,100,1700,1.0,,,,,,Grey,,,,,,,,,,,,,,,
event_redash1_06_e_89,40031,event_redash1_06_e,Narration,,,Locale_MainScenario:event_redash1_06_e_89,False,,,,snowwhite_o,1,sad,redhood,13,think,rapunzel_o,3,think,BriefingRoom,black,black,1.0,,,,,,Grey,dorothy,5,angry,hongryeon_o,15,angry,commander,7,angry,,,,,,
event_redash1_06_e_90,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_90,False,,,,,1,sad,,13,think,,3,think,,L_70,L_70,1.0,,,,,,,,5,angry,,15,angry,,7,angry,,,,,,
event_redash1_06_e_91,40031,event_redash1_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_06_e_91,False,,,,,1,sad,,13,think,,3,think,,150,150,1.0,,,,,,,,5,angry,,15,angry,,7,angry,,,,,,
event_redash1_06_e_92,40031,event_redash1_06_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_06_e_92,False,,,,,1,sad,,13,think,,3,think,,L_30,L_30,1.0,,,,,,,,5,angry,,15,angry,,7,angry,,,,,,
event_redash1_06_e_93,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_93,False,,,,,1,sad,,13,think,,3,think,,50,50,1.0,,,,,,,,5,angry,,15,angry,,7,angry,,,,,,
event_redash1_06_e_94,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_94,True,,,,,1,sad,,13,think,,3,think,,S_10,S_10,1.0,,,,,,,,5,angry,,15,idle,,7,no,,,,,,
event_redash1_06_e_95,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_95,True,,,,,1,sad,,13,think,,3,think,,L_70,L_70,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_96,40031,event_redash1_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_06_e_96,False,,,,,1,sad,,13,think,,3,think,,S_10,S_10,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_97,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_97,True,,,,,1,sad,,13,think,,3,think,,50,50,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_98,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_98,True,,,,,1,sad,,13,think,,3,think,,50,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_99,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_99,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_100,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_100,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_101,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_101,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_102,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_102,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_103,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_103,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_104,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_104,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_105,40031,event_redash1_06_e,Speech,commander,commander,Locale_MainScenario:event_redash1_06_e_105,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_106,40031,event_redash1_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_06_e_106,True,,,,,1,sad,,13,think,,3,think,,75,75,1.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
event_redash1_06_e_107,40031,event_redash1_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_06_e_107,False,,,,,1,sad,,13,think,,3,think,,75,13,2.0,,,,,,,,5,think,,15,idle,,7,no,,,,,,
