id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_arcanearchive_02_e_32,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_32,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_33,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_33,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_34,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_34,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_35,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_35,False,,L_120,L_1200,1.3,,,sfx_scn_cardtable,,,,,,,12,idle
event_arcanearchive_02_e_36,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_36,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_37,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_37,False,,L_1200,L_1200,1.0,,,,,,,,,,12,idle
event_arcanearchive_02_e_38,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_38,True,,L_1200,L_120,1.3,,arcana,,,,,,,,12,think
event_arcanearchive_02_e_39,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_39,False,,L_120,L_120,1.0,,,,,,,,,,12,think
event_arcanearchive_02_e_40,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_40,False,,L_120,L_120,1.0,,,,,,,,,,12,think
event_arcanearchive_02_e_41,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_41,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,surprise
event_arcanearchive_02_e_42,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_42,True,,L_120,L_120,1.0,none,arcana,,,,,,,,12,think
event_arcanearchive_02_e_43,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_43,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,think
event_arcanearchive_02_e_44,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_44,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_46,,,,,,12,think
event_arcanearchive_02_e_45,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_45,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_46,,,,,,12,think
event_arcanearchive_02_e_46,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_46,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,think
event_arcanearchive_02_e_47,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_47,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_49,,,,,,12,think
event_arcanearchive_02_e_48,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_48,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_50,,,,,,12,think
event_arcanearchive_02_e_49,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_49,True,,L_120,L_120,1.0,,arcana,,event_arcanearchive_02_e_51,,,,,,12,idle
event_arcanearchive_02_e_50,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_50,True,,L_120,L_120,1.0,,arcana,,event_arcanearchive_02_e_51,,,,,,12,idle
event_arcanearchive_02_e_51,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_51,True,,L_120,L_1200,1.3,,arcana,,,,,,,,12,think_02
event_arcanearchive_02_e_52,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_52,True,,L_1200,L_1200,1.0,bgm_risk,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_53,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_53,False,,L_1200,L_1200,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_54,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_54,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_55,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_55,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_56,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_56,False,,L_1200,L_1200,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_57,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_57,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_58,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_58,False,,L_1200,L_1200,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_59,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_59,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_60,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_60,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_61,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_61,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_62,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_62,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_63,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_63,False,,L_1200,L_1200,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_64,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_64,False,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_65,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_65,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_66,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_66,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_67,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_67,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_68,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_68,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_69,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_69,True,,L_1200,L_1200,1.0,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_70,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_70,True,,black,black,1.3,,arcana,,,,,,,,12,surprise_02
event_arcanearchive_02_e_71,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_71,False,,black,black,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_72,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_72,False,,black,black,1.0,,,,,,,,,,12,surprise_02
event_arcanearchive_02_e_73,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_73,False,,L_1200,L_120,1.3,,arcana,,,,,,,,12,think
event_arcanearchive_02_e_74,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_74,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,surprise
event_arcanearchive_02_e_75,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_75,False,,L_120,L_120,1.0,,,,,,,,,,12,surprise
event_arcanearchive_02_e_76,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_76,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,sad
event_arcanearchive_02_e_77,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_77,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,sad
event_arcanearchive_02_e_78,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_78,False,,L_120,L_120,1.0,,,,,,,,,,12,sad
event_arcanearchive_02_e_79,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_79,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,no
event_arcanearchive_02_e_80,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_80,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,no
event_arcanearchive_02_e_81,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_81,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_83,,,,,,12,no
event_arcanearchive_02_e_82,40077,event_arcanearchive_02_e,Choice,arcana,Locale_SubScenario:event_arcanearchive_02_e_82,False,,L_120,L_120,1.0,,,,event_arcanearchive_02_e_84,,,,,,12,no
event_arcanearchive_02_e_83,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_83,True,,L_120,L_120,1.0,,arcana,,event_arcanearchive_02_e_86,,,,,,12,no
event_arcanearchive_02_e_84,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_84,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,no
event_arcanearchive_02_e_85,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_85,True,,L_120,L_120,1.0,,arcana,,event_arcanearchive_02_e_86,,,,,,12,no
event_arcanearchive_02_e_86,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_86,False,,L_120,L_120,1.0,,,,,,,,,,12,no
event_arcanearchive_02_e_87,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_87,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,smile
event_arcanearchive_02_e_88,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_88,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,smile
event_arcanearchive_02_e_89,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_89,False,,L_120,L_120,1.0,,,,,,,,,,12,smile
event_arcanearchive_02_e_90,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_90,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_91,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_91,True,,L_120,L_120,1.0,,arcana,,,,,,,,12,idle
event_arcanearchive_02_e_92,40077,event_arcanearchive_02_e,Self,arcana,Locale_SubScenario:event_arcanearchive_02_e_92,False,,L_120,L_120,1.0,,,,,,,,,,12,idle
event_arcanearchive_02_e_93,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_93,False,,L_120,L_120,1.0,,arcana,,,,,,,,12,think
event_arcanearchive_02_e_94,40077,event_arcanearchive_02_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_02_e_94,False,,L_120,L_120,1.0,,,,,,,,,,12,think
event_arcanearchive_02_e_95,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_95,True,,L_120,L_20,1.5,,phantom,,,phantom,2,idle_02,,,12,think
event_arcanearchive_02_e_96,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_96,False,,L_20,L_20,1.0,,,,,,2,idle_02,,,12,think
event_arcanearchive_02_e_97,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_97,False,,L_20,L_20,1.0,,,,,,2,idle_02,,,12,think
event_arcanearchive_02_e_98,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_98,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_99,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_99,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_100,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_100,False,,L_20,L_20,1.0,,,,,,2,no_02,,,12,think
event_arcanearchive_02_e_101,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_101,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_102,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_102,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_103,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_103,False,,L_20,L_20,1.0,,,,,,2,no_02,,,12,think
event_arcanearchive_02_e_104,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_104,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_105,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_105,True,,L_20,L_20,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_106,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_106,False,,L_20,L_20,1.0,,,,,,2,no_02,,,12,think
event_arcanearchive_02_e_107,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_107,False,,L_20,1,1.3,,,,,,2,no_02,,,12,think
event_arcanearchive_02_e_108,40077,event_arcanearchive_02_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_02_e_108,True,,1,1,1.0,,arcana,,,,2,no_02,,,12,think
event_arcanearchive_02_e_109,40077,event_arcanearchive_02_e,Speech,phantom,Locale_SubScenario:event_arcanearchive_02_e_109,True,,1,1,1.0,,phantom,,,,2,no_02,,,12,think
event_arcanearchive_02_e_110,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_110,False,,1,1,1.0,,,,,,2,no_02,,,12,think
event_arcanearchive_02_e_111,40077,event_arcanearchive_02_e,Self,phantom,Locale_SubScenario:event_arcanearchive_02_e_111,False,,1,1,1.0,,,,,,2,no_02,,,12,think
