id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_filter_01,set_filter_02,play_sound
event_absolute2_01_s_70,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_70,False,,1300,1300,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_71,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_71,False,,1300,130,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_72,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_72,True,,130,113,1.0,bgm_intotheswarm,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_73,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_73,False,,113,113,1.0,,,1,idle,,,,eunhwa,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_74,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_74,True,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_75,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_75,True,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_76,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_76,True,,113,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_77,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_77,True,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_78,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_78,False,,black,black,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_79,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_79,False,,black,black,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_80,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_80,False,,black,black,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_81,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_81,True,,1300,1300,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,,,
event_absolute2_01_s_82,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_82,False,,1300,130,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_83,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_83,False,,130,130,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_84,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_84,False,,130,130,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,Grey,Vignetting,sfx_scn_sit
event_absolute2_01_s_85,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_85,True,,130,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_86,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_86,False,,113,113,1.0,,,1,idle,,,,eunhwa,,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_87,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_87,False,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_88,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_88,False,,113,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_89,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_89,True,,113,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_90,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_90,True,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_91,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_91,True,,113,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_92,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_92,True,,113,113,1.0,,,1,idle,,,,eunhwa,eunhwa,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_93,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_93,True,,113,113,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_94,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_94,False,,black,black,1.0,,,1,idle,,,,emma,,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_95,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_95,True,,black,black,1.0,,,1,idle,,,,vesti,vesti,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_96,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_96,False,,black,black,1.0,,,1,idle,,,,vesti,,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_97,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_97,True,,130,1300,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_98,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_98,True,,1300,1300,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_99,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_99,False,,black,black,1.0,,,1,idle,,,,emma,,eunhwa,,,13,worry,,,,,emma,,,,,,,
event_absolute2_01_s_100,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_100,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_101,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_101,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_102,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_102,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_103,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_103,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_104,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_104,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_105,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_105,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_106,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_106,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_107,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_107,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_108,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_108,False,Armory,black,black,1.0,,vesti_t,1,sad,eunhwa_t,3,surprise,emma,,,,emma_t,13,angry,,,,,,,,,,,,
event_absolute2_01_s_109,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_109,True,,XS_100,XS_100,1.0,,,1,sad,,3,surprise,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_110,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_110,True,,XS_100,XS_100,1.0,,,1,sad,,3,surprise,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_111,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_111,True,,XS_100,XS_100,1.0,,,1,sad,,3,surprise,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_112,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_112,True,,XS_100,XS_100,1.0,,,1,sad,,3,surprise,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_113,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_113,True,,XS_100,XS_10,1.0,,,1,sad,,3,surprise,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_114,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_114,True,,XS_10,31,1.0,,,1,sad,,3,surprise,eunhwa_t,eunhwa_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_115,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_115,True,,31,31,1.0,,,1,sad,,3,angry,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_116,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_116,True,,31,31,1.0,,,1,sad,,3,angry,eunhwa_t,eunhwa_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_117,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_117,True,,31,31,1.0,,,1,sad,,3,angry,eunhwa_t,eunhwa_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_118,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_118,True,,31,31,1.0,,,1,sad,,3,angry,vesti_t,vesti_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_119,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_119,True,,31,113,1.0,,,1,sad,,3,angry,emma_t,emma_t,,,,13,angry,,,,,,,,,,Grey,Vignetting,
event_absolute2_01_s_120,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_120,False,,black,black,1.0,,,1,sad,,3,angry,emma_t,,vesti_t,eunhwa_t,,3,angry,,,,,emma_t,,,,,,,
event_absolute2_01_s_121,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_121,False,,black,black,1.0,,,,,,,,emma_t,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_122,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_122,False,,black,black,1.0,,,,,,,,emma_t,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_123,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_123,False,,black,black,1.0,,,,,,,,emma_t,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_124,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_124,False,,black,black,1.0,,,,,,,,emma_t,,,,,,,,,,,,,,,,,,
