id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_beautyfullshot2_04_e_12,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_12,True,,31,S_10,0.7,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_13,40052,event_beautyfullshot2_04_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_04_e_13,False,,S_10,S_10,1.0,,sfx_scn_balltoss,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_14,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_14,True,,S_10,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_15,40052,event_beautyfullshot2_04_e,Narration,guilty_s,,Locale_MainScenario:event_beautyfullshot2_04_e_15,False,,31,31,1.0,,sfx_scn_ballhitbig,Low_2,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_16,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_16,False,,S_10,S_100,0.5,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_17,40052,event_beautyfullshot2_04_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_04_e_17,False,,S_100,S_100,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_18,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_18,True,,S_100,S_100,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_19,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_19,True,,300,300,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_20,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_20,True,,S_100,S_100,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_21,40052,event_beautyfullshot2_04_e,Self,maiden_s,,Locale_MainScenario:event_beautyfullshot2_04_e_21,False,,S_100,S_100,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_22,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_22,True,,S_100,S_100,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_23,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_23,True,,S_100,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_24,40052,event_beautyfullshot2_04_e,Self,maiden_s,,Locale_MainScenario:event_beautyfullshot2_04_e_24,False,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_25,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_25,True,,S_10,S_10,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_26,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_26,True,,S_10,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_27,40052,event_beautyfullshot2_04_e,Self,guilty_s,,Locale_MainScenario:event_beautyfullshot2_04_e_27,False,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_28,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_28,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_29,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_29,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_30,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_30,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_31,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_31,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_32,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_32,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_33,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_33,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_34,40052,event_beautyfullshot2_04_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_04_e_34,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_35,40052,event_beautyfullshot2_04_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_04_e_35,True,,31,31,1.0,,,,,,1,no,,,3,idle,,,,,,,,,,,,
event_beautyfullshot2_04_e_36,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_36,True,PinkBeachIsland_d,1315,1315,1.0,,,,black,,1,no,maiden_s,,3,idle,guilty_s,sakura_s,13,smile,,neon_s,15,idle,,,,
event_beautyfullshot2_04_e_37,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_37,True,,1315,1315,1.0,,,,,,,,,,,,,,13,smile,,,15,idle,,,,
event_beautyfullshot2_04_e_38,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_38,True,,1315,1315,1.0,,,,,,,,,,,,,,13,smile,,,15,idle,,,,
event_beautyfullshot2_04_e_39,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_39,True,,1315,1315,1.0,,,,,,,,,,,,,,13,smile,,,15,idle,,,,
event_beautyfullshot2_04_e_40,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_40,True,,1315,1315,1.0,,,,,,,,,,,,,,13,smile,,,15,idle,,,,
event_beautyfullshot2_04_e_41,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_41,True,,1315,1315,1.0,,,,,,,,,,,,,,13,smile,,,15,no,,,,
event_beautyfullshot2_04_e_42,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_42,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,no,,,,
event_beautyfullshot2_04_e_43,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_43,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,no,,,,
event_beautyfullshot2_04_e_44,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_44,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,,,,
event_beautyfullshot2_04_e_45,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_45,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,,,,
event_beautyfullshot2_04_e_46,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_46,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,,,,
event_beautyfullshot2_04_e_47,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_47,True,,1315,1315,1.0,,,,,,,,,,,,,,13,surprise,,,15,idle,,,,
event_beautyfullshot2_04_e_48,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_48,True,,1315,1315,1.0,,,,,,,,,,,,,,13,void,,,15,idle,,,,
event_beautyfullshot2_04_e_49,40052,event_beautyfullshot2_04_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot2_04_e_49,True,,1315,1315,1.0,,,,,,,,,,,,,,13,void,,,15,idle,,,,
event_beautyfullshot2_04_e_50,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_50,True,,1315,1315,1.0,,,,,,,,,,,,,,13,sad,,,15,idle,,,,
event_beautyfullshot2_04_e_51,40052,event_beautyfullshot2_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot2_04_e_51,False,,1315,1315,1.0,,,,,,,,,,,,,,13,sad,,,15,idle,,,,
event_beautyfullshot2_04_e_52,40052,event_beautyfullshot2_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_e_52,False,,1315,1315,1.0,,,,,,,,,,,,,,13,sad,,,15,idle,,,,
event_beautyfullshot2_04_e_53,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_53,True,UninhabitedIsland_d,113,113,1.0,,,,black,rosanna_s,1,angry,,viper_s,13,angry,,,13,sad,sakura_s,,15,idle,neon_s,,,
event_beautyfullshot2_04_e_54,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_54,True,,113,113,1.0,,,,,,1,angry,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_55,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_55,True,,113,113,1.0,,,,,,1,angry,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_56,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_56,True,,113,113,1.0,,,,,,1,angry,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_57,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_57,True,,113,113,1.0,,,,,,1,angry,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_58,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_58,True,,113,113,1.0,,,,,,1,void,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_59,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_59,True,,113,113,1.0,,,,,,1,void,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_60,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_60,True,,113,113,1.0,,,,,,1,void,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_61,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_61,True,,113,113,1.0,,,,,,1,void,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_62,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_62,True,,113,113,1.0,,,,,,1,angry,,,13,angry,,,,,,,,,,,,
event_beautyfullshot2_04_e_63,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_63,True,,113,31,1.0,,,,,,1,angry,,,13,angry,,jackal,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_64,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_64,True,,31,31,1.0,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_65,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_65,True,,31,31,1.0,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_66,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_66,True,,31,31,1.0,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_67,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_67,True,,31,31,1.0,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_68,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_68,True,,31,S_30,1.0,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_69,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_69,True,,S_30,S_300,0.5,,,,,,1,void,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_70,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_70,True,,100,100,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_71,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_71,True,,S_1300,S_1300,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_72,40052,event_beautyfullshot2_04_e,Narration,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_72,False,,S_300,3,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_73,40052,event_beautyfullshot2_04_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_04_e_73,False,,3,113,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_74,40052,event_beautyfullshot2_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot2_04_e_74,False,,113,113,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_75,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_75,True,,3,S_300,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_76,40052,event_beautyfullshot2_04_e,Monologue,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_76,False,,S_300,S_300,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_77,40052,event_beautyfullshot2_04_e,Monologue,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_77,False,,S_300,S_300,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_78,40052,event_beautyfullshot2_04_e,Monologue,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_78,False,,S_300,S_300,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_79,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_79,True,,S_300,S_30,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_80,40052,event_beautyfullshot2_04_e,Monologue,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_80,False,,S_30,S_30,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_81,40052,event_beautyfullshot2_04_e,Monologue,jackal,,Locale_MainScenario:event_beautyfullshot2_04_e_81,False,,S_30,S_30,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_82,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_82,True,,S_30,S_30,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_83,40052,event_beautyfullshot2_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_04_e_83,True,,S_30,S_30,1.0,,,,,,1,angry,,,13,angry,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_84,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_84,False,,S_30,113,1.0,,,,,,1,void,,,13,surprise,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_85,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_85,False,,113,113,1.0,,,,,,1,void,,,13,surprise,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_86,40052,event_beautyfullshot2_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_04_e_86,True,,113,113,1.0,,,,,,1,void,,,13,sad,,,3,crazy,,,,,,,,
event_beautyfullshot2_04_e_87,40052,event_beautyfullshot2_04_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_04_e_87,True,,113,113,1.0,,,,,,1,void,,,13,sad,,,3,crazy,jackal,,,,,,,
event_beautyfullshot2_04_e_88,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_88,True,CoralIslandInside_s,XS_100,XS_100,1.0,,,,black,,1,void,rosanna_s,,13,sad,viper_s,anis_s,1,idle,,mary_s,13,idle,,rapi_s,3,idle
event_beautyfullshot2_04_e_89,40052,event_beautyfullshot2_04_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot2_04_e_89,True,,1300,1300,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_90,40052,event_beautyfullshot2_04_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_e_90,True,,300,300,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_91,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_91,True,,300,XS_100,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_92,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_92,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_93,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_93,True,,XS_100,XS_10,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_94,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_94,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_95,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_95,True,,XS_10,1,1.0,,,,,,,,,,,,,,1,delight,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_96,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_96,True,,1,1,1.0,,,,,,,,,,,,,,1,delight,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_97,40052,event_beautyfullshot2_04_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot2_04_e_97,True,,1,113,1.0,,,,,,,,,,,,,,1,delight,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_98,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_98,True,,1,XS_100,0.7,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_99,40052,event_beautyfullshot2_04_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_e_99,False,,300,300,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_100,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_100,True,,XS_100,XS_10,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_101,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_101,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_102,40052,event_beautyfullshot2_04_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot2_04_e_102,True,,XS_10,113,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_103,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_103,True,,113,113,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_104,40052,event_beautyfullshot2_04_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot2_04_e_104,True,,113,113,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_105,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_105,True,,113,113,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_106,40052,event_beautyfullshot2_04_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_e_106,False,,113,31,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_107,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_107,True,,31,31,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_108,40052,event_beautyfullshot2_04_e,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_e_108,True,,31,31,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_109,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_109,True,,31,31,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
event_beautyfullshot2_04_e_110,40052,event_beautyfullshot2_04_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot2_04_e_110,True,,31,31,1.0,,,,,,,,,,,,,,1,worry,,,13,idle,,,3,idle
