id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_goldenship_04_e_36,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_36,True,,S_10,S_100,1.0,,,,1,delight,,,,,,13,idle,,15,idle
event_goldenship_04_e_37,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_37,True,,S_100,S_100,1.0,,,,1,delight,,,,,,13,idle,,15,idle
event_goldenship_04_e_38,40023,event_goldenship_04_e,Narration,,,Locale_SubScenario:event_goldenship_04_e_38,False,,black,black,1.0,,,,1,delight,,,,,,13,idle,,15,idle
event_goldenship_04_e_39,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_39,True,,XS_130,XS_130,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_40,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_40,True,,XS_130,XS_130,1.0,,,,1,delight,,,,,,13,idle,,15,idle
event_goldenship_04_e_41,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_41,True,,XS_130,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_42,40023,event_goldenship_04_e,Monologue,,,Locale_SubScenario:event_goldenship_04_e_42,False,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_43,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_43,True,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_44,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_44,True,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_45,40023,event_goldenship_04_e,Monologue,,,Locale_SubScenario:event_goldenship_04_e_45,False,,S_10,S_100,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_46,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_46,True,,XS_1300,XS_1300,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_47,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_47,True,,S_100,S_100,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_48,40023,event_goldenship_04_e,Narration,,,Locale_SubScenario:event_goldenship_04_e_48,False,,S_100,S_10,1.0,,sfx_scn_rustydooropen,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_49,40023,event_goldenship_04_e,Narration,,,Locale_SubScenario:event_goldenship_04_e_49,False,,S_10,S_10,1.0,,sfx_scn_fragment,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_50,40023,event_goldenship_04_e,Monologue,,,Locale_SubScenario:event_goldenship_04_e_50,False,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_51,40023,event_goldenship_04_e,Narration,,,Locale_SubScenario:event_goldenship_04_e_51,False,,S_10,S_10,1.0,none,sfx_scn_bookdrop,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_52,40023,event_goldenship_04_e,Monologue,,,Locale_SubScenario:event_goldenship_04_e_52,False,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_53,40023,event_goldenship_04_e,Self,,,Locale_SubScenario:event_goldenship_04_e_53,False,,S_10,S_10,1.0,,,,1,idle2,,,,,,13,idle,,15,idle
event_goldenship_04_e_54,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_54,True,,S_10,S_100,1.0,,,,1,idle,,,,,,13,idle,,15,idle
event_goldenship_04_e_55,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_55,True,,S_100,S_100,1.0,event_bgm_goldenship,,,1,idle,,,,,,13,idle,,15,idle
event_goldenship_04_e_56,40023,event_goldenship_04_e,Speech,frima_s,frima,Locale_SubScenario:event_goldenship_04_e_56,True,,1315,1315,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_57,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_57,True,,1315,1315,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_58,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_58,True,,1315,1315,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_59,40023,event_goldenship_04_e,Self,,,Locale_SubScenario:event_goldenship_04_e_59,False,,1315,1315,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_60,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_60,True,,1315,1315,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_61,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_61,True,,1315,1,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_62,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_62,True,,1,S_10,1.0,,,,1,idle,,,,,,13,idle,,15,delight
event_goldenship_04_e_63,40023,event_goldenship_04_e,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_04_e_63,True,,XS_130,XS_130,1.0,,,,1,idle,,,,,,13,delight,,15,delight
event_goldenship_04_e_64,40023,event_goldenship_04_e,Speech,frima_s,frima,Locale_SubScenario:event_goldenship_04_e_64,True,,150,150,1.0,,,,1,idle,,,,,,13,delight,,15,delight
event_goldenship_04_e_65,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_65,True,,S_10,S_10,1.0,,,,1,idle,,,,,,13,delight,,15,delight
event_goldenship_04_e_66,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_66,True,,S_10,S_10,1.0,,,,1,idle,,,,,,13,delight,,15,delight
event_goldenship_04_e_67,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_67,True,,S_10,S_10,1.0,,,,1,idle,,,,,,13,delight,,15,delight
event_goldenship_04_e_68,40023,event_goldenship_04_e,Speech,mast,mast,Locale_SubScenario:event_goldenship_04_e_68,True,,S_10,S_100,0.5,,,,1,idle,,,,,,13,delight,,15,delight
