id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_freezeacpu_01_s_28,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_28,True,,20,20,1.0,bgm_story_leisuretime,,rapi,,12,idle,,14,idle,,rapi,2,idle,,,
event_freezeacpu_01_s_29,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_29,True,,20,20,1.0,,,anis,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_30,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_30,True,,20,20,1.0,,,anis,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_31,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_31,False,,20,20,1.0,,,rapi,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_32,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_32,True,,20,20,1.0,,,rapi,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_33,40030,event_freezeacpu_01_s,Self,Self,Locale_SubScenario:event_freezeacpu_01_s_33,False,,20,20,1.0,,,,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_34,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_34,True,,20,20,1.0,,,rapi,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_35,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_35,True,,20,XS_40,1.0,,,rapi,,12,idle,,14,idle,,,2,idle,,,
event_freezeacpu_01_s_36,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_36,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,poli,4,idle
event_freezeacpu_01_s_37,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_37,True,,XS_40,XS_40,1.0,,,anis,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_38,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_38,True,,XS_40,XS_40,1.0,,,neon,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_39,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_39,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_40,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_40,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_41,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_41,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_42,40030,event_freezeacpu_01_s,Self,Self,Locale_SubScenario:event_freezeacpu_01_s_42,False,,XS_40,XS_40,1.0,,,,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_43,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_43,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_44,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_44,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_45,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_45,True,,12,120,0.6,,,anis,,12,delight,,14,no,,,2,idle,,4,idle
event_freezeacpu_01_s_46,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_46,True,,14,S_140,0.6,,,neon,,12,delight,,14,no,,,2,idle,,4,idle
event_freezeacpu_01_s_47,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_47,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,no,,,2,idle,,4,idle
event_freezeacpu_01_s_48,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_48,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,no,,,2,idle,,4,idle
event_freezeacpu_01_s_49,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_49,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,no,,,2,idle,,4,idle
event_freezeacpu_01_s_50,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_50,True,,12,120,0.6,,,anis,,12,delight,,14,no,,,2,idle,,4,angry
event_freezeacpu_01_s_51,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_51,True,,14,S_140,0.6,,,neon,,12,delight,,14,no,,,2,idle,,4,angry
event_freezeacpu_01_s_52,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_52,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,no,,,2,idle,,4,angry
event_freezeacpu_01_s_53,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_53,True,,XS_40,XS_40,1.0,,,anis,,12,no,,14,no,,,2,idle,,4,angry
event_freezeacpu_01_s_54,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_54,True,,XS_40,XS_40,1.0,,,poli,,12,no,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_55,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_55,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_56,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_56,True,,XS_40,XS_40,1.0,,,poli,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_57,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_57,True,,XS_40,13,1.0,,,anis,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_58,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_58,True,,13,13,1.0,,,anis,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_59,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_59,True,,13,13,1.0,,,neon,,12,idle,,14,worry,,,2,idle,,4,idle
event_freezeacpu_01_s_60,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_60,True,,13,13,1.0,,,neon,,12,idle,,14,worry,,,2,idle,,4,idle
event_freezeacpu_01_s_61,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_61,True,,13,13,1.0,,,anis,,12,no,,14,worry,,,2,idle,,4,idle
event_freezeacpu_01_s_62,40030,event_freezeacpu_01_s,Self,Self,Locale_SubScenario:event_freezeacpu_01_s_62,False,,13,20,1.0,,,,,12,no,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_63,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_63,True,,20,20,1.0,,,rapi,,12,idle,,14,idle,,,2,idle,,4,idle
event_freezeacpu_01_s_64,40030,event_freezeacpu_01_s,Speech,anis,Locale_SubScenario:event_freezeacpu_01_s_64,True,,20,20,1.0,,,anis,,12,delight,,14,idle,,,2,worry,,4,idle
event_freezeacpu_01_s_65,40030,event_freezeacpu_01_s,Speech,neon,Locale_SubScenario:event_freezeacpu_01_s_65,True,,20,20,1.0,,,neon,,12,delight,,14,no,,,2,worry,,4,idle
event_freezeacpu_01_s_66,40030,event_freezeacpu_01_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_01_s_66,True,,20,20,1.0,,,rapi,,12,delight,,14,no,,,2,think,,4,idle
event_freezeacpu_01_s_67,40030,event_freezeacpu_01_s,Self,Self,Locale_SubScenario:event_freezeacpu_01_s_67,False,,20,20,1.0,,,,,12,delight,,14,idle,,,2,think,,4,idle
event_freezeacpu_01_s_68,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_68,True,,20,XS_40,1.0,,,poli,,12,delight,,14,idle,,,2,think,,4,delight
event_freezeacpu_01_s_69,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_69,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,idle,,,2,think,,4,delight
event_freezeacpu_01_s_70,40030,event_freezeacpu_01_s,Self,Self,Locale_SubScenario:event_freezeacpu_01_s_70,False,,XS_40,XS_40,1.0,,,,,12,delight,,14,idle,,,2,think,,4,delight
event_freezeacpu_01_s_71,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_71,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,idle,,,2,think,,4,idle
event_freezeacpu_01_s_72,40030,event_freezeacpu_01_s,Speech,poli,Locale_SubScenario:event_freezeacpu_01_s_72,True,,XS_40,XS_40,1.0,,,poli,,12,delight,,14,idle,,,2,think,,4,idle
event_freezeacpu_01_s_73,40030,event_freezeacpu_01_s,Monologue,Monologue,Locale_SubScenario:event_freezeacpu_01_s_73,False,,black,black,1.0,,,,,12,delight,,14,idle,,,2,think,,4,idle
