id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_neverland2_03_e_15,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_15,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_16,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_16,True,,300,31,1.0,,,mica_w,mica_w,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_17,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_17,True,,31,31,1.0,,,mica_w,mica_w,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_18,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_18,True,,31,31,1.0,,,ludmilla_w,ludmilla_w,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_19,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_19,True,,31,31,1.0,,,mica_w,mica_w,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_20,40035,event_neverland2_03_e,Monologue,Locale_MainScenario:event_neverland2_03_e_20,False,,31,1,1.0,none,,,,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_21,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_21,True,,1,113,1.0,,,blanc_c,blanc_c,,1,no,,3,think,,13,idle,,15,idle
event_neverland2_03_e_22,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_22,True,,113,113,1.0,bgm_story_inwonderland,,blanc_c,blanc_c,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_23,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_23,True,,113,113,1.0,,,blanc_c,blanc_c,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_24,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_24,True,,113,113,1.0,,,blanc_c,blanc_c,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_25,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_25,True,,113,1315,1.0,,,blanc_c,blanc_c,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_26,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_26,True,,1315,1315,1.0,,,noir_c,noir_c,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_27,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_27,False,,1315,1,1.0,,,mica_w,mica_w,,1,no,,3,think,,13,delight,,15,delight
event_neverland2_03_e_28,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_28,True,,1,S_10,1.0,,,mica_w,mica_w,,1,idle,,3,think,,13,delight,,15,delight
event_neverland2_03_e_29,40035,event_neverland2_03_e,Monologue,Locale_MainScenario:event_neverland2_03_e_29,False,,black,black,1.0,,,,,,1,idle,,3,think,,13,delight,,15,delight
event_neverland2_03_e_30,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_30,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_31,40035,event_neverland2_03_e,Self,Locale_MainScenario:event_neverland2_03_e_31,False,,300,300,1.0,,,,,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_32,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_32,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_33,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_33,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_34,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_34,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_35,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_35,True,,300,300,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_36,40035,event_neverland2_03_e,Self,Locale_MainScenario:event_neverland2_03_e_36,False,,300,300,1.0,,,,,,1,idle,,3,idle,,13,idle,,15,idle
event_neverland2_03_e_37,40035,event_neverland2_03_e,Speech,Locale_MainScenario:event_neverland2_03_e_37,True,,300,30,1.0,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,13,idle,,15,idle
