id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_dirtybackyard_06_s_36,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_36,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,idle
event_dirtybackyard_06_s_37,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_37,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_38,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_38,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_39,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_39,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,idle
event_dirtybackyard_06_s_40,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_40,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,idle
event_dirtybackyard_06_s_41,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_41,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,idle
event_dirtybackyard_06_s_42,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_42,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,angry
event_dirtybackyard_06_s_43,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_43,True,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,angry
event_dirtybackyard_06_s_44,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_44,True,,30,30,1.0,,,,,,moran,moran,,,3,angry,Low_2,,1,idle
event_dirtybackyard_06_s_45,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_45,True,,30,30,1.0,,,,,,moran,moran,,,3,pain,,,1,idle
event_dirtybackyard_06_s_46,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_46,True,,30,30,1.0,,,,,,moran,moran,,,3,pain,,,1,idle
event_dirtybackyard_06_s_47,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_47,True,,30,30,1.0,,,,,,moran,moran,,,3,angry,,,1,idle
event_dirtybackyard_06_s_48,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_48,True,,30,30,1.0,,,,,,moran,moran,,,3,angry,,,1,idle
event_dirtybackyard_06_s_49,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_49,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_50,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_50,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_51,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_51,True,,30,30,1.0,,,,,,moran,moran,,,3,angry,Low_2,,1,idle
event_dirtybackyard_06_s_52,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_52,True,,30,300,0.5,,,,,,moran,moran,,,3,pain,Low_2,,1,idle
event_dirtybackyard_06_s_53,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_53,True,,300,300,1.0,,,,,,moran,moran,,,3,pain,,,1,idle
event_dirtybackyard_06_s_54,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_54,True,,300,300,1.0,,,,,,peonian,peonian,,,3,pain,,,1,idle
event_dirtybackyard_06_s_55,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_55,False,,300,30,1.0,,,,,,moran,moran,,,3,pain,,,1,idle
event_dirtybackyard_06_s_56,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_56,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_57,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_57,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_58,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_58,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,idle
event_dirtybackyard_06_s_59,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_59,False,,S_10,S_10,1.0,,,,,,sugar_g,sugar_g,,,3,think,,,1,angry
event_dirtybackyard_06_s_60,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_60,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,angry
event_dirtybackyard_06_s_61,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_61,True,,30,30,1.0,,,,,,moran,moran,,,3,think,,,1,angry
event_dirtybackyard_06_s_62,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_62,True,,30,3,1.0,,,,,,moran,moran,,,3,pain,,,1,angry
event_dirtybackyard_06_s_63,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_63,True,,3,300,0.3,,,,,,moran,moran,,,3,angry,Low_2,,1,angry
event_dirtybackyard_06_s_64,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_64,True,,300,300,1.0,,,,,,peonian,peonian,,,3,angry,,,1,angry
event_dirtybackyard_06_s_65,40038,event_dirtybackyard_06_s,Speech,Locale_SubScenario:event_dirtybackyard_06_s_65,True,,XS_100,XS_100,1.0,,,,,,sugar_g,sugar_g,,,3,angry,Low_2,,1,angry
event_dirtybackyard_06_s_66,40038,event_dirtybackyard_06_s,Narration,Locale_SubScenario:event_dirtybackyard_06_s_66,False,,black,black,1.0,,,,,,,,,,2,angry,,,2,angry
event_dirtybackyard_06_s_67,40038,event_dirtybackyard_06_s,Narration,Locale_SubScenario:event_dirtybackyard_06_s_67,False,,black,black,1.0,,,,,,,,,,2,angry,,,2,angry
