id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce006_3_01_s_14,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_14,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_15,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_15,False,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_16,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_16,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_17,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_17,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_18,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_18,True,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_19,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_19,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_20,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_20,True,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_21,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_21,False,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_22,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_22,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_23,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_23,True,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_24,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_24,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_25,40080,event_ce006_3_01_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_s_25,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,
event_ce006_3_01_s_26,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_26,True,,1,idle,,1,1,1.0,,,Grey,com,,,,
event_ce006_3_01_s_27,40080,event_ce006_3_01_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_s_27,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,
event_ce006_3_01_s_28,40080,event_ce006_3_01_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_s_28,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,
event_ce006_3_01_s_29,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_29,True,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_30,40080,event_ce006_3_01_s,Narration,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_30,False,,1,idle,,black,black,1.0,,,Grey,,black,,,
event_ce006_3_01_s_31,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_31,True,,1,idle,,1,10,1.3,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_32,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_32,True,,1,idle,,10,10,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_33,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_33,True,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_34,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_34,True,,1,idle,,10,10,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_35,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_35,True,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_36,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_36,True,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_37,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_37,False,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_38,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_38,True,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_39,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_39,True,,1,idle,,10,10,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_40,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_40,True,,1,idle,,10,10,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_41,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_41,True,,1,idle,,10,10,1.0,,,Grey,com,,,,
event_ce006_3_01_s_42,40080,event_ce006_3_01_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_s_42,True,,1,idle,,10,10,1.0,,,Grey,bunkerchild,,,,
event_ce006_3_01_s_43,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_43,False,,12,idle,Desert_03,black,black,1.0,,none,Grey,com,black,,,
event_ce006_3_01_s_44,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_44,True,,12,idle,,12,12,1.0,,,,com,,,,
event_ce006_3_01_s_45,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_45,True,,12,idle,,12,12,1.0,,,,com,,,,
event_ce006_3_01_s_46,40080,event_ce006_3_01_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_s_46,True,,12,idle,,12,1,1.3,,collab_bgm_sb_hallofrecords,,ce006_02,,ce006_02,2,idle
event_ce006_3_01_s_47,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_47,False,,12,idle,,1,1,1.0,,,,com,,,2,idle
event_ce006_3_01_s_48,40080,event_ce006_3_01_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_s_48,True,,12,idle,,1,1,1.0,,,,ce006_02,,,2,idle
event_ce006_3_01_s_49,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_49,True,,12,idle,,1,1,1.0,,,,com,,,2,idle
event_ce006_3_01_s_50,40080,event_ce006_3_01_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_s_50,True,,12,idle,,1,1,1.0,,,,ce006_02,,,2,idle
event_ce006_3_01_s_51,40080,event_ce006_3_01_s,Speech,com,Locale_MainScenario:event_ce006_3_01_s_51,True,,12,idle,,1,1,1.0,,,,com,,,2,idle
event_ce006_3_01_s_52,40080,event_ce006_3_01_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_s_52,True,,12,idle,,1,20,1.3,,,,ce006_02,,,2,no
event_ce006_3_01_s_53,40080,event_ce006_3_01_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_s_53,True,,12,idle,,20,20,1.0,,,,ce006_02,,,2,no
