id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade
event_ltk_05_e_20,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_20,True,,1,20,1.0,,,5,idle,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_21,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_21,True,,20,20,1.0,,,5,idle,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_22,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_22,True,,20,20,1.0,,,5,idle,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_23,40012,event_ltk_05_e,Monologue,Monologue,Locale_SubScenario:event_ltk_05_e_23,False,CommanderRoom,black,black,1.0,none,,5,idle,,,,2,idle,,12,idle,d,k,owner,
event_ltk_05_e_24,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_24,True,,1,1,1.0,bgm_mystery,,,,d,,d,2,idle,k,12,idle,,,,black
event_ltk_05_e_25,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_25,True,,1,1,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_26,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_26,True,,1,1,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_27,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_27,True,,1,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_28,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_28,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_29,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_29,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_30,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_30,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,think,,,,
event_ltk_05_e_31,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_31,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,think,,,,
event_ltk_05_e_32,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_32,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_33,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_33,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_34,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_34,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_35,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_35,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,think,,,,
event_ltk_05_e_36,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_36,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,think,,,,
event_ltk_05_e_37,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_37,True,,20,20,1.0,,,,,d,,,2,idle,,12,think,,,,
event_ltk_05_e_38,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_38,False,,20,20,1.0,,,,,,,,2,idle,,12,idle,,,,
event_ltk_05_e_39,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_39,True,,20,20,1.0,,,,,d,,,2,angry,,12,idle,,,,
event_ltk_05_e_40,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_40,True,,20,S_120,0.3,,,,,k,,,2,angry,,12,idle,,,,
event_ltk_05_e_41,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_41,False,,S_120,S_120,1.0,,,,,,,,2,angry,,12,idle,,,,
event_ltk_05_e_42,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_42,True,,20,20,1.0,,,,,d,,,2,angry,,12,idle,,,,
event_ltk_05_e_43,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_43,True,,20,S_120,0.3,,,,,k,,,2,angry,,12,idle,,,,
event_ltk_05_e_44,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_44,False,,S_120,1,2.0,,,,,,,,2,angry,,12,idle,,,,
event_ltk_05_e_45,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_45,False,,1,1,1.0,,,,,,,,2,angry,,12,idle,,,,
event_ltk_05_e_46,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_46,False,,1,1,1.0,,,,,,,,2,angry,,12,idle,,,,
event_ltk_05_e_47,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_47,True,,1,1,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_48,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_48,False,,1,1,1.0,,,,,d,,,2,think,,12,idle,,,,
event_ltk_05_e_49,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_49,False,,1,1,1.0,,,,,,,,2,think,,12,idle,,,,
event_ltk_05_e_50,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_50,True,,1,1,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_51,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_51,True,,1,1,1.0,,,,,k,,,2,idle,,12,think,,,,
event_ltk_05_e_52,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_52,True,,1,1,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_53,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_53,True,,1,1,1.0,,,,,d,,,2,angry,,12,idle,,,,
event_ltk_05_e_54,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_54,True,,1,1,1.0,,,,,k,,,2,idle,,12,delight,,,,
event_ltk_05_e_55,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_55,True,,1,1,1.0,,,,,k,,,2,idle,,12,delight,,,,
event_ltk_05_e_56,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_56,True,,1,1,1.0,,,,,k,,,2,idle,,12,delight,,,,
event_ltk_05_e_57,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_57,True,,1,S_120,1.0,,,,,k,,,2,idle,,12,good,,,,
event_ltk_05_e_58,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_58,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_59,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_59,True,,S_120,S_120,1.0,,,,,k,,,2,idle,,12,idle,,,,
event_ltk_05_e_60,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_60,False,,S_120,S_120,1.0,,,,,,,,2,idle,,12,idle,,,,
event_ltk_05_e_61,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_61,False,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_62,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_62,True,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_63,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_63,False,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_64,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_64,True,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_65,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_65,False,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_66,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_66,True,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_67,40012,event_ltk_05_e,Self,Self,Locale_SubScenario:event_ltk_05_e_67,False,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_68,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_68,True,,20,20,1.0,,,,,d,,,2,idle,,12,idle,,,,
event_ltk_05_e_69,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_69,True,,20,200,1.0,,,,,d,,,2,think,,12,idle,,,,
event_ltk_05_e_70,40012,event_ltk_05_e,Speech,d,Locale_SubScenario:event_ltk_05_e_70,True,,200,200,1.0,,,,,d,,,2,angry,,12,idle,,,,
event_ltk_05_e_71,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_71,True,,200,S_120,1.0,,,,,k,,,2,angry,,12,idle,,,,
event_ltk_05_e_72,40012,event_ltk_05_e,Monologue,Monologue,Locale_SubScenario:event_ltk_05_e_72,False,,S_120,S_1200,1.0,,,,,,,,2,angry,,12,idle,,,,
event_ltk_05_e_73,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_73,True,,S_1200,S_120,1.0,,,,,k,,,2,angry,,12,idle,,,,
event_ltk_05_e_74,40012,event_ltk_05_e,Speech,k,Locale_SubScenario:event_ltk_05_e_74,True,,S_120,S_120,1.0,,,,,k,,,2,angry,,12,idle,,,,
