id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,fade,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_perfectmaid_03_e_25,40039,event_perfectmaid_03_e,Monologue,Locale_SubScenario:event_perfectmaid_03_e_25,False,,black,black,1.0,none,,,,3,idle,,13,idle,,1,idle,,privaty_m,drake_m,cocoa,,,,,,,,,,,,,,,,,
event_perfectmaid_03_e_26,40039,event_perfectmaid_03_e,Narration,Locale_SubScenario:event_perfectmaid_03_e_26,False,,1,1,1.0,,,,,,,,,,cocoa,1,idle,,,,,maleguest,5,idle,femaleguest,15,idle,sfx_scn_toyshopbell,black,,,,,,,,,
event_perfectmaid_03_e_27,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_27,True,,1,1,1.0,bgm_story_girlstalk,cocoa,cocoa,,,,,,,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_28,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_28,True,,1,1,1.0,,cocoa,cocoa,,,,,,,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_29,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_29,True,,1,5,1.0,,maleguest,maleguest,,,,,,,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_30,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_30,False,,5,5,1.0,,maleguest,maleguest,,,,,,,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_31,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_31,True,,XS_10,XS_10,1.0,,cocoa,cocoa,,,,,,,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_32,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_32,True,,XS_10,14,1.0,,cocoa,cocoa,,,,drake_m,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_33,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_33,True,,14,14,1.0,,drake_m,drake_m,,,,,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_34,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_34,True,,14,4,1.0,,cocoa,cocoa,privaty_m,3,idle,,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_35,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_35,True,,4,4,1.0,,privaty_m,privaty_m,,3,shy2,,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_36,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_36,True,,4,4,1.0,,maleguest,maleguest,,3,shy2,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_37,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_37,True,,4,4,1.0,,privaty_m,privaty_m,,3,smile,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,Low_2,,,,,,,,
event_perfectmaid_03_e_38,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_38,True,,4,4,1.0,,maleguest,maleguest,,3,smile,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_39,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_39,False,,4,2,1.0,,cocoa,cocoa,,3,smile,,13,idle,,1,surprised,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_40,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_40,False,,2,2,1.0,,privaty_m,,,3,smile,,13,idle,,1,surprised,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_41,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_41,True,,2,4,1.0,,privaty_m,privaty_m,,3,smile,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_42,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_42,True,,4,4,1.0,,maleguest,maleguest,,3,smile,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_43,40039,event_perfectmaid_03_e,Monologue,Locale_SubScenario:event_perfectmaid_03_e_43,False,,4,4,1.0,,maleguest,,,3,smile,,13,idle,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_44,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_44,True,,130,130,1.0,,drake_m,drake_m,,3,idle,,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_45,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_45,True,,130,14,1.0,,drake_m,drake_m,,3,idle,,13,delight,,1,idle,,,,,,5,idle,,15,idle,sfx_scn_putdown,,,,,,,,,,
event_perfectmaid_03_e_46,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_46,True,,14,14,1.0,,femaleguest,femaleguest,,3,idle,,13,delight,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_47,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_47,True,,14,14,0.6,,drake_m,drake_m,,3,idle,,13,angry,,1,idle,,,,,,5,idle,,15,idle,,,Low_2,,,,,,,,
event_perfectmaid_03_e_48,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_48,True,,14,14,1.0,,femaleguest,femaleguest,,3,idle,,13,angry,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_49,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_49,True,,14,14,1.0,,drake_m,drake_m,,3,idle,,13,no,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_50,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_50,True,,14,14,1.0,,femaleguest,femaleguest,,3,idle,,13,no,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_51,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_51,False,,14,1,1.0,,femaleguest,,,3,idle,,13,no,,1,idle,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_52,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_52,True,,1,1,1.0,,cocoa,cocoa,,3,idle,,13,no,,1,serious,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_53,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_53,False,,1,1,1.0,,cocoa,,,3,idle,,13,no,,1,serious,,,,,,5,idle,,15,idle,,,,,,,,,,,
event_perfectmaid_03_e_54,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_54,True,,1,1,1.0,,cocoa,cocoa,,3,idle,,13,no,,1,serious,,,,,,5,idle,,15,idle,,,,maleguest,femaleguest,,,,,,
event_perfectmaid_03_e_55,40039,event_perfectmaid_03_e,Monologue,Locale_SubScenario:event_perfectmaid_03_e_55,False,,1,1,1.0,,cocoa,,,4,idle,,15,no,,16,serious,,privaty_m,drake_m,cocoa,,,,,,,,,,,,,,,,,
event_perfectmaid_03_e_56,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_56,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_perfectmaid_03_e_57,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_57,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,ade,1,idle,,,
event_perfectmaid_03_e_58,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_58,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,delight,,,
event_perfectmaid_03_e_59,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_59,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,delight,,,
event_perfectmaid_03_e_60,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_60,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,delight,,,
event_perfectmaid_03_e_61,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_61,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,delight,,,
event_perfectmaid_03_e_62,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_62,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_63,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_63,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_64,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_64,True,,1,10,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_65,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_65,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_66,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_66,True,,10,10,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_67,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_67,True,,10,10,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,idle,,,
event_perfectmaid_03_e_68,40039,event_perfectmaid_03_e,Narration,Locale_SubScenario:event_perfectmaid_03_e_68,False,,10,12,1.0,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_sodafalling,,,,,,1,idle,soda,18,
event_perfectmaid_03_e_69,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_69,False,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,18,sad
event_perfectmaid_03_e_70,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_70,True,,12,12,1.0,,soda,soda,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_71,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_71,True,,12,12,1.0,,soda,soda,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_72,40039,event_perfectmaid_03_e,Narration,Locale_SubScenario:event_perfectmaid_03_e_72,False,,12,S_130,1.0,,soda,,,,,,,,,,,,,,,,,,,,,sfx_scn_sodafalling2,,Low_2,,,,1,worried,,13,sad
event_perfectmaid_03_e_73,40039,event_perfectmaid_03_e,Monologue,Locale_SubScenario:event_perfectmaid_03_e_73,False,,S_130,S_130,1.0,,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_74,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_74,False,,S_130,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_75,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_75,False,,1,1,1.0,,ade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_76,40039,event_perfectmaid_03_e,Speech,Locale_SubScenario:event_perfectmaid_03_e_76,True,,1,1,1.0,,ade,ade,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_77,40039,event_perfectmaid_03_e,Self,Locale_SubScenario:event_perfectmaid_03_e_77,False,,1,1,1.0,,ade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
event_perfectmaid_03_e_78,40039,event_perfectmaid_03_e,Monologue,Locale_SubScenario:event_perfectmaid_03_e_78,False,,1,1,1.0,,ade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,worried,,13,sad
