id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,jump_target
event_queensorder_06_e_71,40015,event_queensorder_06_e,Choice,Locale_SubScenario:event_queensorder_06_e_71,False,,1,1,1.0,,,,,,1,good,,,,,,,,,,,,event_queensorder_06_e_73
event_queensorder_06_e_72,40015,event_queensorder_06_e,Choice,Locale_SubScenario:event_queensorder_06_e_72,False,,1,1,1.0,,,,,,1,good,,,,,,,,,,,,event_queensorder_06_e_77
event_queensorder_06_e_73,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_73,False,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_74,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_74,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_75,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_75,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_76,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_76,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,event_queensorder_06_e_81
event_queensorder_06_e_77,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_77,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_78,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_78,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_79,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_79,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_80,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_80,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,event_queensorder_06_e_81
event_queensorder_06_e_81,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_81,False,,1,10,0.7,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_82,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_82,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_83,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_83,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_84,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_84,False,,10,100,0.7,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_85,40015,event_queensorder_06_e,Narration,Locale_SubScenario:event_queensorder_06_e_85,False,,black,black,1.0,,sfx_scn_kiss,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_86,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_86,True,,100,100,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_87,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_87,True,,100,100,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_88,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_88,True,,100,100,1.0,,,rosanna,rosanna,,1,good,,,,,,,,,,,,
event_queensorder_06_e_89,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_89,True,,100,100,1.0,,,rosanna,rosanna,,1,good,,,,,,,,,,,,
event_queensorder_06_e_90,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_90,False,,100,100,1.0,,,,,,1,good,,,,,,,,,,,,
event_queensorder_06_e_91,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_91,True,,100,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_92,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_92,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_93,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_93,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_94,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_94,True,,10,10,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
