id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,highlight,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_romanticvalentine_04_e_23,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_23,False,,12,4,1.0,,,1,shy3,,3,smile,,13,shy,,5,special,sin_m,sin_m,sweetjohnny214,17,idle,,,,,,
event_romanticvalentine_04_e_24,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_24,False,,4,4,1.0,,,1,shy3,,3,smile,,13,shy,,5,special,trony_m,trony_m,,17,idle,,,,,,
event_romanticvalentine_04_e_25,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_25,True,,17,17,1.0,,,1,shy3,,3,smile,,13,shy,,5,special,sweetjohnny214,sweetjohnny214,,17,idle,,,,,,
event_romanticvalentine_04_e_26,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_26,False,,17,12,1.0,,,1,shy3,,3,smile,,13,shy,,5,special,sweetjohnny214,,,17,idle,,,,,,
event_romanticvalentine_04_e_27,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_27,False,,12,4,2.0,,,1,shy3,,3,smile,,13,shy,,5,special,,,,17,idle,,,,,,
event_romanticvalentine_04_e_28,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_28,False,,black,black,1.0,,,1,surprise,,3,smile,,13,shy,,5,special,,,,17,idle,,,,,,
event_romanticvalentine_04_e_29,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_29,False,,black,black,1.0,,,1,surprise,,3,smile,,13,shy,,5,special,sweetjohnny214,,,17,idle,,,,,,
event_romanticvalentine_04_e_30,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_30,True,,S_10,S_100,0.5,bgm_story_orangepop,,1,angry,,3,smile,,13,idle,,5,no,mast_m,mast_m,,17,idle,sweetjohnny214,,,,,
event_romanticvalentine_04_e_31,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_31,False,,S_100,S_100,1.0,,,1,angry,,3,smile,,13,idle,,5,no,mast_m,,,,,,,,,,
event_romanticvalentine_04_e_32,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_32,True,,4,4,1.0,,,1,angry,,3,smile,,13,idle,,5,no,sin_m,sin_m,,,,,,,,,
event_romanticvalentine_04_e_33,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_33,False,,4,4,1.0,,,1,angry,,3,smile,,13,idle,,5,no,sin_m,,,,,,,,,,
event_romanticvalentine_04_e_34,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_34,True,,4,4,1.0,,,1,angry,,3,smile,,13,idle,,5,no,trony_m,trony_m,,,,,,,,,
event_romanticvalentine_04_e_35,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_35,True,,S_10,S_10,1.0,,,1,angry,,3,smile,,13,idle,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_36,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_36,True,,S_10,S_10,1.0,,,1,angry,,3,smile,,13,idle,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_37,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_37,True,,4,4,1.0,,,1,angry,,3,smile,,13,idle,,5,no,trony_m,trony_m,,,,,,,,,
event_romanticvalentine_04_e_38,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_38,True,,4,4,1.0,,,1,angry,,3,smile,,13,idle,,5,no,sin_m,sin_m,,,,,,,,,
event_romanticvalentine_04_e_39,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_39,True,,S_10,S_10,1.0,,,1,angry,,3,smile,,13,idle,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_40,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_40,False,,S_10,S_10,1.0,,,1,angry,,3,smile,,13,idle,,5,no,mast_m,,,,,,,,,,
event_romanticvalentine_04_e_41,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_41,True,,S_10,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_42,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_42,False,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,,,,,,,,,,
event_romanticvalentine_04_e_43,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_43,False,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,,,,,,,,,,
event_romanticvalentine_04_e_44,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_44,False,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,,,,,,,,,,
event_romanticvalentine_04_e_45,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_45,True,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_46,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_46,False,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,,,,,,,,,,
event_romanticvalentine_04_e_47,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_47,True,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_48,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_48,True,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,idle,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_49,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_49,False,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,delight,,5,no,anchor_m,,,,,,,,,,
event_romanticvalentine_04_e_50,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_50,True,,XS_130,XS_1300,1.0,,,1,angry,,3,smile,,13,delight,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_51,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_51,False,,S_100,S_100,1.0,,,1,shy2,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_52,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_52,True,,S_100,S_100,1.0,,,1,angry,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_53,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_53,True,,XS_130,XS_130,1.0,,,1,angry,,3,smile,,13,delight,,5,no,anchor_m,anchor_m,,,,,,,,,
event_romanticvalentine_04_e_54,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_54,False,,S_10,S_10,1.0,,,1,shy3,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_55,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_55,True,,S_10,S_10,1.0,,,1,shy3,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_56,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_56,True,,S_10,S_10,1.0,,,1,shy3,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_57,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_57,True,,S_10,S_100,1.0,,,1,shy3,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_58,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_58,False,,S_100,S_100,1.0,,,1,shy3,,3,smile,,13,delight,,5,no,mast_m,,,,,,,,,,
event_romanticvalentine_04_e_59,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_59,True,,S_100,S_10,1.0,,,1,delight,,3,smile,,13,delight,,5,no,mast_m,mast_m,,,,,,,,,
event_romanticvalentine_04_e_60,40069,event_romanticvalentine_04_e,Narration,Locale_SubScenario:event_romanticvalentine_04_e_60,False,,black,black,1.0,,,13,delight,,3,surprise,,1,delight,,5,surprise2,,,,,,,sfx_scn_autodooropen,,,,
event_romanticvalentine_04_e_61,40069,event_romanticvalentine_04_e,Narration,Locale_SubScenario:event_romanticvalentine_04_e_61,False,,black,black,1.0,,,13,delight,,3,surprise,,1,think,,5,surprise2,,,helm,15,idle,,sfx_scn_heelfootstep,,,,
event_romanticvalentine_04_e_62,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_62,False,,S_130,S_130,1.0,,,13,delight,,3,surprise,,1,think,,5,surprise2,mast_m,,,15,idle,,,,,,
event_romanticvalentine_04_e_63,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_63,True,,S_130,S_130,1.0,,,13,delight,,3,surprise,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_64,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_64,False,,S_130,S_130,1.0,,,13,delight,,3,surprise,,1,think,,5,surprise2,mast_m,,,15,idle,,,,,,
event_romanticvalentine_04_e_65,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_65,True,,S_130,S_130,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_66,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_66,True,,S_130,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,helm,helm,,15,idle,,,,,,
event_romanticvalentine_04_e_67,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_67,True,,14,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_68,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_68,True,,14,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_69,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_69,True,,14,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_70,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_70,True,,14,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,helm,helm,,15,idle,,,,,,
event_romanticvalentine_04_e_71,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_71,False,,14,14,1.0,,,13,surprise,,3,idle,,1,think,,5,surprise2,helm,,,15,idle,,,,,,
event_romanticvalentine_04_e_72,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_72,False,,14,14,1.0,,,13,surprise2,,3,idle,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_73,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_73,False,,14,14,1.0,,,13,surprise2,,3,idle,,1,think,,5,surprise2,helm,,,15,idle,,,,,,
event_romanticvalentine_04_e_74,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_74,True,,14,14,1.0,,,13,surprise2,,3,delight,,1,think,,5,surprise2,helm,helm,,15,idle,,,,,,
event_romanticvalentine_04_e_75,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_75,True,,14,14,1.0,,,13,surprise2,,3,delight,,1,think,,5,surprise2,mast_m,mast_m,,15,idle,,,,,,
event_romanticvalentine_04_e_76,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_76,True,,14,14,1.0,,,13,surprise2,,3,delight,,1,think,,5,surprise2,helm,helm,,15,angry,,,,,,
event_romanticvalentine_04_e_77,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_77,True,,14,14,1.0,,,13,surprise2,,3,delight,,1,think,,5,surprise2,helm,helm,,15,angry,,,,,,
event_romanticvalentine_04_e_78,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_78,True,,14,12,1.0,,,13,surprise,,3,delight,,1,think,,5,surprise2,mast_m,mast_m,,15,angry,,,,,,
event_romanticvalentine_04_e_79,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_79,True,,12,12,1.0,,,13,surprise,,3,delight,,1,think,,5,surprise2,anchor_m,anchor_m,,15,angry,,,,,,
event_romanticvalentine_04_e_80,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_80,False,,150,150,1.0,,,13,surprise,,3,delight,,1,idle,,5,surprise2,helm,,,15,no,,,,,,
event_romanticvalentine_04_e_81,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_81,True,,150,150,1.0,,,13,surprise,,3,delight,,1,idle,,5,surprise2,helm,helm,,15,no,,,,,,
event_romanticvalentine_04_e_82,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_82,True,,150,150,1.0,,,13,surprise,,3,delight,,1,idle,,5,surprise2,helm,helm,,15,no,,,,,,
event_romanticvalentine_04_e_83,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_83,True,,4,4,1.0,,,13,surprise,,3,delight,,1,idle,,5,no,trony_m,trony_m,,15,no,,,,,,
event_romanticvalentine_04_e_84,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_84,True,,4,4,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,sin_m,sin_m,,15,no,,,,,,
event_romanticvalentine_04_e_85,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_85,False,,4,4,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,sin_m,,,15,no,,,,,,
event_romanticvalentine_04_e_86,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_86,True,,150,1500,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,helm,,15,angry,,,,,,
event_romanticvalentine_04_e_87,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_87,True,,1500,1500,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,helm,,15,angry,,,,,,
event_romanticvalentine_04_e_88,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_88,False,,1500,1500,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,,,15,angry,,,,,,
event_romanticvalentine_04_e_89,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_89,True,,1500,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,helm,,15,angry,,,,,,
event_romanticvalentine_04_e_90,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_90,False,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,,,15,angry,,,,,,
event_romanticvalentine_04_e_91,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_91,False,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,,,15,angry,,,,,,
event_romanticvalentine_04_e_92,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_92,False,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,,,15,angry,,,,,,
event_romanticvalentine_04_e_93,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_93,True,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,helm,,15,idle,,,,,,
event_romanticvalentine_04_e_94,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_94,False,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,,,15,idle,,,,,,
event_romanticvalentine_04_e_95,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_95,True,,150,150,1.0,,,13,surprise,,3,smile,,1,idle,,5,no,helm,helm,,15,no,,,,,,
event_romanticvalentine_04_e_96,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_96,True,,150,S_130,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,mast_m,mast_m,,15,no,,,,,,
event_romanticvalentine_04_e_97,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_97,True,,50,50,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,trony_m,trony_m,,15,no,,,,,,
event_romanticvalentine_04_e_98,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_98,False,,50,50,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,trony_m,,,15,no,,,,,,
event_romanticvalentine_04_e_99,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_99,True,,S_130,S_130,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,mast_m,mast_m,,15,no,,,,,,
event_romanticvalentine_04_e_100,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_100,True,,S_130,S_130,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,mast_m,mast_m,,15,no,,,,,,
event_romanticvalentine_04_e_101,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_101,True,,S_130,S_130,1.0,,,13,delight,,3,smile,,1,idle,,5,no,mast_m,mast_m,,15,no,,,,,,
event_romanticvalentine_04_e_102,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_102,True,,4,4,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,sin_m,sin_m,,15,no,,,,,,
event_romanticvalentine_04_e_103,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_103,True,,4,4,1.0,,,13,idle2,,3,smile,,1,idle,,5,no,trony_m,trony_m,,15,no,,,,,,
event_romanticvalentine_04_e_104,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_104,True,,XS_10,XS_10,1.0,,,13,idle2,,3,smile,,1,delight,,5,no,anchor_m,anchor_m,,15,no,,,,,,
event_romanticvalentine_04_e_105,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_105,False,,XS_10,150,1.0,,,13,idle2,,3,smile,,1,delight,,5,no,helm,helm,,15,surprise,,,,,,
event_romanticvalentine_04_e_106,40069,event_romanticvalentine_04_e,Speech,Locale_SubScenario:event_romanticvalentine_04_e_106,True,,150,150,1.0,,,13,idle2,,3,smile,,1,delight,,5,no,helm,helm,,15,surprise,,,,,,
event_romanticvalentine_04_e_107,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_107,False,,black,black,1.0,,,13,idle2,,3,smile,,1,delight,,5,no,,,,15,surprise,helm,,mast_m,sin_m,anchor_m,trony_m
event_romanticvalentine_04_e_108,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_108,False,,7,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_04_e_109,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_109,False,,7,7,1.0,none,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_04_e_110,40069,event_romanticvalentine_04_e,Self,Locale_SubScenario:event_romanticvalentine_04_e_110,False,,7,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_04_e_111,40069,event_romanticvalentine_04_e,Monologue,Locale_SubScenario:event_romanticvalentine_04_e_111,False,,7,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
