id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id,set_camera_shake
event_ce02_2_01_s_33,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_33,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,6,2,1.0,,,,,
event_ce02_2_01_s_34,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_34,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_35,40027,event_ce02_2_01_s,Monologue,,Monologue,Locale_SubScenario:event_ce02_2_01_s_35,False,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_36,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_36,True,,,,,7,void,,5,idle,,3,idle,,1,surprise,,2,2,1.0,,,,,
event_ce02_2_01_s_37,40027,event_ce02_2_01_s,Self,,Self,Locale_SubScenario:event_ce02_2_01_s_37,False,,,,,7,void,,5,idle,,3,idle,,1,surprise,,2,2,1.0,,,,,
event_ce02_2_01_s_38,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_38,True,,,,,7,void,,5,idle,,3,idle,,1,surprise,,2,2,1.0,,,,,
event_ce02_2_01_s_39,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_39,True,,,,,7,void,,5,idle,,3,idle,,1,surprise,,2,2,1.0,,,,,
event_ce02_2_01_s_40,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_40,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_41,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_41,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_42,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_42,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_43,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_43,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_44,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_44,True,,,,,7,worry,,5,idle,,3,idle,,1,idle,,7,70,0.7,,,,,
event_ce02_2_01_s_45,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_45,False,,,,,7,worry,,5,idle,,3,idle,,1,idle,,3,30,0.7,,,,,
event_ce02_2_01_s_46,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_46,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,
event_ce02_2_01_s_47,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_47,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,
event_ce02_2_01_s_48,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_48,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,
event_ce02_2_01_s_49,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_49,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,7,7,1.0,,,,,
event_ce02_2_01_s_50,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_50,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,7,2,0.5,,,,,
event_ce02_2_01_s_51,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_51,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_52,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_52,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,2,1.0,,,,,
event_ce02_2_01_s_53,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_53,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,2,6,0.7,,,,,
event_ce02_2_01_s_54,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_54,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_55,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_55,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_56,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_56,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,10,1,0.7,,,,,
event_ce02_2_01_s_57,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_57,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,,,
event_ce02_2_01_s_58,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_58,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,1,1,1.0,,,,,
event_ce02_2_01_s_59,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_59,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_60,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_60,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_61,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_61,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_62,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_62,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_63,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_63,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_64,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_64,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_65,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_65,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_66,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_66,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_67,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_67,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_68,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_68,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_69,40027,event_ce02_2_01_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_01_s_69,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_70,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_70,True,,,,,7,void,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,,,
event_ce02_2_01_s_71,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_71,True,,,,,7,void,,5,idle,,3,idle,,1,think,,10,1,1.0,,,,,
event_ce02_2_01_s_72,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_72,True,,,,,7,void,,5,idle,,3,idle,,1,think,,1,1,1.0,,,,,
event_ce02_2_01_s_73,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_73,True,,,,,7,void,,5,idle,,3,idle,,1,think,,1,1,1.0,,,,,
event_ce02_2_01_s_74,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_74,False,,,,,7,angry,,5,angry,,3,idle,,1,think,,6,6,1.0,,,,,Low_2
event_ce02_2_01_s_75,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_75,True,,,,,7,angry,,5,angry,,3,idle,,1,think,,6,6,1.0,,,,,
event_ce02_2_01_s_76,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_76,True,,,,,7,angry,,5,angry,,3,idle,,1,think,,6,6,1.0,,,,,
event_ce02_2_01_s_77,40027,event_ce02_2_01_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_01_s_77,True,,,,,7,angry,,5,angry,,3,idle,,1,think,,6,6,1.0,,,,,
event_ce02_2_01_s_78,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_78,True,,,,,7,angry,,5,angry,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_79,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_79,True,,,,,7,angry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_80,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_80,True,,,,,7,angry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_81,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_81,True,,,,,7,angry,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_82,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_82,False,,,,,7,sad,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_83,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_83,True,,,,,7,sad,,5,idle,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_84,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_84,False,,,,,7,sad,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_85,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_85,True,,,,,7,worry,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_86,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_86,True,,,,,7,worry,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_87,40027,event_ce02_2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_01_s_87,True,,,,,7,worry,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_88,40027,event_ce02_2_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_01_s_88,True,,,,,7,sad,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
event_ce02_2_01_s_89,40027,event_ce02_2_01_s,Self,,Self,Locale_SubScenario:event_ce02_2_01_s_89,False,,,,,7,sad,,5,think,,3,idle,,1,idle,,6,6,1.0,,,,,
