id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_romanticvalentine_epilogue_14,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_14,True,,10,10,1.0,,,,1,idle,privaty_m,privaty_m,,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_15,40069,event_romanticvalentine_epilogue,Narration,Locale_SubScenario:event_romanticvalentine_epilogue_15,False,,10,10,1.0,,sfx_scn_toyshopbell,,1,idle,privaty_m,,milk,13,angry,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_16,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_16,True,,10,12,1.0,,,,1,idle,milk,milk,,13,angry,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_17,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_17,True,,12,12,1.0,,,,1,idle,milk,milk,,13,delight,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_18,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_18,False,,12,12,1.0,,,,1,idle,milk,,,13,delight,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_19,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_19,False,,12,12,1.0,,,,1,idle,milk,,,13,delight,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_20,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_20,True,,12,12,1.0,,,,1,idle,milk,milk,,13,good,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_21,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_21,True,,12,14,1.0,,,,1,idle,ade,ade,,13,good,ade,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_22,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_22,True,,14,14,1.0,,,,1,idle,ade,ade,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_23,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_23,True,,14,14,1.0,,,,1,idle,ade,ade,,13,good,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_24,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_24,True,,10,10,1.0,,,,1,sad,privaty_m,privaty_m,,13,good,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_25,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_25,True,,10,10,1.0,,,,1,sad,privaty_m,privaty_m,,13,good,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_26,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_26,False,,10,10,1.0,,,,1,sad,privaty_m,,,13,good,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_27,40069,event_romanticvalentine_epilogue,Monologue,Locale_SubScenario:event_romanticvalentine_epilogue_27,False,,10,10,1.0,,,,1,sad,privaty_m,,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_28,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_28,True,,10,12,1.0,,,,1,sad,milk,milk,,13,angry,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_29,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_29,True,,12,12,1.0,,,,1,sad,privaty_m,privaty_m,,13,angry,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_30,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_30,True,,12,12,1.0,,,,1,sad,privaty_m,privaty_m,,13,angry,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_31,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_31,True,,12,12,1.0,,,,1,sad,milk,milk,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_32,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_32,True,,12,12,1.0,,,,1,sad,milk,milk,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_33,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_33,False,,12,12,1.0,,,,1,sad,milk,,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_34,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_34,False,,12,100,0.5,,,,1,surprise,privaty_m,privaty_m,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_35,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_35,True,,100,100,1.0,,,,1,surprise,privaty_m,privaty_m,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_36,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_36,True,,100,12,1.0,,,,1,surprise,milk,milk,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_37,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_37,True,,12,12,1.0,,,,1,shy,privaty_m,privaty_m,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_38,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_38,True,,12,12,1.0,,,,1,shy,milk,milk,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_39,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_39,True,,12,12,1.0,,,,1,shy,milk,milk,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_40,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_40,True,,12,12,1.0,,,,1,no,privaty_m,privaty_m,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_41,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_41,True,,12,12,1.0,,,,1,delight,privaty_m,privaty_m,,13,good,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_42,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_42,True,,12,12,1.0,,,,1,delight,milk,milk,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_43,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_43,True,,12,12,1.0,,,,1,delight,milk,milk,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_44,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_44,True,,12,12,1.0,,,,1,no,privaty_m,privaty_m,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_45,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_45,True,,12,12,1.0,,,,1,no,privaty_m,privaty_m,,13,delight,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_46,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_46,True,,12,12,1.0,,,,1,no,milk,milk,,13,surprise,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_47,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_47,True,,12,12,1.0,,,,1,no,milk,milk,,13,surprise,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_48,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_48,False,,12,12,1.0,,,,1,no,milk,,,13,surprise,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_49,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_49,True,,12,10,1.0,,,,1,idle,privaty_m,privaty_m,,13,surprise,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_50,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_50,True,,150,150,1.0,,,,1,idle,ade,ade,,13,surprise,,15,delight,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_51,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_51,True,,150,150,1.0,,,,1,idle,ade,ade,,13,idle,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_52,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_52,True,,150,14,1.0,,,,1,idle,ade,ade,,13,idle,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_53,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_53,True,,14,14,1.0,,,,1,idle,milk,milk,,13,no,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_54,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_54,True,,14,14,1.0,,,,1,idle,milk,milk,,13,no,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_55,40069,event_romanticvalentine_epilogue,Narration,Locale_SubScenario:event_romanticvalentine_epilogue_55,False,,14,14,1.0,,sfx_scn_countdownbeep,,1,idle,,,,13,no,,15,idle,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_56,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_56,True,,30,300,0.5,bgm_story_sunnycarnival,sfx_scn_beamprojector,,1,surprise,sweetjohnny214,sweetjohnny214,,13,no,,15,idle,sweetjohnny214,3,idle,Low_2,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_57,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_57,True,,S_130,S_130,1.0,,,,1,surprise,milk,milk,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_58,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_58,True,,S_130,14,0.5,,,,1,surprise,ade,ade,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_59,40069,event_romanticvalentine_epilogue,Narration,Locale_SubScenario:event_romanticvalentine_epilogue_59,False,,14,14,1.0,,sfx_scn_grab,,1,surprise,ade,,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_60,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_60,True,,14,14,1.0,,,,1,surprise,milk,milk,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_61,40069,event_romanticvalentine_epilogue,Monologue,Locale_SubScenario:event_romanticvalentine_epilogue_61,False,,14,14,1.0,,,,1,surprise,milk,,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_62,40069,event_romanticvalentine_epilogue,Monologue,Locale_SubScenario:event_romanticvalentine_epilogue_62,False,,14,14,1.0,,,,1,surprise,milk,,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_63,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_63,True,,14,14,1.0,,,,1,surprise,ade,ade,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_64,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_64,True,,30,30,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_65,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_65,True,,S_130,S_130,1.0,,,,1,surprise,milk,milk,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_66,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_66,True,,S_130,S_130,1.0,,,,1,surprise,milk,milk,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_67,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_67,True,,S_130,14,1.0,,,,1,surprise,milk,milk,,13,surprise,,15,idle,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_68,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_68,True,,14,14,1.0,,,,1,surprise,ade,ade,,13,surprise,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_69,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_69,True,,14,14,1.0,,,,1,surprise,milk,milk,,13,angry,,15,delight,,3,idle,Low_2,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_70,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_70,True,,14,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_71,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_71,True,,2,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_72,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_72,True,,2,2,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_73,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_73,True,,2,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_74,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_74,True,,2,2,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_75,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_75,True,,2,2,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_76,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_76,True,,2,10,0.5,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,Low_2,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_77,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_77,True,,10,10,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_78,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_78,True,,10,10,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_79,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_79,True,,10,30,1.5,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_80,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_80,True,,30,30,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_81,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_81,True,,30,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,,,,,
event_romanticvalentine_epilogue_82,40069,event_romanticvalentine_epilogue,Narration,Locale_SubScenario:event_romanticvalentine_epilogue_82,False,,black,black,1.0,,sfx_scn_toyshopbell,,1,surprise,privaty_m,,,13,angry,,15,delight,,3,idle,,mast_m,17,delight,sin_m,19,smile,,,,,,,,,
event_romanticvalentine_epilogue_83,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_83,True,,18,18,1.0,,,,1,surprise,mast_m,mast_m,,13,angry,,15,delight,,3,idle,,,17,surprise,,19,smile,,,,,,,,,
event_romanticvalentine_epilogue_84,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_84,True,,18,18,1.0,,,,1,surprise,mast_m,mast_m,,13,angry,,15,delight,,3,idle,,,17,surprise,,19,smile,,,,,,,,,
event_romanticvalentine_epilogue_85,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_85,True,,18,18,1.0,,,,1,surprise,sin_m,sin_m,,13,angry,,15,delight,,3,idle,,,17,surprise,,19,smile,,,,,,,,,
event_romanticvalentine_epilogue_86,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_86,True,,18,S_170,0.5,,,,1,surprise,mast_m,mast_m,,13,angry,,15,delight,,3,idle,,,17,delight2,,19,smile,,,,,,,,,
event_romanticvalentine_epilogue_87,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_87,True,,S_170,S_170,1.0,,,,1,surprise,mast_m,mast_m,,13,angry,,15,delight,,3,idle,,,17,delight2,,19,smile,anchor_m,7,delight,trony_m,5,no,,,
event_romanticvalentine_epilogue_88,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_88,True,,6,6,1.0,,,,1,surprise,anchor_m,anchor_m,,13,angry,,15,delight,,3,idle,,,17,delight2,,19,smile,,7,delight,,5,no,mast_m,sin_m,
event_romanticvalentine_epilogue_89,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_89,True,,6,6,1.0,,,,1,surprise,trony_m,trony_m,,13,angry,,15,delight,,3,idle,,,,,,,,,7,delight,,5,no,,,
event_romanticvalentine_epilogue_90,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_90,False,,6,6,1.0,,,,1,surprise,trony_m,,,13,angry,,15,delight,,3,idle,,,,,,,,,7,delight,,5,no,,,
event_romanticvalentine_epilogue_91,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_91,True,,2,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,7,delight,,5,no,,,anchor_m
event_romanticvalentine_epilogue_92,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_92,True,,2,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,no,,,
event_romanticvalentine_epilogue_93,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_93,True,,2,2,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,no,,,
event_romanticvalentine_epilogue_94,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_94,True,,2,2,1.0,,,,1,surprise,sweetjohnny214,sweetjohnny214,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,no,,,
event_romanticvalentine_epilogue_95,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_95,True,,2,10,1.0,,,,1,surprise,privaty_m,privaty_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,no,,,
event_romanticvalentine_epilogue_96,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_96,True,,10,50,1.0,,,,1,surprise,trony_m,trony_m,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_97,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_97,False,,150,150,1.0,,,,1,surprise,ade,,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_98,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_98,True,,150,1500,1.5,,,,1,surprise,ade,ade,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_99,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_99,False,,1500,1500,1.0,,,,1,surprise,ade,,,13,angry,,15,idle,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_100,40069,event_romanticvalentine_epilogue,Speech,Locale_SubScenario:event_romanticvalentine_epilogue_100,True,,1500,1500,1.0,,,,1,surprise,ade,ade,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_101,40069,event_romanticvalentine_epilogue,Self,Locale_SubScenario:event_romanticvalentine_epilogue_101,False,,1500,1500,1.0,,,,1,surprise,ade,,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,special,,,
event_romanticvalentine_epilogue_102,40069,event_romanticvalentine_epilogue,Monologue,Locale_SubScenario:event_romanticvalentine_epilogue_102,False,,1500,1500,1.0,,,,1,surprise,ade,,,13,angry,,15,delight,,3,idle,,,,,,,,,,,,5,special,,,
