id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id
event_goldenship_02_s_12,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_12,True,,1,delight,,13,idle,,113,130,1.0,,frima_s,frima,,
event_goldenship_02_s_13,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_13,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_14,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_14,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_15,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_15,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_16,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_16,True,,1,idle2,,13,idle,,130,113,1.0,,mast,mast,,
event_goldenship_02_s_17,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_17,True,,1,idle2,,13,idle,,113,113,1.0,,frima_s,frima,,
event_goldenship_02_s_18,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_18,True,,1,idle2,,13,idle,,113,113,1.0,,frima_s,frima,,
event_goldenship_02_s_19,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_19,True,,1,idle2,,13,idle,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_20,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_20,True,,1,idle2,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_21,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_21,True,,1,idle2,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_22,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_22,True,,1,idle2,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_23,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_23,True,,1,idle2,,13,idle,,130,S_10,1.0,,mast,mast,,
event_goldenship_02_s_24,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_24,True,,1,delight,,13,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_02_s_25,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_25,True,,1,delight,,13,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_02_s_26,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_26,True,,1,delight,,13,idle,,S_10,S_10,1.0,,frima_s,frima,,
event_goldenship_02_s_27,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_27,False,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,
event_goldenship_02_s_28,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_28,False,,1,delight,,13,idle,,S_10,S_100,0.5,,mast,mast,,
event_goldenship_02_s_29,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_29,True,,1,delight,,13,idle,,S_100,S_100,1.0,,mast,mast,,
event_goldenship_02_s_30,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_30,True,,1,delight,,13,idle,,S_100,S_100,1.0,,mast,mast,,
event_goldenship_02_s_31,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_31,True,,1,delight,,13,idle,,S_100,S_100,1.0,,mast,mast,,
event_goldenship_02_s_32,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_32,False,,1,delight,,13,idle,,S_100,S_100,1.0,,,,,
event_goldenship_02_s_33,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_33,True,,1,delight,,13,idle,,S_100,S_10,1.0,,mast,mast,,
event_goldenship_02_s_34,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_34,True,,1,delight,,13,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_02_s_35,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_35,True,,1,delight,,13,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_02_s_36,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_36,True,,1,delight,,13,idle,,S_10,S_10,1.0,,mast,mast,,
event_goldenship_02_s_37,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_37,True,,1,delight,,13,idle,,S_10,130,1.0,,frima_s,frima,,
event_goldenship_02_s_38,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_38,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_39,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_39,False,,1,delight,,13,idle,,130,130,1.0,,,,,
event_goldenship_02_s_40,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_40,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_41,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_41,False,,1,delight,,13,idle,,130,130,1.0,,,,,
event_goldenship_02_s_42,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_42,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_43,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_43,True,,1,delight,,13,idle,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_44,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_44,False,,1,delight,,13,idle,,130,130,1.0,,,,,
event_goldenship_02_s_45,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_45,True,,1,delight,,13,idle,,130,13,1.0,,frima_s,frima,,
event_goldenship_02_s_46,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_46,True,,1,delight,,13,idle,,13,13,1.0,,frima_s,frima,,
event_goldenship_02_s_47,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_47,True,,1,idle2,,13,idle,,13,113,1.0,,mast,mast,,
event_goldenship_02_s_48,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_48,True,,1,idle2,,13,idle,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_49,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_49,True,,1,idle2,,13,idle,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_50,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_50,False,,1,idle2,,13,surprise,,113,113,1.0,,frima_s,frima,,
event_goldenship_02_s_51,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_51,True,,1,idle2,,13,surprise,,113,113,1.0,,frima_s,frima,,
event_goldenship_02_s_52,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_52,True,,1,idle2,,13,surprise,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_53,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_53,True,,1,idle2,,13,surprise,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_54,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_54,False,,1,idle2,,13,surprise,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_55,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_55,True,,1,idle2,,13,surprise,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_56,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_56,True,,1,idle2,,13,surprise,,130,130,1.0,,frima_s,frima,,
event_goldenship_02_s_57,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_57,True,,1,idle2,,13,surprise,,130,1300,1.0,,frima_s,frima,,
event_goldenship_02_s_58,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_58,True,,1,idle2,,13,delight,,1300,1300,1.0,,frima_s,frima,,
event_goldenship_02_s_59,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_59,True,,1,delight,,13,delight,,1300,113,1.0,,mast,mast,,
event_goldenship_02_s_60,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_60,True,,1,delight,,13,delight,,113,113,1.0,,mast,mast,,
event_goldenship_02_s_61,40023,event_goldenship_02_s,Speech,Locale_SubScenario:event_goldenship_02_s_61,True,,1,delight,,13,delight,,113,113,1.0,,frima_s,frima,,
event_goldenship_02_s_62,40023,event_goldenship_02_s,Monologue,Locale_SubScenario:event_goldenship_02_s_62,False,,1,delight,,13,delight,,113,113,1.0,,,,mast,frima_s
event_goldenship_02_s_63,40023,event_goldenship_02_s,Self,Locale_SubScenario:event_goldenship_02_s_63,False,,,,,,,,113,113,1.0,,,,,
