id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_miraclesnow1_02_e_21,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_21,True,,S_30,S_300,0.5,,exia_c,exia,,1,idle,,13,delight,,3,good,,,,
event_miraclesnow1_02_e_22,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_22,False,,S_300,S_300,1.0,,exia_c,,,1,idle,,13,delight,,3,good,,,,
event_miraclesnow1_02_e_23,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_23,True,,S_300,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_24,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_24,True,,S_30,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_25,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_25,True,,S_30,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,"expression_0,idle",,,,
event_miraclesnow1_02_e_26,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_26,True,,S_30,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_27,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_27,True,,XS_130,XS_130,1.0,,n102,n102,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_28,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_28,False,,S_30,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,surprise,,,,
event_miraclesnow1_02_e_29,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_29,True,,S_30,S_300,0.7,,exia_c,exia,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_30,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_30,False,,XS_1300,XS_1300,1.0,,n102,n102,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_31,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_31,False,,S_300,S_300,1.0,,exia_c,exia,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_32,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_32,True,,S_300,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,delight,,,,
event_miraclesnow1_02_e_33,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_33,True,,S_30,S_30,1.0,,exia_c,exia,,1,idle,,13,delight,,3,delight,,,,
event_miraclesnow1_02_e_34,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_34,True,,S_30,31,1.0,,rupee,rupee,,1,surprise,,13,delight,,3,delight,,,,
event_miraclesnow1_02_e_35,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_35,True,,31,31,1.0,,exia_c,exia,,1,surprise,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_36,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_36,True,,31,31,1.0,,rupee,rupee,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_37,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_37,False,,31,31,1.0,,,,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_38,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_38,False,,31,3,1.0,,exia_c,exia,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_39,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_39,True,,3,S_30,0.5,,exia_c,exia,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_40,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_40,True,,S_30,S_30,1.0,,exia_c,exia,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_41,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_41,True,,S_30,S_30,1.0,,exia_c,exia,,1,sad,,13,delight,,3,"expression_0,idle",,,,
event_miraclesnow1_02_e_42,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_42,True,,S_30,S_30,1.0,,exia_c,exia,,1,sad,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_43,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_43,False,,S_30,S_30,1.0,,,,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_44,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_44,True,,S_30,31,1.0,,rupee,rupee,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_45,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_45,True,,31,31,1.0,,rupee,rupee,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_46,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_46,False,,31,1,1.0,none,,,,1,idle,,13,delight,,3,idle,,,,
event_miraclesnow1_02_e_47,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_47,True,,1,17,2.0,,maiden,maiden,,1,idle,,13,delight,,3,idle,,maiden,17,idle
event_miraclesnow1_02_e_48,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_48,True,,17,S_170,1.0,bgm_story_whosdumber,maiden,maiden,,1,idle,,13,delight,,3,idle,exia_c,,17,idle
event_miraclesnow1_02_e_49,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_49,True,,XS_130,XS_130,1.0,,n102,n102,,1,idle,,13,pain,,,,,,17,idle
event_miraclesnow1_02_e_50,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_50,False,,XS_130,XS_130,1.0,,,,,1,idle,,13,pain,,,,,,17,idle
event_miraclesnow1_02_e_51,40003,event_miraclesnow1_02_e,Monologue,Locale_SubScenario:event_miraclesnow1_02_e_51,False,,XS_130,S_150,1.0,,,,,1,idle,,13,pain,,,,,,15,idle
event_miraclesnow1_02_e_52,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_52,True,,S_150,S_150,1.0,,maiden,maiden,,1,idle,,13,pain,,,,,,15,idle
event_miraclesnow1_02_e_53,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_53,True,,S_150,15,1.0,,maiden,maiden,,1,idle,,13,pain,,,,,,15,idle
event_miraclesnow1_02_e_54,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_54,True,,15,1315,1.0,,n102,n102,,1,idle,,13,delight,,,,,,15,idle
event_miraclesnow1_02_e_55,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_55,True,,1315,1315,1.0,,maiden,maiden,,1,idle,,13,delight,,,,,,15,idle
event_miraclesnow1_02_e_56,40003,event_miraclesnow1_02_e,Speech,Locale_SubScenario:event_miraclesnow1_02_e_56,True,,1315,1315,1.0,,maiden,maiden,,1,idle,,13,delight,,,,,,15,delight
event_miraclesnow1_02_e_57,40003,event_miraclesnow1_02_e,Self,Locale_SubScenario:event_miraclesnow1_02_e_57,False,,1315,1315,1.0,,,,,1,idle,,13,delight,,,,,,15,delight
