id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_freezeacpu_03_s_18,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_18,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_19,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_19,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_20,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_20,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_21,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_21,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_22,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_22,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_23,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_23,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_24,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_24,True,,S_10,S_100,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_25,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_25,True,,S_100,S_100,1.0,,quiry,,3,idle,,13,idle,,1,delight,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_26,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_26,False,,S_100,S_100,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_27,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_27,True,,S_100,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_28,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_28,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_29,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_29,True,,S_10,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_30,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_30,True,,53,53,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_31,40030,event_freezeacpu_03_s,Speech,miranda,Locale_SubScenario:event_freezeacpu_03_s_31,True,,S_130,S_130,1.0,,miranda,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_32,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_32,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_33,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_33,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_34,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_34,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_35,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_35,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_36,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_36,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_37,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_37,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_38,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_38,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_39,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_39,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_40,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_40,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,no
event_freezeacpu_03_s_41,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_41,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,no
event_freezeacpu_03_s_42,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_42,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,no
event_freezeacpu_03_s_43,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_43,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_44,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_44,True,,XS_30,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_45,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_45,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_46,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_46,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_47,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_47,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_48,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_48,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_49,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_49,True,,XS_300,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_50,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_50,True,,53,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_51,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_51,True,,53,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_52,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_52,True,,53,53,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,delight,,17,idle,,15,idle
event_freezeacpu_03_s_53,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_53,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_54,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_54,True,,S_150,S_150,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_55,40030,event_freezeacpu_03_s,Speech,miranda,Locale_SubScenario:event_freezeacpu_03_s_55,True,,S_130,S_130,1.0,,miranda,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_56,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_56,False,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_57,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_57,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_58,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_58,False,,S_10,S_10,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_59,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_59,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_60,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_60,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_61,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_61,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,delight,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_62,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_62,False,,S_10,S_10,1.0,,,,3,idle,,13,idle,,1,delight,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_63,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_63,True,,S_10,S_100,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_64,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_64,True,,S_100,S_100,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_65,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_65,True,,S_100,S_100,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_66,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_66,False,,S_100,S_100,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_67,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_67,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_68,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_68,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_69,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_69,True,,XS_300,XS_300,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_70,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_70,True,,XS_300,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_71,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_71,True,,XS_30,XS_30,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_72,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_72,True,,XS_30,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_73,40030,event_freezeacpu_03_s,Speech,miranda,Locale_SubScenario:event_freezeacpu_03_s_73,True,,S_10,S_130,1.0,,miranda,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_74,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_74,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_75,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_75,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_76,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_76,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_77,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_77,False,,170,170,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_78,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_78,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_79,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_79,False,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_80,40030,event_freezeacpu_03_s,Speech,rapi,Locale_SubScenario:event_freezeacpu_03_s_80,True,,170,170,1.0,,rapi,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_81,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_81,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_82,40030,event_freezeacpu_03_s,Speech,poli,Locale_SubScenario:event_freezeacpu_03_s_82,True,,S_10,53,1.0,,poli,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_83,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_83,True,,53,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_84,40030,event_freezeacpu_03_s,Speech,anis,Locale_SubScenario:event_freezeacpu_03_s_84,True,,53,53,1.0,,anis,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_85,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_85,True,,53,1315,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_86,40030,event_freezeacpu_03_s,Speech,miranda,Locale_SubScenario:event_freezeacpu_03_s_86,True,,1315,1315,1.0,,miranda,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_87,40030,event_freezeacpu_03_s,Speech,neon,Locale_SubScenario:event_freezeacpu_03_s_87,True,,1315,1315,1.0,,neon,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_88,40030,event_freezeacpu_03_s,Speech,miranda,Locale_SubScenario:event_freezeacpu_03_s_88,True,,1315,1315,1.0,,miranda,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,delight
event_freezeacpu_03_s_89,40030,event_freezeacpu_03_s,Speech,quiry,Locale_SubScenario:event_freezeacpu_03_s_89,True,,S_10,S_10,1.0,,quiry,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_90,40030,event_freezeacpu_03_s,Self,Self,Locale_SubScenario:event_freezeacpu_03_s_90,False,,S_10,S_10,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_91,40030,event_freezeacpu_03_s,Monologue,Monologue,Locale_SubScenario:event_freezeacpu_03_s_91,False,,black,black,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
event_freezeacpu_03_s_92,40030,event_freezeacpu_03_s,Monologue,Monologue,Locale_SubScenario:event_freezeacpu_03_s_92,False,,black,black,1.0,,,,3,idle,,13,idle,,1,idle,,5,idle,,17,idle,,15,idle
