id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake
snowfall_global_06_30,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_30,False,,12,12,1.0,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_31,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_31,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_32,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_32,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,shy,,,,,,,,,,,,,,
snowfall_global_06_33,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_33,True,,12,12,1.0,,,,,,eunhwa,eunhwa,,1,idle,,,13,shy,,,,,,,,,,,,,,
snowfall_global_06_34,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_34,True,,12,12,1.0,,,,,,eunhwa,eunhwa,,1,idle,,,13,shy,,,,,,,,,,,,,,
snowfall_global_06_35,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_35,False,,12,12,1.0,,,,,,,,,1,idle,,,13,shy,,,,,,,,,,,,,,
snowfall_global_06_36,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_36,True,,12,10,1.6,,,,,,eunhwa,eunhwa,,1,surprise,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_37,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_37,False,,10,10,1.0,,,,,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_38,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_38,False,,10,10,1.0,,,,,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_39,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_39,True,,10,10,1.0,,,,,,eunhwa,eunhwa,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_40,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_40,False,,10,12,1.0,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_41,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_41,False,,12,12,1.0,,,,,,,,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_42,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_42,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,delight,,,,,,,,,,,,,,
snowfall_global_06_43,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_43,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,delight,,,,,,,,,,,,,,
snowfall_global_06_44,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_44,True,,12,12,1.0,,,,,,eunhwa,eunhwa,,1,angry,,,13,delight,,,,,,,,,,,,,,
snowfall_global_06_45,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_45,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_46,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_46,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_47,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_47,True,,12,12,1.0,,,,,,eunhwa,eunhwa,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_48,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_48,True,,12,12,1.0,,,,,,vesti,vesti,,1,angry,,,13,idle,,,,,,,,,,,,,,
snowfall_global_06_49,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_49,False,,12,12,1.0,,,,,,,,,1,angry,eunhwa,,13,delight,,,,,,,,,,,,,,
snowfall_global_06_50,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_50,False,,black,black,1.0,,,,,,,,,,,,,13,delight,vesti,,,,,,,,,,,,,
snowfall_global_06_51,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_51,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_06_52,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_52,True,,150,150,1.0,,,,,,emma,emma,noir_c,5,idle,,blanc_c,3,idle,,ludmilla_w,1,idle,mica_w,13,idle,emma,15,idle,,,,
snowfall_global_06_53,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_53,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_54,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_54,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_55,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_55,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_56,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_56,True,,S_130,14,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_57,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_57,False,,14,14,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_58,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_58,True,,14,14,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,surprise,,,,
snowfall_global_06_59,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_59,True,,14,14,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,surprise,,,,
snowfall_global_06_60,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_60,True,,14,14,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,worry,,,,
snowfall_global_06_61,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_61,True,,14,14,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,worry,,,,
snowfall_global_06_62,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_62,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,worry,,,,
snowfall_global_06_63,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_63,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,worry,,,,
snowfall_global_06_64,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_64,True,,4,12,1.0,,,,,,ludmilla_w,ludmilla_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,worry,,,,
snowfall_global_06_65,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_65,False,,12,12,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_66,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_66,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_67,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_67,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_68,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_68,False,,12,12,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_69,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_69,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_70,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_70,True,,12,12,1.0,,,,,,ludmilla_w,ludmilla_w,,5,idle,,,3,idle,,,1,idle,,13,surprise,,15,idle,,,,
snowfall_global_06_71,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_71,True,,12,12,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_72,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_72,False,,12,12,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_73,80903,snowfall_global_06,Choice,Locale_SubScenario:snowfall_global_06_73,False,,12,12,1.0,,,snowfall_global_06_77,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_74,80903,snowfall_global_06,Choice,Locale_SubScenario:snowfall_global_06_74,False,,12,12,1.0,,,snowfall_global_06_100,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_75,80903,snowfall_global_06,Choice,Locale_SubScenario:snowfall_global_06_75,False,,12,12,1.0,,,snowfall_global_06_121,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_76,80903,snowfall_global_06,Choice,Locale_SubScenario:snowfall_global_06_76,False,,12,12,1.0,,,snowfall_global_06_141,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_77,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_77,False,,12,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_78,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_78,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_79,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_79,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_80,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_80,False,,4,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_81,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_81,False,,4,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_82,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_82,True,,4,L_30,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_83,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_83,True,,L_30,L_30,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_84,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_84,True,,L_30,L_30,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_85,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_85,True,,L_30,L_50,1.0,,,,,,noir_c,noir_c,,5,delight,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_86,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_86,True,,L_50,L_50,1.0,,,,,,noir_c,noir_c,,5,delight,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_87,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_87,False,,L_50,L_50,1.0,,,,,,,,,5,delight,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_88,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_88,True,,L_50,4,1.0,,,,,,blanc_c,blanc_c,,5,delight,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_89,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_89,False,,4,4,1.0,,,,,,,,,5,delight,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_90,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_90,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,delight,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_91,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_91,False,,4,4,1.0,,,,,,,,,5,delight,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_92,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_92,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_93,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_93,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_94,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_94,False,,4,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_95,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_95,False,,4,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_96,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_96,False,,4,4,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_97,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_97,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,idle,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_98,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_98,False,,black,black,1.0,,,,,,,,,5,idle,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_99,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_99,False,,black,black,1.0,,,snowfall_global_06_166,,,,,,5,idle,,,3,delight,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_100,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_100,False,,12,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_101,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_101,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_102,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_102,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_103,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_103,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_104,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_104,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_105,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_105,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_106,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_106,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_107,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_107,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_108,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_108,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_109,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_109,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_110,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_110,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_111,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_111,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_112,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_112,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_113,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_113,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_114,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_114,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_115,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_115,True,,150,150,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_116,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_116,False,,150,150,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,delight,,,,
snowfall_global_06_117,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_117,True,,150,15,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_118,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_118,True,,15,15,1.0,,,,,,emma,emma,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_119,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_119,False,,black,black,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_120,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_120,False,,black,black,1.0,,,snowfall_global_06_166,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_121,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_121,False,,12,S_130,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_122,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_122,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_123,80903,snowfall_global_06,Self,Locale_SubScenario:snowfall_global_06_123,False,,S_130,S_130,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_124,80903,snowfall_global_06,Monologue,Locale_SubScenario:snowfall_global_06_124,False,,S_130,S_130,1.0,,,,,,,,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
snowfall_global_06_125,80903,snowfall_global_06,Speech,Locale_SubScenario:snowfall_global_06_125,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,idle,,,3,idle,,,1,idle,,13,idle,,15,idle,,,,
