id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_beautyfullshot2_03_e_15,40052,event_beautyfullshot2_03_e,Speech,viper,viper,Locale_MainScenario:event_beautyfullshot2_03_e_15,False,,1,idle,,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_16,40052,event_beautyfullshot2_03_e,Speech,viper,viper,Locale_MainScenario:event_beautyfullshot2_03_e_16,False,,1,idle,,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_17,40052,event_beautyfullshot2_03_e,Speech,sakura,viper,Locale_MainScenario:event_beautyfullshot2_03_e_17,False,,1,idle,,black,black,1.0,,Grey,Vignetting,viper,sakura,15,idle,rosanna,17,idle,moran,19,idle,,,,
event_beautyfullshot2_03_e_18,40052,event_beautyfullshot2_03_e,Speech,sakura,viper,Locale_MainScenario:event_beautyfullshot2_03_e_18,False,,,,,1315,1719,2.0,,Grey,Vignetting,,,15,idle,,17,idle,,19,idle,,,,
event_beautyfullshot2_03_e_19,40052,event_beautyfullshot2_03_e,Speech,sakura,viper,Locale_MainScenario:event_beautyfullshot2_03_e_19,False,,,,,1719,1517,1.0,,Grey,Vignetting,,,15,idle,,17,idle,,19,idle,,,,
event_beautyfullshot2_03_e_20,40052,event_beautyfullshot2_03_e,Speech,sakura,viper,Locale_MainScenario:event_beautyfullshot2_03_e_20,False,,,,,1517,1517,1.0,,Grey,Vignetting,,,15,idle,,17,idle,,19,idle,,,,
event_beautyfullshot2_03_e_21,40052,event_beautyfullshot2_03_e,Speech,sakura,viper,Locale_MainScenario:event_beautyfullshot2_03_e_21,False,,,,,1517,1517,1.0,none,Red,Vignetting,,,15,idle,,17,idle,,19,idle,Low_2,,,
event_beautyfullshot2_03_e_22,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_22,False,,,,EventScene_BeautyFullShot_03,black,black,1.0,,,,,,15,idle,,17,idle,,19,idle,,sakura,rosanna,moran
event_beautyfullshot2_03_e_23,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_23,True,,,,,blackandwhite_01,1,1.5,bgm_floraltribute,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_24,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_24,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_25,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_25,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_26,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_26,True,,,,,1,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_27,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_27,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_28,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_28,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_29,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_29,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_30,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_30,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_31,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_31,True,,,,,blackandwhite_02,blackandwhite_03,2.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_32,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_32,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_33,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_33,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_34,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_34,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_35,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_35,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_36,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_36,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_37,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_37,True,,,,,blackandwhite_03,blackandwhite_03,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_38,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_38,True,,,,,blackandwhite_03,blackandwhite_04,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_39,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_39,True,,,,,blackandwhite_04,blackandwhite_04,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_40,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_40,True,,,,,blackandwhite_04,blackandwhite_04,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_41,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_41,True,,,,,blackandwhite_04,blackandwhite_04,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_42,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_42,True,,,,,blackandwhite_04,blackandwhite_02,2.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_43,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_43,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_44,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_44,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_45,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_45,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_46,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_46,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_47,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_47,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_48,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_48,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_49,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_49,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_50,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_50,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_51,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_51,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_52,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_52,True,,,,,blackandwhite_02,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_53,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_53,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_54,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_54,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_55,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_55,True,,,,,1,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_56,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_56,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_57,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_57,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_58,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_58,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_59,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_59,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_60,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_60,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_61,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_61,True,,,,,blackandwhite_02,blackandwhite_05,2.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_62,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_62,True,,,,,blackandwhite_05,blackandwhite_05,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_63,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_63,True,,,,,blackandwhite_05,blackandwhite_05,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_64,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_64,True,,,,,blackandwhite_05,blackandwhite_06,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_65,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_65,True,,,,,blackandwhite_06,blackandwhite_06,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_66,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_66,True,,,,,blackandwhite_06,blackandwhite_06,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_67,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_67,True,,,,,blackandwhite_06,blackandwhite_06,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_68,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_68,True,,,,,blackandwhite_06,blackandwhite_05,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_69,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_69,True,,,,,blackandwhite_05,blackandwhite_05,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_70,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_70,True,,,,,blackandwhite_05,blackandwhite_05,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_71,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_71,True,,,,,blackandwhite_05,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_72,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_72,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_73,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_73,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_74,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_74,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_75,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_75,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_76,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_76,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_77,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_77,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_78,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_78,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_79,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_79,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_80,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_80,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_81,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_81,True,,,,,blackandwhite_02,blackandwhite_02,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_82,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_82,True,,,,,blackandwhite_02,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_83,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_83,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_84,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_84,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_85,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_85,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_86,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_86,True,,,,,1,100,0.5,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_87,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_87,True,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_88,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_88,True,,,,,100,100,1.0,,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_89,40052,event_beautyfullshot2_03_e,Narration,rosanna_s,,Locale_MainScenario:event_beautyfullshot2_03_e_89,False,,,,UninhabitedIsland_n,black,black,1.0,none,,,,,,,,,,,,,,,,
event_beautyfullshot2_03_e_90,40052,event_beautyfullshot2_03_e,Narration,rosanna_s,,Locale_MainScenario:event_beautyfullshot2_03_e_90,False,rosanna_s,1,angry,,black,black,1.0,,,,,viper_s,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_91,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_91,True,,1,angry,,113,113,1.0,event_bgm_beautyfullshot_coral,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_92,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_92,True,,1,angry,,113,113,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_93,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_93,False,,1,angry,,113,13,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_94,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_94,False,,1,angry,,13,S_130,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_95,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_95,False,,1,angry,,S_130,S_130,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_96,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_96,True,,1,angry,,S_130,S_130,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_97,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_97,True,,1,angry,,S_130,S_1300,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_98,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_98,False,,1,angry,,S_1300,S_1300,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_99,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_99,True,,1,angry,,S_1300,S_1300,1.0,,,,,,13,sad,,,,,,,,,,
event_beautyfullshot2_03_e_100,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_100,False,,1,angry,,S_1300,S_1500,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_101,40052,event_beautyfullshot2_03_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_e_101,True,,1,angry,,100,100,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_102,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_102,True,,1,angry,,S_1500,S_1500,1.0,,,,,,15,angry,,,,,,,,,,
event_beautyfullshot2_03_e_103,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_103,False,,1,angry,,S_1500,S_150,1.0,,,,,,15,angry,,,,,,,,,,
event_beautyfullshot2_03_e_104,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_104,False,,1,angry,,black,black,1.0,,,,rosanna_s,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_105,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_105,False,,,,,black,black,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_106,40052,event_beautyfullshot2_03_e,Narration,viper_s,,Locale_MainScenario:event_beautyfullshot2_03_e_106,False,,,,,black,black,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_107,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_107,False,,,,,S_150,S_150,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_108,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_108,True,,,,,S_150,S_1500,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_109,40052,event_beautyfullshot2_03_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_e_109,True,,,,,S_1500,S_1500,1.0,,,,,,15,sad,,,,,,,,,,
event_beautyfullshot2_03_e_110,40052,event_beautyfullshot2_03_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_03_e_110,True,,,,,S_1500,S_1700,1.0,,,,,,15,sad,jackal,17,crazy,,,,,,,
event_beautyfullshot2_03_e_111,40052,event_beautyfullshot2_03_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_03_e_111,True,,,,,S_1700,S_1700,1.0,,,,,,15,sad,,17,crazy,,,,,,,
event_beautyfullshot2_03_e_112,40052,event_beautyfullshot2_03_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_03_e_112,True,,,,,S_1700,S_1700,1.0,,,,,,15,sad,,17,crazy,,,,,,,
event_beautyfullshot2_03_e_113,40052,event_beautyfullshot2_03_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot2_03_e_113,True,,,,,S_1700,S_170,1.0,,,,,,15,sad,,17,shy_01,,,,,,,
