id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,play_sound
event_boomtheghost1_01_e_11,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_11,True,,1,surprise,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_12,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_12,True,,1,surprise,,3,think,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_13,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_13,False,,1,think,,3,think,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_14,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_14,True,,1,think,,3,think,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_15,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_15,True,,1,think,,3,good,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_16,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_16,True,,1,think,,3,good,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_17,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_17,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_18,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_18,False,,1,think,,3,delight,,black,black,1.0,,rapi_ss,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_19,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_19,False,,1,think,,3,delight,,black,black,1.0,,rapi_ss,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_20,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_20,True,,1,think,,3,delight,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_21,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_21,True,,1,think,,3,delight,,100,300,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_22,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_22,True,,1,think,,3,delight,,300,300,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_23,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_23,True,,1,think,,3,delight,,300,30,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_24,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_24,True,,1,think,,3,delight,,30,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_25,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_25,True,,1,think,,3,think,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_26,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_26,True,,1,angry,,3,think,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_27,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_27,True,,1,angry,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_28,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_28,False,,1,angry,,3,delight,,black,black,1.0,,rapi_ss,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_29,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_29,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_30,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_30,True,,1,think,,3,think,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_31,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_31,True,,1,surprise,,3,think,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_32,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_32,True,,1,surprise,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_33,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_33,True,,1,surprise,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_34,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_34,True,,1,surprise,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_35,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_35,True,,1,think ,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_36,40084,event_boomtheghost1_01_e,Monologue,Locale_MainScenario:event_boomtheghost1_01_e_36,False,,1,think ,,3,delight,EventScene_boomtheghost_02_1,black,black,1.0,none,rapi_ss,,dorothy,rapi_ss,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_37,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_37,True,,,,,,,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_38,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_38,True,,,,,,,,1,1,1.0,bgm_secondhand,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_39,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_39,True,,,,,,,,1,10,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_40,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_40,True,,,,,,,,10,100,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_41,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_41,True,,,,,,,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_42,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_42,True,,,,,,,,100,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_43,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_43,True,,,,,,,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_44,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_44,True,,,,,,,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_45,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_45,True,dorothy,1,idle,rapi_ss,3,delight,GoodOffice,black,black,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_46,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_46,True,,1,idle,,3,delight,,300,30,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_47,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_47,True,,1,idle,,3,delight,,30,30,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_48,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_48,True,,1,smile,,3,delight,,30,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_49,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_49,True,,1,smile,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_50,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_50,True,,1,smile,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_51,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_51,True,,1,smile,,3,angry,,30,300,0.5,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_52,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_52,True,,1,surprise,,3,angry,,100,10,0.5,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_53,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_53,True,,1,surprise,,3,delight,,10,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_54,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_54,False,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_55,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_55,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_56,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_56,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_57,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_57,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_58,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_58,False,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_59,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_59,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_60,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_60,False,,1,think,,3,delight,,10,100,0.7,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_61,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_61,True,,1,think,,3,delight,,100,300,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_62,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_62,True,,1,think,,3,delight,,300,300,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_63,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_63,True,,1,think,,3,delight,,300,30,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_64,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_64,False,,1,think,,3,delight,,30,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_65,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_65,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_66,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_66,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_67,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_67,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_68,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_68,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_69,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_69,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_70,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_70,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_71,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_71,False,,1,think,,3,delight,,31,31,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_72,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_72,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_73,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_73,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_74,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_74,True,,1,surprise,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_75,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_75,False,,1,surprise,,3,delight,,31,31,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_76,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_76,True,,1,think,,3,delight,,31,31,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_77,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_77,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_78,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_78,True,,1,think,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_79,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_79,False,,1,think,,3,delight,,31,31,1.0,none,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_80,40084,event_boomtheghost1_01_e,Narration,Locale_MainScenario:event_boomtheghost1_01_e_80,False,,1,think,,,,,black,black,1.0,,dorothy,,,rapi_ss,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_81,40084,event_boomtheghost1_01_e,Narration,Locale_MainScenario:event_boomtheghost1_01_e_81,False,,1,think,,,,,1,10,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_82,40084,event_boomtheghost1_01_e,Narration,Locale_MainScenario:event_boomtheghost1_01_e_82,False,,1,think,,,,,10,10,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_83,40084,event_boomtheghost1_01_e,Narration,Locale_MainScenario:event_boomtheghost1_01_e_83,False,,1,think,rapi_ss,3,delight,CommanderRoom,black,black,1.0,bgm_story_cottoncandy,tove,,dorothy,,black,,,,,,,,,,,,,,,,,
event_boomtheghost1_01_e_84,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_84,True,,,,,3,delight,,S_500,S_50,1.0,,tove,tove,,,,tove,5,delight,elegg,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_85,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_85,True,,,,,3,delight,,S_50,S_50,1.0,,tove,tove,,,,,5,delight,,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_86,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_86,True,,,,,3,delight,,S_50,S_50,1.0,,tove,tove,,,,,5,sad,,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_87,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_87,True,,,,,3,delight,,S_50,S_50,1.0,,tove,tove,,,,,5,idle,,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_88,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_88,True,,,,,3,delight,,S_50,S_50,1.0,,tove,tove,,,,,5,idle,,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_89,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_89,False,,,,,3,delight,,S_50,S_50,1.0,,tove,,,,,,5,idle,,13,idle,,,,,,,,,,,
event_boomtheghost1_01_e_90,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_90,True,,,,,3,delight,,S_50,53,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,13,idle,pepper,1,idle,,,,,,,,
event_boomtheghost1_01_e_91,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_91,True,,,,,3,delight,,53,53,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,13,idle,,1,idle,,,,,,,,
event_boomtheghost1_01_e_92,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_92,True,,,,,3,delight,,53,31,1.5,,pepper,pepper,,,,,5,idle,,13,idle,,1,idle,,,,,,,,
event_boomtheghost1_01_e_93,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_93,True,,,,,3,delight,,31,113,1.5,,elegg,elegg,,,,,5,idle,,13,delight,,1,idle,,,,,,,,
event_boomtheghost1_01_e_94,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_94,False,,,,,3,delight,,113,113,1.0,,elegg,,,,,,7,idle,,13,delight,,1,idle,tove,,,,,,,
event_boomtheghost1_01_e_95,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_95,True,,,,,3,delight,,113,113,1.0,,elegg,elegg,,,,yan,5,idle,,13,special,,1,idle,,,,,,,,
event_boomtheghost1_01_e_96,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_96,True,,,,,3,delight,,113,31,1.5,,rapi_ss,rapi_ss,,,,,5,idle,,13,special,,1,idle,,,,,,,,
event_boomtheghost1_01_e_97,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_97,True,,,,,3,delight,,31,31,1.0,,pepper,pepper,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_98,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_98,True,,,,,3,delight,,31,31,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_99,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_99,True,,,,,3,think,,31,31,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_100,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_100,True,,,,,3,think,,31,31,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_101,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_101,True,,,,,3,think,,31,31,1.0,,pepper,pepper,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_102,40084,event_boomtheghost1_01_e,Self,Locale_MainScenario:event_boomtheghost1_01_e_102,False,,,,,3,think,,31,31,1.0,,pepper,,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_103,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_103,True,,,,,3,delight,,31,5,1.5,,yan,yan,,,,,5,idle,,13,idle,,1,surprise,,,,,,,,
event_boomtheghost1_01_e_104,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_104,True,,,,,3,delight,,5,S_50,1.0,,yan,yan,,,,,5,idle,,1,idle,,1,surprise,,pepper,elegg,,,,,
event_boomtheghost1_01_e_105,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_105,True,,,,,3,delight,,S_50,S_50,1.0,,yan,yan,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_106,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_106,True,,,,,3,delight,,S_50,S_50,1.0,,yan,yan,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_107,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_107,True,,,,,3,delight,,S_50,S_50,1.0,,yan,yan,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_108,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_108,True,,,,,3,delight,,S_50,S_50,1.0,,yan,yan,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_109,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_109,True,,,,,3,delight,,S_50,30,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_110,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_110,False,,,,,3,think,,30,3,1.0,,rapi_ss,rapi_ss,,,,,5,idle,,,,,,,,,,,,,,
event_boomtheghost1_01_e_111,40084,event_boomtheghost1_01_e,Speech,Locale_MainScenario:event_boomtheghost1_01_e_111,True,,,,,3,think,,3,53,1.0,,yan,yan,,,,,5,etc,,,,,,,,,,,,,,
