id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
event_juveniledays_06_s_11,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_11,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_12,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_12,True,,100,100,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_13,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_13,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_14,40053,event_juveniledays_06_s,Monologue,marciana,Locale_SubScenario:event_juveniledays_06_s_14,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_15,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_15,True,,100,100,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_16,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_16,True,,100,30,1.0,,,ein,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_17,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_17,False,,30,50,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_18,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_18,True,Office,10,10,1.0,,none,marciana,black,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_19,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_19,True,,10,10,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_20,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_20,True,,10,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_21,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_21,True,,2,2,1.0,,,ein,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_22,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_22,True,,2,2,1.0,,bgm_story_stormbreakers,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_23,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_23,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_24,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_24,False,,2,2,1.0,,,ein,,,1,idle,,,3,no,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_25,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_25,False,,2,2,1.0,,,marciana,,,1,think,,,3,no,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_26,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_26,True,,2,30,1.0,,,ein,,,1,think,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_27,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_27,True,,30,30,1.0,,,ein,,,1,think,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_28,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_28,True,,30,30,1.0,,,ein,,,1,think,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_29,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_29,True,,30,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_30,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_30,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_31,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_31,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_32,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_32,False,,2,2,1.0,,,ein,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_33,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_33,False,,2,2,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_34,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_34,True,,2,2,1.0,,,marciana,,,1,special,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_35,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_35,True,,2,12,1.0,,,marciana,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_36,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_36,True,,12,12,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_37,40053,event_juveniledays_06_s,Narration,zwei,Locale_SubScenario:event_juveniledays_06_s_37,False,,12,12,1.0,sfx_scn_chair,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_38,40053,event_juveniledays_06_s,Narration,zwei,Locale_SubScenario:event_juveniledays_06_s_38,False,,12,12,1.0,sfx_scn_beamprojector,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_39,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_39,True,,12,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_40,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_40,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_41,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_41,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_42,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_42,True,,30,30,1.0,,,ein,,,1,idle,,,3,angry,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_43,40053,event_juveniledays_06_s,Monologue,zwei,Locale_SubScenario:event_juveniledays_06_s_43,False,,130,130,1.0,,,,,,1,idle,,,3,angry,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_44,40053,event_juveniledays_06_s,Monologue,zwei,Locale_SubScenario:event_juveniledays_06_s_44,False,,130,130,1.0,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_45,40053,event_juveniledays_06_s,Monologue,zwei,Locale_SubScenario:event_juveniledays_06_s_45,False,,130,130,1.0,,,,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_46,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_46,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_47,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_47,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_48,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_48,True,,130,1300,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_49,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_49,True,,1300,1300,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_50,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_50,True,,1300,1300,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_51,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_51,False,,30,30,1.0,,,ein,,,1,idle,,,3,idle,,,13,idle,,,15,idle,,,,,
event_juveniledays_06_s_52,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_52,True,,1300,1300,1.0,,,zwei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_53,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_53,True,,1300,1300,1.0,,,zwei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_54,40053,event_juveniledays_06_s,Monologue,zwei,Locale_SubScenario:event_juveniledays_06_s_54,False,,1300,700,1.5,,,,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_55,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_55,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_56,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_56,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_57,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_57,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_58,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_58,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_59,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_59,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_60,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_60,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_61,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_61,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_62,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_62,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_63,40053,event_juveniledays_06_s,Speech,naru1,Locale_SubScenario:event_juveniledays_06_s_63,False,,XS_150,XS_150,1.0,,,naru1,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_64,40053,event_juveniledays_06_s,Speech,naru2,Locale_SubScenario:event_juveniledays_06_s_64,False,,XS_150,XS_150,1.0,,,naru2,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_65,40053,event_juveniledays_06_s,Speech,naru3,Locale_SubScenario:event_juveniledays_06_s_65,False,,XS_150,XS_150,1.0,,,naru3,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_66,40053,event_juveniledays_06_s,Narration,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_66,False,SchoolCorridor,black,black,1.0,sfx_scn_beamprojector,,,,,1,idle,marciana,,3,idle,ein,,13,angry,zwei,,15,angry,rei,,,,
event_juveniledays_06_s_67,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_67,False,,10,10,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,,,fx_Eventscene_camera_recording,rec,True,
event_juveniledays_06_s_68,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_68,False,,10,10,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,,,,,,
event_juveniledays_06_s_69,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_69,False,,10,10,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,,,,,,
event_juveniledays_06_s_70,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_70,False,,10,10,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,,,,,,
event_juveniledays_06_s_71,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_71,False,,10,10,1.0,,,outgoingschoolgirl,,,,,,,,,,,,,,,,,,,,,
event_juveniledays_06_s_72,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_72,False,Office,black,black,1.0,,,outgoingschoolgirl,,marciana,1,idle,,ein,3,idle,,zwei,13,angry,,rei,15,angry,,,,,fx_Eventscene_camera_recording
event_juveniledays_06_s_73,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_73,True,,XS_150,XS_150,1.0,,,rei,black,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_74,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_74,False,,XS_150,XS_150,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_75,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_75,False,,XS_150,XS_150,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_76,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_76,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_77,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_77,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_78,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_78,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_79,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_79,False,,XS_150,XS_150,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_80,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_80,True,,XS_150,14,1.0,,,zwei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_81,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_81,True,,14,14,1.0,,,zwei,,,1,idle,,,3,idle,,,13,angry,,,15,idle,,,,,
event_juveniledays_06_s_82,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_82,True,,14,14,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_83,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_83,True,,14,14,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_84,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_84,False,,14,14,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_85,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_85,True,,14,10,1.0,,,marciana,,,1,think,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_86,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_86,True,,10,10,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_87,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_87,True,,10,100,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_88,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_88,True,,100,100,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_89,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_89,True,,100,100,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_90,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_90,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_91,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_91,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_92,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_92,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_93,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_93,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_94,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_94,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,angry,,,,,
event_juveniledays_06_s_95,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_95,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,idle,,,15,angry,,,,,
event_juveniledays_06_s_96,40053,event_juveniledays_06_s,Speech,zwei,Locale_SubScenario:event_juveniledays_06_s_96,True,,130,130,1.0,,,zwei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_97,40053,event_juveniledays_06_s,Speech,rei,Locale_SubScenario:event_juveniledays_06_s_97,True,,XS_150,XS_150,1.0,,,rei,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_98,40053,event_juveniledays_06_s,Speech,outgoingschoolgirl,Locale_SubScenario:event_juveniledays_06_s_98,False,,700,700,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_99,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_99,True,,700,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_100,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_100,True,,2,2,1.0,,,ein,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_101,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_101,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_102,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_102,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_103,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_103,True,,2,2,1.0,,,ein,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_104,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_104,True,,2,2,1.0,,,marciana,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_105,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_105,False,,2,2,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_106,40053,event_juveniledays_06_s,Monologue,ein,Locale_SubScenario:event_juveniledays_06_s_106,False,,2,2,1.0,,,,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_107,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_107,True,,2,30,1.0,,none,ein,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_108,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_108,False,,30,30,1.0,,,outgoingschoolgirl,,,1,idle,,,3,idle,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_109,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_109,True,,30,300,1.0,,,ein,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_110,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_110,False,,300,300,1.0,,,outgoingschoolgirl,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_111,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_111,True,,300,300,1.0,,,ein,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_112,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_112,False,,300,300,1.0,,,outgoingschoolgirl,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_113,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_113,False,,300,300,1.0,,,outgoingschoolgirl,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_114,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_114,True,,300,300,1.0,,,ein,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_115,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_115,False,,300,300,1.0,,,outgoingschoolgirl,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_116,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_116,False,,300,300,1.0,,,outgoingschoolgirl,,,1,idle,,,3,angry,,,13,angry,,,15,angry,,,,,
event_juveniledays_06_s_117,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_117,True,,300,300,1.0,,,ein,,,1,idle,,,3,no,,,13,angry,,,15,angry,,,,,
