id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_mica_13_23,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_23,True,,S_10,S_10,1.0,,,,,mica_w,,,1,delight
snowfall_speech_mica_13_24,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_24,True,,S_10,S_10,1.0,,,,,mica_w,,,1,idle
snowfall_speech_mica_13_25,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_25,True,,S_10,S_10,1.0,,,snowfall_speech_mica_13_28,,mica_w,,,1,idle
snowfall_speech_mica_13_26,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_26,True,,S_10,S_10,1.0,,,,,mica_w,,,1,special
snowfall_speech_mica_13_27,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_27,True,,S_10,S_10,1.0,,,snowfall_speech_mica_13_28,,mica_w,,,1,special
snowfall_speech_mica_13_28,80903,snowfall_speech_mica_13,Narration,mica_w,Locale_SubScenario:snowfall_speech_mica_13_28,False,,S_10,S_10,1.0,,,,,,sfx_scn_wind,,1,idle
snowfall_speech_mica_13_29,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_29,True,,S_10,S_10,1.0,,,,,mica_w,,,1,surprise
snowfall_speech_mica_13_30,80903,snowfall_speech_mica_13,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_13_30,True,,S_10,S_10,1.0,,,,,mica_w,,,1,surprise
snowfall_speech_mica_13_31,80903,snowfall_speech_mica_13,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_13_31,False,,S_10,S_10,1.0,,,,,,,,1,idle
snowfall_speech_mica_13_32,80903,snowfall_speech_mica_13,Narration,mica_w,Locale_SubScenario:snowfall_speech_mica_13_32,False,,black,black,1.0,,,,,,,,1,idle
