id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_seayouagain2_intermission_01_37,40025,event_seayouagain2_intermission_01,Speech,neon,Locale_MainScenario:event_seayouagain2_intermission_01_37,True,,7,angry,,5,idle,,3,angry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_30,XS_300,0.5,,,neon_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_38,40025,event_seayouagain2_intermission_01,Speech,frima,Locale_MainScenario:event_seayouagain2_intermission_01_38,True,,7,angry,,5,surprise,,3,angry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_300,53,1.0,,,frima_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_39,40025,event_seayouagain2_intermission_01,Speech,neon,Locale_MainScenario:event_seayouagain2_intermission_01_39,True,,7,angry,,5,surprise,,3,surprise,,1,no,,13,no,,15,think,,17,angry,,19,idle,,53,53,1.0,,,neon_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_40,40025,event_seayouagain2_intermission_01,Narration,Narration,Locale_MainScenario:event_seayouagain2_intermission_01_40,False,,7,angry,,5,idle,,3,surprise,,1,no,,13,no,,15,think,,17,angry,,19,idle,,53,53,1.0,sfx_scn_heavyhit,,,,,,,,,,,Low_2,,,
event_seayouagain2_intermission_01_41,40025,event_seayouagain2_intermission_01,Speech,neon,Locale_MainScenario:event_seayouagain2_intermission_01_41,True,,7,angry,,5,idle,,3,worry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,53,53,1.0,,,neon_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_42,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_42,True,,7,angry,,5,idle,,3,worry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,53,XS_70,1.0,,,anis_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_43,40025,event_seayouagain2_intermission_01,Speech,neon,Locale_MainScenario:event_seayouagain2_intermission_01_43,True,,7,angry,,5,idle,,3,angry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_30,XS_30,1.0,,,neon_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_44,40025,event_seayouagain2_intermission_01,Speech,neon,Locale_MainScenario:event_seayouagain2_intermission_01_44,True,,7,angry,,5,idle,,3,angry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_30,XS_30,1.0,,,neon_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_45,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_45,True,,7,angry,,5,idle,,3,angry,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_70,XS_70,1.0,,,anis_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_46,40025,event_seayouagain2_intermission_01,Speech,mary,Locale_MainScenario:event_seayouagain2_intermission_01_46,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,1517,1517,1.0,,,mary_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_47,40025,event_seayouagain2_intermission_01,Speech,mary,Locale_MainScenario:event_seayouagain2_intermission_01_47,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,1517,1517,1.0,,,mary_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_48,40025,event_seayouagain2_intermission_01,Speech,pepper,Locale_MainScenario:event_seayouagain2_intermission_01_48,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,1517,1517,1.0,,,pepper_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_49,40025,event_seayouagain2_intermission_01,Speech,liter,Locale_MainScenario:event_seayouagain2_intermission_01_49,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_10,XS_10,1.0,,,liter_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_50,40025,event_seayouagain2_intermission_01,Speech,volt,Locale_MainScenario:event_seayouagain2_intermission_01_50,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_10,XS_10,1.0,sfx_scn_doghowl,,volt,,,,,,,,,,,,
event_seayouagain2_intermission_01_51,40025,event_seayouagain2_intermission_01,Speech,yan,Locale_MainScenario:event_seayouagain2_intermission_01_51,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,S_130,S_130,1.0,,,yan_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_52,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_52,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,XS_70,XS_70,1.0,,,anis_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_53,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_53,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,190,190,1.0,,,rapi_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_54,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_54,True,,7,angry,,5,idle,,3,idle,,1,no,,13,no,,15,think,,17,angry,,19,idle,,190,190,1.0,,,rapi_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_55,40025,event_seayouagain2_intermission_01,Self,Self,Locale_MainScenario:event_seayouagain2_intermission_01_55,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,19,idle,,190,190,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_56,40025,event_seayouagain2_intermission_01,Narration,Narration,Locale_MainScenario:event_seayouagain2_intermission_01_56,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,19,idle,,190,190,1.0,sfx_scn_earthquake,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_57,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_57,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,19,idle,,190,1900,1.0,,,rapi_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_58,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_58,True,,7,angry,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,19,idle,,1900,1900,1.0,,,rapi_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_59,40025,event_seayouagain2_intermission_01,Self,Self,Locale_MainScenario:event_seayouagain2_intermission_01_59,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1900,1900,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_60,40025,event_seayouagain2_intermission_01,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_intermission_01_60,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_61,40025,event_seayouagain2_intermission_01,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_intermission_01_61,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_62,40025,event_seayouagain2_intermission_01,Narration,Narration,Locale_MainScenario:event_seayouagain2_intermission_01_62,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,sfx_scn_earthquake,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_63,40025,event_seayouagain2_intermission_01,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_intermission_01_63,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_64,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_64,True,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,XS_70,XS_70,1.0,,,anis_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_65,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_65,True,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,XS_70,XS_70,1.0,,,anis_s,,,,,,,,,,,,
event_seayouagain2_intermission_01_66,40025,event_seayouagain2_intermission_01,Narration,Narration,Locale_MainScenario:event_seayouagain2_intermission_01_66,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_seayouagain2_intermission_01_67,40025,event_seayouagain2_intermission_01,Narration,Narration,Locale_MainScenario:event_seayouagain2_intermission_01_67,False,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,,,,,,helm_s,9,idle
event_seayouagain2_intermission_01_68,40025,event_seayouagain2_intermission_01,Speech,helm,Locale_MainScenario:event_seayouagain2_intermission_01_68,True,,7,angry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,90,1.0,,,helm_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_69,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_69,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,97,1.0,,,anis_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_70,40025,event_seayouagain2_intermission_01,Speech,helm,Locale_MainScenario:event_seayouagain2_intermission_01_70,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,helm_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_71,40025,event_seayouagain2_intermission_01,Speech,helm,Locale_MainScenario:event_seayouagain2_intermission_01_71,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,helm_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_72,40025,event_seayouagain2_intermission_01,Speech,helm,Locale_MainScenario:event_seayouagain2_intermission_01_72,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,helm_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_73,40025,event_seayouagain2_intermission_01,Speech,helm,Locale_MainScenario:event_seayouagain2_intermission_01_73,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,helm_s,,,,,,,,,,,9,angry
event_seayouagain2_intermission_01_74,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_74,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,anis_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_75,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_75,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,anis_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_76,40025,event_seayouagain2_intermission_01,Speech,anis,Locale_MainScenario:event_seayouagain2_intermission_01_76,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,97,97,1.0,,,anis_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_77,40025,event_seayouagain2_intermission_01,Speech,frima,Locale_MainScenario:event_seayouagain2_intermission_01_77,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,50,50,1.0,,,frima_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_78,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_78,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,190,190,1.0,,,rapi_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_79,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_79,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,190,190,1.0,,,rapi_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_80,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_80,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,190,190,1.0,,,rapi_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_81,40025,event_seayouagain2_intermission_01,Speech,rapi,Locale_MainScenario:event_seayouagain2_intermission_01_81,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,190,1900,1.0,,,rapi_s,,,,,,,,,,,9,idle
event_seayouagain2_intermission_01_82,40025,event_seayouagain2_intermission_01,Self,Self,Locale_MainScenario:event_seayouagain2_intermission_01_82,False,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1900,1900,1.0,,,,,,,,,,,,,,9,idle
